"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"26","Robert Woods","LA","WR","1","2021","1","5","SEA","14","37.8","12","150","41.1","12.50","10.71","150.0","85.7","0","0.0","0","0","0","27.0","27.0","27.0","15.0"
"27","David Njoku","CLV","TE","1","2021","1","5","LAC","8","25.0","7","149","48.9","21.29","18.63","149.0","87.5","1","50.0","0","0","0","27.9","27.9","27.9","20.9"
"28","CeeDee Lamb","DAL","WR","1","2021","1","6","NE","11","21.6","9","149","33.5","16.56","13.55","149.0","81.8","2","66.7","1","1","0","36.1","36.1","36.1","27.1"
"29","Tyreek Hill","KC","WR","1","2021","1","15","LAC","13","27.7","12","148","36.1","12.33","11.38","148.0","92.3","1","33.3","1","4","0","32.8","32.8","32.8","20.8"
"30","Mark Andrews","BLT","TE","1","2021","1","5","IND","13","30.2","11","147","33.3","13.36","11.31","147.0","84.6","2","50.0","2","3","0","41.7","41.7","41.7","30.7"
"31","A.J. Brown","TEN","WR","1","2021","1","16","SF","16","53.3","11","145","69.4","13.18","9.06","145.0","68.8","1","100.0","1","2","0","31.5","31.5","31.5","20.5"
"32","Chris Godwin","TB","WR","1","2021","1","13","ATL","17","33.3","15","143","38.9","9.53","8.41","143.0","88.2","0","0.0","1","3","0","30.2","30.2","30.2","15.2"
"33","Justin Jefferson","MIN","WR","1","2021","1","10","LAC","11","29.7","9","143","48.6","15.89","13.00","143.0","81.8","0","0.0","1","1","0","22.9","22.9","22.9","13.9"
"34","Tyler Lockett","SEA","WR","1","2021","1","8","JAX","13","54.2","12","142","72.8","11.83","10.92","142.0","92.3","0","0.0","0","0","0","26.2","26.2","26.2","14.2"
"35","Tyler Lockett","SEA","WR","1","2021","1","14","HST","9","32.1","5","142","54.6","28.40","15.78","142.0","55.6","1","50.0","0","0","0","27.2","27.2","27.2","22.2"
"36","Elijah Moore","NYJ","WR","1","2021","1","11","MIA","10","25.6","8","141","48.5","17.63","14.10","141.0","80.0","1","50.0","0","0","0","29.6","29.6","29.6","21.6"
"37","Chris Godwin","TB","WR","1","2021","1","8","NO","11","26.8","8","140","37.3","17.50","12.73","140.0","72.7","1","25.0","0","1","0","28.0","28.0","28.0","20.0"
"38","Amari Cooper","DAL","WR","1","2021","1","1","TB","16","27.6","13","139","34.5","10.69","8.69","139.0","81.3","2","66.7","1","3","0","38.9","38.9","38.9","25.9"
"39","Tee Higgins","CIN","WR","1","2021","1","13","LAC","13","32.5","9","138","46.0","15.33","10.62","138.0","69.2","1","100.0","1","1","0","28.8","28.8","28.8","19.8"
"40","Jaylen Waddle","MIA","WR","1","2021","1","12","CAR","10","32.3","9","137","59.6","15.22","13.70","137.0","90.0","1","100.0","2","2","0","28.7","28.7","28.7","19.7"
"41","Rob Gronkowski","TB","TE","1","2021","1","18","CAR","9","23.1","7","137","42.0","19.57","15.22","137.0","77.8","0","0.0","0","0","0","20.7","20.7","20.7","13.7"
"42","Cooper Kupp","LA","WR","1","2021","1","15","SEA","12","41.4","9","136","55.7","15.11","11.33","136.0","75.0","2","100.0","1","1","0","34.7","34.7","34.7","25.7"
"43","Mark Andrews","BLT","TE","1","2021","1","15","GB","12","30.0","10","136","63.3","13.60","11.33","136.0","83.3","2","100.0","3","4","0","35.6","35.6","35.6","25.6"
"44","Davante Adams","GB","WR","1","2021","1","17","MIN","13","31.0","11","136","44.3","12.36","10.46","136.0","84.6","1","50.0","0","4","0","30.6","30.6","30.6","19.6"
"45","Dallas Goedert","PHI","TE","1","2021","1","15","WAS","9","34.6","7","135","45.6","19.29","15.00","135.0","77.8","0","0.0","0","0","0","20.5","20.5","20.5","13.5"
"46","Hunter Renfrow","LV","WR","1","2021","1","12","DAL","9","23.1","8","134","35.9","16.75","14.89","134.0","88.9","0","0.0","0","0","0","21.6","21.6","21.6","13.6"
"47","A.J. Brown","TEN","WR","1","2021","1","7","KC","9","32.1","8","133","48.4","16.63","14.78","133.0","88.9","1","50.0","1","1","0","27.3","27.3","27.3","19.3"
"48","Davante Adams","GB","WR","1","2021","1","3","SF","18","54.5","12","132","50.6","11.00","7.33","132.0","66.7","1","50.0","1","3","0","31.2","31.2","31.2","19.2"
"49","Brandin Cooks","HST","WR","1","2021","1","1","JAX","7","21.2","5","132","45.4","26.40","18.86","132.0","71.4","0","0.0","0","0","0","18.2","18.2","18.2","13.2"
"50","Cooper Kupp","LA","WR","1","2021","1","6","NYG","11","36.7","9","130","51.8","14.44","11.82","130.0","81.8","2","50.0","1","2","0","34.0","34.0","34.0","25.0"
"51","Chase Claypool","PIT","WR","1","2021","1","5","DEN","6","24.0","5","130","51.4","26.00","21.67","130.0","83.3","1","50.0","0","1","0","24.0","24.0","24.0","19.0"
"52","Russell Gage","ATL","WR","1","2021","1","13","TB","12","29.3","11","130","43.8","11.82","10.83","130.0","91.7","0","0.0","1","2","1","23.0","23.0","23.0","12.0"
"53","Cooper Kupp","LA","WR","1","2021","1","13","JAX","10","26.3","8","129","43.7","16.13","12.90","129.0","80.0","1","33.3","1","1","0","26.9","26.9","26.9","18.9"
"54","Alvin Kamara","NO","RB","1","2021","1","7","SEA","11","31.4","10","128","57.7","12.80","11.64","128.0","90.9","1","100.0","0","1","0","33.9","33.9","33.9","23.9"
"55","Julio Jones","TEN","WR","1","2021","1","2","SEA","8","20.0","6","128","36.9","21.33","16.00","128.0","75.0","0","0.0","1","1","0","18.8","18.8","18.8","12.8"
"56","Cordarrelle Patterson","ATL","RB","1","2021","1","9","NO","6","20.0","6","126","36.7","21.00","21.00","126.0","100.0","0","0.0","0","1","0","19.6","19.6","19.6","13.6"
"57","D.J. Moore","CAR","WR","1","2021","1","3","HST","12","35.3","8","126","41.4","15.75","10.50","126.0","66.7","0","0.0","0","0","0","20.5","20.5","20.5","12.5"
"58","Darnell Mooney","CHI","WR","1","2021","1","18","MIN","15","31.3","12","126","38.8","10.50","8.40","126.0","80.0","0","0.0","0","1","0","24.6","24.6","24.6","12.6"
"59","Adam Thielen","MIN","WR","1","2021","1","6","CAR","12","25.0","11","126","33.8","11.45","10.50","126.0","91.7","1","33.3","2","2","0","29.8","29.8","29.8","18.8"
"60","Russell Gage","ATL","WR","1","2021","1","18","NO","13","39.4","9","126","58.3","14.00","9.69","126.0","69.2","1","100.0","1","3","0","27.6","27.6","27.6","18.6"
"61","Ja'Marr Chase","CIN","WR","1","2021","1","16","BLT","9","19.6","7","125","23.8","17.86","13.89","125.0","77.8","0","0.0","0","1","0","19.5","19.5","19.5","12.5"
"62","Mark Andrews","BLT","TE","1","2021","1","16","CIN","10","25.0","8","125","41.1","15.63","12.50","125.0","80.0","1","50.0","0","1","0","26.5","26.5","26.5","18.5"
"63","Marquise Brown","BLT","WR","1","2021","1","5","IND","10","23.3","9","125","28.3","13.89","12.50","125.0","90.0","2","50.0","2","3","0","33.5","33.5","33.5","24.5"
"64","Isaiah McKenzie","BUF","WR","1","2021","1","16","NE","12","25.5","11","125","39.8","11.36","10.42","125.0","91.7","1","33.3","1","2","0","29.4","29.4","29.4","18.4"
"65","Darnell Mooney","CHI","WR","1","2021","1","4","DET","5","29.4","5","125","59.8","25.00","25.00","125.0","100.0","0","0.0","0","0","0","18.5","18.5","18.5","13.5"
"66","Antonio Brown","TB","WR","1","2021","1","5","MIA","8","18.2","7","124","27.4","17.71","15.50","124.0","87.5","2","40.0","1","1","0","31.4","31.4","31.4","24.4"
"67","Justin Jefferson","MIN","WR","1","2021","1","5","DET","8","23.5","7","124","45.1","17.71","15.50","124.0","87.5","0","0.0","0","0","0","19.4","19.4","19.4","12.4"
"68","Marquez Valdes-Scantling","GB","WR","1","2021","1","11","MIN","10","30.3","4","123","31.9","30.75","12.30","123.0","40.0","1","25.0","0","2","0","22.3","22.3","22.3","18.3"
"69","Cooper Kupp","LA","WR","1","2021","1","14","ARZ","15","50.0","13","123","42.9","9.46","8.20","123.0","86.7","1","33.3","3","5","0","31.3","31.3","31.3","18.3"
"70","Terry McLaurin","WAS","WR","1","2021","1","4","ATL","13","39.4","6","123","42.4","20.50","9.46","123.0","46.2","2","66.7","1","2","0","30.3","30.3","30.3","24.3"
"71","Darnell Mooney","CHI","WR","1","2021","1","12","DET","8","20.5","5","123","38.8","24.60","15.38","123.0","62.5","0","0.0","0","0","0","17.5","17.5","17.5","12.5"
"72","Michael Pittman","IND","WR","1","2021","1","2","LA","11","30.6","8","123","45.2","15.38","11.18","123.0","72.7","0","0.0","2","2","0","20.3","20.3","20.3","12.3"
"73","Rob Gronkowski","TB","TE","1","2021","1","12","IND","9","26.5","7","123","54.4","17.57","13.67","123.0","77.8","0","0.0","0","1","0","19.3","19.3","19.3","12.3"
"74","Mike Williams","LAC","WR","1","2021","1","3","KC","9","23.7","7","122","43.4","17.43","13.56","122.0","77.8","2","50.0","1","3","0","33.2","33.2","33.2","26.2"
"75","Cooper Kupp","LA","WR","1","2021","1","10","SF","13","31.0","11","122","49.8","11.09","9.38","122.0","84.6","0","0.0","0","2","0","23.2","23.2","23.2","12.2"
"76","Amari Cooper","DAL","WR","1","2021","1","8","MIN","13","31.7","8","122","33.9","15.25","9.38","122.0","61.5","1","50.0","1","2","1","26.2","26.2","26.2","18.2"
"77","Terry McLaurin","WAS","WR","1","2021","1","7","GB","11","29.7","7","122","45.5","17.43","11.09","122.0","63.6","1","100.0","1","1","0","25.2","25.2","25.2","18.2"
"78","DeVonta Smith","PHI","WR","1","2021","1","4","KC","10","20.8","7","122","31.5","17.43","12.20","122.0","70.0","0","0.0","0","0","0","19.2","19.2","19.2","12.2"
"79","Darnell Mooney","CHI","WR","1","2021","1","11","BLT","14","41.2","5","121","43.2","24.20","8.64","121.0","35.7","1","50.0","0","0","0","23.1","23.1","23.1","18.1"
"80","Davante Adams","GB","WR","1","2021","1","14","CHI","13","35.1","10","121","35.5","12.10","9.31","121.0","76.9","2","50.0","2","2","0","34.1","34.1","34.1","24.1"
"81","Antonio Brown","TB","WR","1","2021","1","1","DAL","7","14.0","5","121","31.9","24.20","17.29","121.0","71.4","1","25.0","0","0","0","23.7","23.7","23.7","18.7"
"82","Davante Adams","GB","WR","1","2021","1","2","DET","9","33.3","8","121","47.5","15.13","13.44","121.0","88.9","0","0.0","1","1","0","20.1","20.1","20.1","12.1"
"83","Zay Jones","LV","WR","1","2021","1","17","IND","10","31.3","8","120","47.1","15.00","12.00","120.0","80.0","0","0.0","0","0","0","19.9","19.9","19.9","11.9"
"84","Courtland Sutton","DEN","WR","1","2021","1","5","PIT","11","28.9","7","120","41.7","17.14","10.91","120.0","63.6","1","50.0","1","1","0","25.0","25.0","25.0","18.0"
"85","DeSean Jackson","LA","WR","1","2021","1","3","TB","5","13.2","3","120","35.0","40.00","24.00","120.0","60.0","1","25.0","0","0","0","21.0","21.0","21.0","18.0"
"86","Travis Kelce","KC","TE","1","2021","1","10","LV","9","17.6","8","119","28.2","14.88","13.22","119.0","88.9","0","0.0","0","0","0","19.9","19.9","19.9","11.9"
"87","Cedrick Wilson","DAL","WR","1","2021","1","18","PHI","6","21.4","5","119","39.0","23.80","19.83","119.0","83.3","2","40.0","0","1","0","28.9","28.9","28.9","23.9"
"88","Mike Williams","LAC","WR","1","2021","1","18","LV","17","26.6","9","119","31.1","13.22","7.00","119.0","52.9","1","33.3","0","2","0","26.9","26.9","26.9","17.9"
"89","Kyle Pitts","ATL","TE","1","2021","1","5","NYJ","9","19.6","9","119","34.8","13.22","13.22","119.0","100.0","1","50.0","1","1","0","26.9","26.9","26.9","17.9"
"90","Cooper Kupp","LA","WR","1","2021","1","18","SF","7","21.9","7","118","49.6","16.86","16.86","118.0","100.0","1","33.3","2","2","0","26.6","26.6","26.6","19.6"
"91","Tyler Boyd","CIN","WR","1","2021","1","4","JAX","11","34.4","9","118","33.9","13.11","10.73","118.0","81.8","0","0.0","0","1","0","20.8","20.8","20.8","11.8"
"92","Justin Jefferson","MIN","WR","1","2021","1","3","SEA","11","28.9","9","118","36.5","13.11","10.73","118.0","81.8","1","33.3","1","3","0","26.8","26.8","26.8","17.8"
"93","Dawson Knox","BUF","TE","1","2021","1","5","KC","4","15.4","3","117","37.1","39.00","29.25","117.0","75.0","1","33.3","1","1","0","20.7","20.7","20.7","17.7"
"94","Quez Watkins","PHI","WR","1","2021","1","2","SF","2","8.3","2","117","61.6","58.50","58.50","117.0","100.0","0","0.0","0","0","0","13.7","13.7","13.7","11.7"
"95","Hunter Renfrow","LV","WR","1","2021","1","14","KC","14","31.1","13","117","44.5","9.00","8.36","117.0","92.9","1","100.0","2","4","1","29.7","29.7","29.7","16.7"
"96","Justin Jefferson","MIN","WR","1","2021","1","16","LA","13","34.2","8","116","36.8","14.50","8.92","116.0","61.5","0","0.0","0","1","0","19.6","19.6","19.6","11.6"
"97","DeVonta Smith","PHI","WR","1","2021","1","9","LAC","6","35.3","5","116","71.6","23.20","19.33","116.0","83.3","1","100.0","1","1","0","22.6","22.6","22.6","17.6"
"98","Kenny Golladay","NYG","WR","1","2021","1","4","NO","8","20.0","6","116","28.9","19.33","14.50","116.0","75.0","0","0.0","0","0","0","17.6","17.6","17.6","11.6"
"99","Marquise Brown","BLT","WR","1","2021","1","9","MIN","11","26.8","9","116","43.6","12.89","10.55","116.0","81.8","0","0.0","1","1","0","20.6","20.6","20.6","11.6"
"100","Darren Waller","LV","TE","1","2021","1","11","CIN","8","29.6","7","116","54.0","16.57","14.50","116.0","87.5","0","0.0","1","1","0","18.6","18.6","18.6","11.6"
"101","Jonathan Taylor","IND","RB","1","2021","1","5","BLT","4","11.4","3","116","28.9","38.67","29.00","116.0","75.0","1","50.0","0","0","0","31.9","31.9","31.9","28.9"
"102","Davante Adams","GB","WR","1","2021","1","11","MIN","8","24.2","7","115","29.9","16.43","14.38","115.0","87.5","2","50.0","1","2","0","30.5","30.5","30.5","23.5"
"103","Mike Gesicki","MIA","TE","1","2021","1","6","JAX","9","18.8","8","115","32.5","14.38","12.78","115.0","88.9","0","0.0","0","1","0","19.5","19.5","19.5","11.5"
"104","Rob Gronkowski","TB","TE","1","2021","1","17","NYJ","10","20.0","7","115","28.0","16.43","11.50","115.0","70.0","0","0.0","1","1","0","18.5","18.5","18.5","11.5"
"105","Mark Andrews","BLT","TE","1","2021","1","14","CLV","11","26.2","11","115","40.1","10.45","10.45","115.0","100.0","1","100.0","1","1","0","28.5","28.5","28.5","17.5"
"106","Kalif Raymond","DET","WR","1","2021","1","7","LA","8","21.6","6","115","40.4","19.17","14.38","115.0","75.0","0","0.0","0","0","0","17.6","17.6","17.6","11.6"
"107","Cooper Kupp","LA","WR","1","2021","1","8","HST","9","26.5","7","115","37.1","16.43","12.78","115.0","77.8","1","33.3","1","5","0","24.5","24.5","24.5","17.5"
"108","Tyler Lockett","SEA","WR","1","2021","1","11","ARZ","4","15.4","4","115","55.6","28.75","28.75","115.0","100.0","0","0.0","0","0","0","15.5","15.5","15.5","11.5"
"109","Davante Adams","GB","WR","1","2021","1","16","CLV","13","38.2","10","114","56.4","11.40","8.77","114.0","76.9","2","66.7","3","4","0","33.4","33.4","33.4","23.4"
"110","Tee Higgins","CIN","WR","1","2021","1","12","PIT","7","28.0","6","114","60.0","19.00","16.29","114.0","85.7","1","100.0","0","1","0","23.4","23.4","23.4","17.4"
"111","Tee Higgins","CIN","WR","1","2021","1","14","SF","7","20.6","5","114","32.8","22.80","16.29","114.0","71.4","0","0.0","0","0","0","16.4","16.4","16.4","11.4"
"112","Stefon Diggs","BUF","WR","1","2021","1","4","HST","10","32.3","7","114","44.5","16.29","11.40","114.0","70.0","0","0.0","2","3","1","18.4","18.4","18.4","11.4"
"113","Rondale Moore","ARZ","WR","1","2021","1","2","MIN","8","22.2","7","114","28.5","16.29","14.25","114.0","87.5","1","33.3","1","2","1","24.4","24.4","24.4","17.4"
"114","Danny Amendola","HST","WR","1","2021","1","18","TEN","9","27.3","7","113","37.5","16.14","12.56","113.0","77.8","2","66.7","1","1","0","32.3","32.3","32.3","25.3"
"115","Henry Ruggs","LV","WR","1","2021","1","2","PIT","6","16.2","5","113","29.6","22.60","18.83","113.0","83.3","1","50.0","0","0","0","22.5","22.5","22.5","17.5"
"116","Marquise Brown","BLT","WR","1","2021","1","2","KC","10","38.5","6","113","47.3","18.83","11.30","113.0","60.0","1","100.0","0","2","0","23.3","23.3","23.3","17.3"
"117","D.J. Moore","CAR","WR","1","2021","1","4","DAL","12","30.8","8","113","37.5","14.13","9.42","113.0","66.7","2","100.0","3","3","0","31.9","31.9","31.9","23.9"
"118","Mike Evans","TB","WR","1","2021","1","5","MIA","8","18.2","6","113","25.0","18.83","14.13","113.0","75.0","2","40.0","0","0","0","29.3","29.3","29.3","23.3"
"119","Sterling Shepard","NYG","WR","1","2021","1","1","DEN","9","24.3","7","113","42.3","16.14","12.56","113.0","77.8","1","100.0","0","1","0","24.3","24.3","24.3","17.3"
"120","A.J. Green","ARZ","WR","1","2021","1","3","JAX","6","17.6","5","112","35.4","22.40","18.67","112.0","83.3","0","0.0","0","0","0","16.2","16.2","16.2","11.2"
"121","Brandin Cooks","HST","WR","1","2021","1","3","CAR","10","35.7","9","112","66.7","12.44","11.20","112.0","90.0","0","0.0","0","1","0","20.7","20.7","20.7","11.7"
"122","Marquez Callaway","NO","WR","1","2021","1","15","TB","9","33.3","6","112","72.7","18.67","12.44","112.0","66.7","0","0.0","0","0","0","17.2","17.2","17.2","11.2"
"123","CeeDee Lamb","DAL","WR","1","2021","1","8","MIN","8","19.5","6","112","31.1","18.67","14.00","112.0","75.0","0","0.0","0","0","0","17.2","17.2","17.2","11.2"
"124","Keenan Allen","LAC","WR","1","2021","1","11","PIT","11","26.8","9","112","29.3","12.44","10.18","112.0","81.8","0","0.0","0","0","0","20.2","20.2","20.2","11.2"
"125","Corey Davis","NYJ","WR","1","2021","1","4","TEN","7","20.6","4","111","37.4","27.75","15.86","111.0","57.1","1","50.0","0","0","1","21.1","21.1","21.1","17.1"
"126","Chris Godwin","TB","WR","1","2021","1","7","CHI","11","28.2","8","111","49.1","13.88","10.09","111.0","72.7","1","25.0","2","2","0","25.1","25.1","25.1","17.1"
"127","Amon-Ra St. Brown","DET","WR","1","2021","1","17","SEA","11","29.7","8","111","42.4","13.88","10.09","111.0","72.7","1","50.0","1","1","0","35.4","35.4","35.4","27.4"
"128","Jarvis Landry","CLV","WR","1","2021","1","12","BLT","8","21.6","6","111","44.9","18.50","13.88","111.0","75.0","0","0.0","0","0","0","16.1","16.1","16.1","10.1"
"129","Mike Williams","LAC","WR","1","2021","1","13","CIN","7","20.0","5","110","34.7","22.00","15.71","110.0","71.4","0","0.0","1","1","0","16.0","16.0","16.0","11.0"
"130","Cole Beasley","BUF","WR","1","2021","1","8","MIA","11","25.6","10","110","44.2","11.00","10.00","110.0","90.9","0","0.0","0","0","0","21.0","21.0","21.0","11.0"
"131","Mark Andrews","BLT","TE","1","2021","1","3","DET","7","22.6","5","109","38.0","21.80","15.57","109.0","71.4","0","0.0","0","0","0","15.9","15.9","15.9","10.9"
"132","Chris Moore","HST","WR","1","2021","1","5","NE","5","17.2","5","109","34.9","21.80","21.80","109.0","100.0","1","33.3","0","1","0","21.9","21.9","21.9","16.9"
"133","Travis Kelce","KC","TE","1","2021","1","2","BLT","8","25.8","7","109","31.8","15.57","13.63","109.0","87.5","1","33.3","0","0","0","23.9","23.9","23.9","16.9"
"134","Cooper Kupp","LA","WR","1","2021","1","16","MIN","12","32.4","10","109","55.3","10.90","9.08","109.0","83.3","0","0.0","1","4","0","21.3","21.3","21.3","11.3"
"135","Amon-Ra St. Brown","DET","WR","1","2021","1","18","GB","10","31.3","8","109","34.8","13.63","10.90","109.0","80.0","1","33.3","1","2","0","26.1","26.1","26.1","18.1"
"136","Keenan Allen","LAC","WR","1","2021","1","2","DAL","8","19.5","4","108","32.0","27.00","13.50","108.0","50.0","0","0.0","1","1","0","14.8","14.8","14.8","10.8"
"137","Cooper Kupp","LA","WR","1","2021","1","1","CHI","9","34.6","7","108","33.6","15.43","12.00","108.0","77.8","1","33.3","1","2","0","23.8","23.8","23.8","16.8"
"138","Nick Westbrook-Ikhine","TEN","WR","1","2021","1","11","HST","8","15.4","7","107","33.1","15.29","13.38","107.0","87.5","0","0.0","0","0","0","17.7","17.7","17.7","10.7"
"139","Brandon Aiyuk","SF","WR","1","2021","1","18","LA","7","21.2","6","107","31.5","17.83","15.29","107.0","85.7","0","0.0","0","0","0","16.7","16.7","16.7","10.7"
"140","Terry McLaurin","WAS","WR","1","2021","1","2","NYG","14","30.4","11","107","31.8","9.73","7.64","107.0","78.6","1","50.0","0","1","0","27.7","27.7","27.7","16.7"
"141","Justin Jefferson","MIN","WR","1","2021","1","18","CHI","6","27.3","5","107","42.8","21.40","17.83","107.0","83.3","1","33.3","0","0","0","22.1","22.1","22.1","17.1"
"142","DK Metcalf","SEA","WR","1","2021","1","3","MIN","9","28.1","6","107","35.9","17.83","11.89","107.0","66.7","1","100.0","1","1","0","22.7","22.7","22.7","16.7"
"143","Mike Evans","TB","WR","1","2021","1","3","LA","10","18.2","8","106","24.5","13.25","10.60","106.0","80.0","0","0.0","0","1","0","18.6","18.6","18.6","10.6"
"144","Michael Gallup","DAL","WR","1","2021","1","12","LV","8","17.0","5","106","28.3","21.20","13.25","106.0","62.5","0","0.0","0","1","0","15.6","15.6","15.6","10.6"
"145","Chris Godwin","TB","WR","1","2021","1","14","BUF","15","32.6","10","105","28.9","10.50","7.00","105.0","66.7","0","0.0","1","3","0","20.5","20.5","20.5","10.5"
"146","Gabriel Davis","BUF","WR","1","2021","1","10","NYJ","3","10.7","3","105","28.7","35.00","35.00","105.0","100.0","0","0.0","0","0","0","13.5","13.5","13.5","10.5"
"147","Michael Pittman","IND","WR","1","2021","1","7","SF","4","15.4","4","105","70.0","26.25","26.25","105.0","100.0","1","50.0","0","0","0","20.5","20.5","20.5","16.5"
"148","Diontae Johnson","PIT","WR","1","2021","1","2","LV","12","30.0","9","105","35.6","11.67","8.75","105.0","75.0","0","0.0","0","0","0","19.5","19.5","19.5","10.5"
"149","Darren Waller","LV","TE","1","2021","1","1","BLT","18","32.1","10","105","24.1","10.50","5.83","105.0","55.6","1","50.0","1","3","0","26.5","26.5","26.5","16.5"
"150","Dallas Goedert","PHI","TE","1","2021","1","13","NYJ","6","24.0","6","105","43.4","17.50","17.50","105.0","100.0","2","100.0","0","0","0","28.5","28.5","28.5","22.5"
"151","Chris Godwin","TB","WR","1","2021","1","1","DAL","13","26.0","9","105","27.7","11.67","8.08","105.0","69.2","1","25.0","1","4","1","24.5","24.5","24.5","15.5"
"152","Diontae Johnson","PIT","WR","1","2021","1","13","BLT","10","32.3","8","105","44.5","13.13","10.50","105.0","80.0","2","100.0","1","1","0","30.5","30.5","30.5","22.5"
"153","Travis Kelce","KC","TE","1","2021","1","3","LAC","11","25.0","7","104","40.0","14.86","9.45","104.0","63.6","0","0.0","0","0","0","17.4","17.4","17.4","10.4"
