"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"946","Cole Kmet","CHI","TE","1","2021","1","16","SEA","5","14.3","4","49","19.6","12.25","9.80","49.0","80.0","0","0.0","0","2","0","8.9","8.9","8.9","4.9"
"947","T.J. Hockenson","DET","TE","1","2021","1","13","MIN","8","19.5","4","49","16.6","12.25","6.13","49.0","50.0","1","33.3","1","1","0","14.9","14.9","14.9","10.9"
"948","Lil'Jordan Humphrey","NO","WR","1","2021","1","13","DAL","2","4.9","2","49","18.6","24.50","24.50","49.0","100.0","1","50.0","0","0","0","12.9","12.9","12.9","10.9"
"949","Russell Gage","ATL","WR","1","2021","1","11","NE","8","25.0","5","49","31.0","9.80","6.13","49.0","62.5","0","0.0","0","0","0","9.9","9.9","9.9","4.9"
"950","Jalen Guyton","LAC","WR","1","2021","1","1","WAS","5","10.6","3","49","14.5","16.33","9.80","49.0","60.0","0","0.0","1","1","0","7.9","7.9","7.9","4.9"
"951","Chase Edmonds","ARZ","RB","1","2021","1","3","JAX","8","23.5","7","49","15.5","7.00","6.13","49.0","87.5","0","0.0","0","1","0","14.5","14.5","14.5","7.5"
"952","Chris Evans","CIN","RB","1","2021","1","6","DET","3","10.0","3","49","17.6","16.33","16.33","49.0","100.0","1","25.0","0","1","0","15.7","15.7","15.7","12.7"
"953","O.J. Howard","TB","TE","1","2021","1","6","PHI","7","16.7","6","49","16.5","8.17","7.00","49.0","85.7","1","50.0","1","1","0","16.9","16.9","16.9","10.9"
"954","Danny Amendola","HST","WR","1","2021","1","9","MIA","6","13.6","3","49","20.4","16.33","8.17","49.0","50.0","0","0.0","0","1","0","7.9","7.9","7.9","4.9"
"955","D.J. Chark","JAX","WR","1","2021","1","3","ARZ","4","11.8","3","49","22.4","16.33","12.25","49.0","75.0","1","100.0","0","1","0","13.9","13.9","13.9","10.9"
"956","Tyler Boyd","CIN","WR","1","2021","1","11","LV","8","27.6","6","49","33.1","8.17","6.13","49.0","75.0","0","0.0","1","1","0","12.3","12.3","12.3","6.3"
"957","A.J. Brown","TEN","WR","1","2021","1","1","ARZ","7","19.4","4","49","22.5","12.25","7.00","49.0","57.1","1","100.0","0","1","0","14.9","14.9","14.9","10.9"
"958","Jonnu Smith","NE","TE","1","2021","1","12","TEN","4","12.5","3","49","15.8","16.33","12.25","49.0","75.0","0","0.0","0","1","0","8.8","8.8","8.8","5.8"
"959","Sammy Watkins","BLT","WR","1","2021","1","4","DEN","7","18.9","4","49","15.5","12.25","7.00","49.0","57.1","0","0.0","0","0","0","8.9","8.9","8.9","4.9"
"960","Robert Tonyan","GB","TE","1","2021","1","8","ARZ","4","10.8","3","49","26.6","16.33","12.25","49.0","75.0","0","0.0","1","1","0","7.9","7.9","7.9","4.9"
"961","James White","NE","RB","1","2021","1","1","MIA","7","17.9","6","49","17.4","8.17","7.00","49.0","85.7","0","0.0","0","0","0","12.1","12.1","12.1","6.1"
"962","Tony Pollard","DAL","RB","1","2021","1","17","ARZ","4","10.3","3","49","19.1","16.33","12.25","49.0","75.0","0","0.0","0","0","0","8.8","8.8","8.8","5.8"
"963","Hunter Renfrow","LV","WR","1","2021","1","9","NYG","9","19.6","7","49","16.6","7.00","5.44","49.0","77.8","1","100.0","2","3","0","17.9","17.9","17.9","10.9"
"964","Ja'Marr Chase","CIN","WR","1","2021","1","9","CLV","13","31.0","6","49","17.0","8.17","3.77","49.0","46.2","0","0.0","1","2","1","9.9","9.9","9.9","3.9"
"965","Cole Kmet","CHI","TE","1","2021","1","6","GB","4","14.8","4","49","28.2","12.25","12.25","49.0","100.0","0","0.0","0","1","0","8.9","8.9","8.9","4.9"
"966","Aaron Jones","GB","RB","1","2021","1","2","DET","6","22.2","6","48","18.8","8.00","8.00","48.0","100.0","3","75.0","2","4","0","41.5","41.5","41.5","35.5"
"967","Laviska Shenault","JAX","WR","1","2021","1","3","ARZ","4","11.8","4","48","21.9","12.00","12.00","48.0","100.0","0","0.0","0","0","0","8.8","8.8","8.8","4.8"
"968","A.J. Brown","TEN","WR","1","2021","1","11","HST","9","17.3","5","48","14.9","9.60","5.33","48.0","55.6","0","0.0","0","1","0","9.8","9.8","9.8","4.8"
"969","Robert Woods","LA","WR","1","2021","1","4","ARZ","6","14.6","4","48","17.1","12.00","8.00","48.0","66.7","1","50.0","1","2","0","14.8","14.8","14.8","10.8"
"970","Quez Watkins","PHI","WR","1","2021","1","5","CAR","3","8.1","3","48","24.2","16.00","16.00","48.0","100.0","0","0.0","1","1","0","7.8","7.8","7.8","4.8"
"971","Mike Gesicki","MIA","TE","1","2021","1","8","BUF","4","10.3","3","48","23.4","16.00","12.00","48.0","75.0","0","0.0","0","1","0","9.8","9.8","9.8","6.8"
"972","Zach Pascal","IND","WR","1","2021","1","5","BLT","5","14.3","3","48","11.9","16.00","9.60","48.0","60.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"973","Jared Cook","LAC","TE","1","2021","1","9","PHI","4","10.5","4","48","13.5","12.00","12.00","48.0","100.0","0","0.0","0","0","0","10.8","10.8","10.8","6.8"
"974","Donovan Peoples-Jones","CLV","WR","1","2021","1","15","LV","8","26.7","4","48","32.7","12.00","6.00","48.0","50.0","0","0.0","0","0","0","8.8","8.8","8.8","4.8"
"975","James O'Shaughnessy","JAX","TE","1","2021","1","1","HST","8","15.7","6","48","14.5","8.00","6.00","48.0","75.0","0","0.0","0","0","0","10.8","10.8","10.8","4.8"
"976","D.J. Moore","CAR","WR","1","2021","1","15","BUF","10","26.3","6","48","30.8","8.00","4.80","48.0","60.0","0","0.0","0","0","0","12.8","12.8","12.8","6.8"
"977","T.J. Hockenson","DET","TE","1","2021","1","7","LA","8","21.6","6","48","16.8","8.00","6.00","48.0","75.0","0","0.0","0","1","0","10.8","10.8","10.8","4.8"
"978","Travis Homer","SEA","RB","1","2021","1","3","MIN","3","9.4","3","48","16.1","16.00","16.00","48.0","100.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"979","Cole Kmet","CHI","TE","1","2021","1","18","MIN","5","10.4","4","48","14.8","12.00","9.60","48.0","80.0","0","0.0","0","0","0","8.8","8.8","8.8","4.8"
"980","Jerry Jeudy","DEN","WR","1","2021","1","10","PHI","9","25.0","6","48","21.2","8.00","5.33","48.0","66.7","0","0.0","1","1","1","11.1","11.1","11.1","5.1"
"981","Terrace Marshall","CAR","WR","1","2021","1","3","HST","5","14.7","4","48","15.8","12.00","9.60","48.0","80.0","0","0.0","1","1","0","8.8","8.8","8.8","4.8"
"982","Ameer Abdullah","CAR","RB","1","2021","1","15","BUF","4","10.5","4","48","30.8","12.00","12.00","48.0","100.0","1","100.0","0","0","0","15.5","15.5","15.5","11.5"
"983","Austin Ekeler","LAC","RB","1","2021","1","6","BLT","6","15.4","4","48","24.6","12.00","8.00","48.0","66.7","0","0.0","0","0","0","9.5","9.5","9.5","5.5"
"984","Mike Evans","TB","WR","1","2021","1","8","NO","4","9.8","2","48","12.8","24.00","12.00","48.0","50.0","1","25.0","0","0","0","12.8","12.8","12.8","10.8"
"985","Dante Pettis","NYG","WR","1","2021","1","6","LA","11","21.6","5","48","19.8","9.60","4.36","48.0","45.5","0","0.0","0","1","0","9.8","9.8","9.8","4.8"
"986","Cam Sims","WAS","WR","1","2021","1","17","PHI","5","13.9","4","48","19.4","12.00","9.60","48.0","80.0","0","0.0","0","1","0","8.8","8.8","8.8","4.8"
"987","Logan Thomas","WAS","TE","1","2021","1","13","LV","5","16.7","3","48","24.5","16.00","9.60","48.0","60.0","1","50.0","1","1","0","13.8","13.8","13.8","10.8"
"988","Mark Andrews","BLT","TE","1","2021","1","7","CIN","7","16.7","3","48","16.2","16.00","6.86","48.0","42.9","0","0.0","0","0","1","7.8","7.8","7.8","4.8"
"989","D'Onta Foreman","TEN","RB","1","2021","1","10","NO","2","7.4","2","48","22.5","24.00","24.00","48.0","100.0","0","0.0","0","0","0","9.8","9.8","9.8","7.8"
"990","Nick Vannett","NO","TE","1","2021","1","13","DAL","4","9.8","3","48","18.2","16.00","12.00","48.0","75.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"991","Sammy Watkins","BLT","WR","1","2021","1","11","CHI","4","11.1","3","48","21.9","16.00","12.00","48.0","75.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"992","Tyler Higbee","LA","TE","1","2021","1","13","JAX","6","15.8","5","48","16.3","9.60","8.00","48.0","83.3","0","0.0","0","0","0","9.8","9.8","9.8","4.8"
"993","Kyle Pitts","ATL","TE","1","2021","1","13","TB","6","14.6","4","48","16.2","12.00","8.00","48.0","66.7","0","0.0","0","0","0","8.8","8.8","8.8","4.8"
"994","Nyheim Hines","IND","RB","1","2021","1","1","SEA","6","15.8","6","48","19.1","8.00","8.00","48.0","100.0","0","0.0","0","0","0","14.2","14.2","14.2","8.2"
"995","Christian Kirk","ARZ","WR","1","2021","1","16","IND","9","20.9","7","48","19.6","6.86","5.33","48.0","77.8","0","0.0","0","0","0","11.8","11.8","11.8","4.8"
"996","Emmanuel Sanders","BUF","WR","1","2021","1","2","MIA","4","12.1","2","48","26.8","24.00","12.00","48.0","50.0","0","0.0","0","1","0","6.8","6.8","6.8","4.8"
"997","Leonard Fournette","TB","RB","1","2021","1","13","ATL","8","15.7","7","48","13.0","6.86","6.00","48.0","87.5","1","25.0","1","1","0","22.2","22.2","22.2","15.2"
"998","Rodney Smith","CAR","RB","1","2021","1","4","DAL","5","12.8","5","48","15.9","9.60","9.60","48.0","100.0","0","0.0","0","0","0","9.8","9.8","9.8","4.8"
"999","Jaylen Waddle","MIA","WR","1","2021","1","2","BUF","8","18.2","6","48","26.4","8.00","6.00","48.0","75.0","0","0.0","0","1","0","10.8","10.8","10.8","4.8"
"1000","Adam Trautman","NO","TE","1","2021","1","9","ATL","7","16.3","4","47","16.7","11.75","6.71","47.0","57.1","0","0.0","1","1","0","8.7","8.7","8.7","4.7"
"1001","Lil'Jordan Humphrey","NO","WR","1","2021","1","12","BUF","5","16.7","3","47","28.8","15.67","9.40","47.0","60.0","0","0.0","0","0","0","7.7","7.7","7.7","4.7"
"1002","Elijah Moore","NYJ","WR","1","2021","1","2","NE","8","24.2","4","47","22.4","11.75","5.88","47.0","50.0","0","0.0","0","1","0","8.7","8.7","8.7","4.7"
"1003","Michael Pittman","IND","WR","1","2021","1","17","LV","6","22.2","6","47","31.8","7.83","7.83","47.0","100.0","0","0.0","0","1","0","10.7","10.7","10.7","4.7"
"1004","Leonard Fournette","TB","RB","1","2021","1","4","NE","5","11.6","3","47","17.5","15.67","9.40","47.0","60.0","0","0.0","1","2","0","16.9","16.9","16.9","13.9"
"1005","Noah Brown","DAL","WR","1","2021","1","6","NE","2","3.9","2","47","10.6","23.50","23.50","47.0","100.0","0","0.0","0","0","0","6.7","6.7","6.7","4.7"
"1006","Jerry Jeudy","DEN","WR","1","2021","1","14","DET","6","24.0","5","47","26.3","9.40","7.83","47.0","83.3","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1007","K.J. Osborn","MIN","WR","1","2021","1","13","DET","7","17.1","4","47","13.8","11.75","6.71","47.0","57.1","1","50.0","2","3","0","14.7","14.7","14.7","10.7"
"1008","Jaylen Waddle","MIA","WR","1","2021","1","17","TEN","7","17.9","3","47","22.9","15.67","6.71","47.0","42.9","0","0.0","0","0","0","7.7","7.7","7.7","4.7"
"1009","Braxton Berrios","NYJ","WR","1","2021","1","12","HST","3","12.5","2","47","32.4","23.50","15.67","47.0","66.7","0","0.0","0","0","0","6.7","6.7","6.7","4.7"
"1010","Courtland Sutton","DEN","WR","1","2021","1","4","BLT","8","21.6","3","47","26.4","15.67","5.88","47.0","37.5","0","0.0","1","1","0","7.7","7.7","7.7","4.7"
"1011","Tyler Conklin","MIN","TE","1","2021","1","17","GB","8","20.5","5","47","24.2","9.40","5.88","47.0","62.5","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1012","Corey Davis","NYJ","WR","1","2021","1","7","NE","6","14.3","4","47","18.6","11.75","7.83","47.0","66.7","1","100.0","1","1","0","14.7","14.7","14.7","10.7"
"1013","Damiere Byrd","CHI","WR","1","2021","1","18","MIN","6","12.5","5","47","14.5","9.40","7.83","47.0","83.3","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1014","Ty Johnson","NYJ","RB","1","2021","1","17","TB","3","9.1","3","47","20.1","15.67","15.67","47.0","100.0","0","0.0","0","1","0","17.2","17.2","17.2","14.2"
"1015","Justin Jefferson","MIN","WR","1","2021","1","15","CHI","10","41.7","4","47","54.0","11.75","4.70","47.0","40.0","1","50.0","0","1","0","14.7","14.7","14.7","10.7"
"1016","Dontrell Hilliard","TEN","RB","1","2021","1","11","HST","9","17.3","8","47","14.6","5.88","5.22","47.0","88.9","0","0.0","1","2","1","16.2","16.2","16.2","8.2"
"1017","Julio Jones","TEN","WR","1","2021","1","3","IND","4","14.8","3","47","23.9","15.67","11.75","47.0","75.0","0","0.0","0","0","0","7.7","7.7","7.7","4.7"
"1018","Mike Evans","TB","WR","1","2021","1","17","NYJ","7","14.0","4","47","11.5","11.75","6.71","47.0","57.1","1","33.3","1","1","0","14.7","14.7","14.7","10.7"
"1019","Gabriel Davis","BUF","WR","1","2021","1","12","NO","2","7.1","2","47","18.1","23.50","23.50","47.0","100.0","0","0.0","0","0","0","6.7","6.7","6.7","4.7"
"1020","Olamide Zaccheaus","ATL","WR","1","2021","1","18","NO","3","9.1","3","47","21.8","15.67","15.67","47.0","100.0","0","0.0","0","0","0","7.7","7.7","7.7","4.7"
"1021","Brandin Cooks","HST","WR","1","2021","1","4","BUF","6","28.6","5","47","54.0","9.40","7.83","47.0","83.3","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1022","Kenyan Drake","LV","RB","1","2021","1","2","PIT","6","16.2","5","46","12.0","9.20","7.67","46.0","83.3","0","0.0","0","1","0","10.5","10.5","10.5","5.5"
"1023","Byron Pringle","KC","WR","1","2021","1","10","LV","5","9.8","4","46","10.9","11.50","9.20","46.0","80.0","1","20.0","0","0","0","14.6","14.6","14.6","10.6"
"1024","Terry McLaurin","WAS","WR","1","2021","1","5","NO","11","26.8","4","46","18.5","11.50","4.18","46.0","36.4","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1025","Amon-Ra St. Brown","DET","WR","1","2021","1","8","PHI","5","14.7","3","46","20.7","15.33","9.20","46.0","60.0","0","0.0","1","1","0","7.6","7.6","7.6","4.6"
"1026","DeVante Parker","MIA","WR","1","2021","1","17","TEN","13","33.3","4","46","22.4","11.50","3.54","46.0","30.8","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1027","Cole Beasley","BUF","WR","1","2021","1","12","NO","5","17.9","5","46","17.7","9.20","9.20","46.0","100.0","0","0.0","0","0","0","9.6","9.6","9.6","4.6"
"1028","Robby Anderson","CAR","WR","1","2021","1","4","DAL","11","28.2","5","46","15.3","9.20","4.18","46.0","45.5","0","0.0","0","0","0","9.9","9.9","9.9","4.9"
"1029","Zay Jones","LV","WR","1","2021","1","1","BLT","2","3.6","2","46","10.6","23.00","23.00","46.0","100.0","1","50.0","0","0","0","12.6","12.6","12.6","10.6"
"1030","Josh Jacobs","LV","RB","1","2021","1","14","KC","6","13.3","5","46","17.5","9.20","7.67","46.0","83.3","0","0.0","0","0","0","11.0","11.0","11.0","6.0"
"1031","Dalton Schultz","DAL","TE","1","2021","1","12","LV","6","12.8","3","46","12.3","15.33","7.67","46.0","50.0","1","50.0","0","0","0","15.6","15.6","15.6","12.6"
"1032","Elijah Moore","NYJ","WR","1","2021","1","12","HST","8","33.3","4","46","31.7","11.50","5.75","46.0","50.0","0","0.0","0","1","0","9.3","9.3","9.3","5.3"
"1033","Leonard Fournette","TB","RB","1","2021","1","6","PHI","6","14.3","6","46","15.5","7.67","7.67","46.0","100.0","0","0.0","0","0","0","30.7","30.7","30.7","24.7"
"1034","Marquez Callaway","NO","WR","1","2021","1","16","MIA","5","25.0","4","46","34.1","11.50","9.20","46.0","80.0","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1035","David Johnson","HST","RB","1","2021","1","5","NE","6","20.7","5","46","14.7","9.20","7.67","46.0","83.3","0","0.0","0","0","0","10.1","10.1","10.1","5.1"
"1036","Mike Gesicki","MIA","TE","1","2021","1","13","NYG","10","24.4","7","46","18.9","6.57","4.60","46.0","70.0","0","0.0","0","2","0","11.6","11.6","11.6","4.6"
"1037","Ja'Marcus Bradley","CLV","WR","1","2021","1","11","DET","2","6.9","2","46","26.1","23.00","23.00","46.0","100.0","0","0.0","0","0","0","6.6","6.6","6.6","4.6"
"1038","Joe Mixon","CIN","RB","1","2021","1","9","CLV","5","11.9","5","46","16.0","9.20","9.20","46.0","100.0","0","0.0","0","0","0","28.0","28.0","28.0","23.0"
"1039","Christian Kirk","ARZ","WR","1","2021","1","8","GB","6","18.2","4","46","16.8","11.50","7.67","46.0","66.7","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1040","Jakeem Grant","CHI","WR","1","2021","1","14","GB","3","9.1","1","46","20.5","46.00","15.33","46.0","33.3","1","50.0","0","0","0","12.1","12.1","12.1","11.1"
"1041","Adam Thielen","MIN","WR","1","2021","1","4","CLV","7","18.4","3","46","22.7","15.33","6.57","46.0","42.9","0","0.0","0","0","0","7.6","7.6","7.6","4.6"
"1042","Kalif Raymond","DET","WR","1","2021","1","4","CHI","6","15.8","3","46","15.4","15.33","7.67","46.0","50.0","2","100.0","1","2","0","19.6","19.6","19.6","16.6"
"1043","Demarcus Robinson","KC","WR","1","2021","1","2","BLT","4","12.9","3","46","13.4","15.33","11.50","46.0","75.0","1","33.3","0","0","0","13.6","13.6","13.6","10.6"
"1044","Jauan Jennings","SF","WR","1","2021","1","14","CIN","5","12.2","3","46","15.5","15.33","9.20","46.0","60.0","0","0.0","0","0","1","7.6","7.6","7.6","4.6"
"1045","James Robinson","JAX","RB","1","2021","1","3","ARZ","6","17.6","6","46","21.0","7.67","7.67","46.0","100.0","0","0.0","0","0","1","25.4","25.4","25.4","19.4"
"1046","Noah Fant","DEN","TE","1","2021","1","4","BLT","10","27.0","6","46","25.8","7.67","4.60","46.0","60.0","1","100.0","1","1","0","16.6","16.6","16.6","10.6"
"1047","Marvin Jones","JAX","WR","1","2021","1","17","NE","6","22.2","2","46","23.8","23.00","7.67","46.0","33.3","0","0.0","0","1","0","6.6","6.6","6.6","4.6"
"1048","Demarcus Robinson","KC","WR","1","2021","1","6","WAS","6","12.8","3","46","11.6","15.33","7.67","46.0","50.0","1","50.0","0","0","0","13.6","13.6","13.6","10.6"
"1049","Najee Harris","PIT","RB","1","2021","1","6","SEA","7","17.5","6","46","20.1","7.67","6.57","46.0","85.7","1","100.0","1","1","0","24.7","24.7","24.7","18.7"
"1050","Zach Ertz","ARZ","TE","1","2021","1","10","CAR","6","20.7","4","46","32.2","11.50","7.67","46.0","66.7","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1051","Henry Ruggs","LV","WR","1","2021","1","1","BLT","5","8.9","2","46","10.6","23.00","9.20","46.0","40.0","0","0.0","0","1","0","6.6","6.6","6.6","4.6"
"1052","Quez Watkins","PHI","WR","1","2021","1","3","DAL","2","5.1","2","46","14.1","23.00","23.00","46.0","100.0","0","0.0","0","0","0","6.6","6.6","6.6","4.6"
"1053","Tyler Higbee","LA","TE","1","2021","1","7","DET","8","19.5","5","46","13.8","9.20","5.75","46.0","62.5","0","0.0","0","3","0","9.6","9.6","9.6","4.6"
"1054","Hunter Renfrow","LV","WR","1","2021","1","10","KC","8","22.9","7","46","17.6","6.57","5.75","46.0","87.5","1","50.0","1","2","0","17.6","17.6","17.6","10.6"
"1055","Austin Ekeler","LAC","RB","1","2021","1","13","CIN","5","14.3","5","45","14.2","9.00","9.00","45.0","100.0","0","0.0","0","0","2","19.4","19.4","19.4","14.4"
"1056","Brandin Cooks","HST","WR","1","2021","1","12","NYJ","5","19.2","3","45","28.5","15.00","9.00","45.0","60.0","1","50.0","0","0","0","13.5","13.5","13.5","10.5"
"1057","CeeDee Lamb","DAL","WR","1","2021","1","18","PHI","2","7.1","2","45","14.8","22.50","22.50","45.0","100.0","0","0.0","0","0","0","6.5","6.5","6.5","4.5"
"1058","Devonta Freeman","BLT","RB","1","2021","1","13","PIT","7","18.9","5","45","17.8","9.00","6.43","45.0","71.4","0","0.0","0","2","0","20.7","20.7","20.7","15.7"
"1059","Tyler Conklin","MIN","TE","1","2021","1","9","BLT","7","25.0","5","45","24.1","9.00","6.43","45.0","71.4","0","0.0","0","1","0","9.5","9.5","9.5","4.5"
"1060","Dalton Schultz","DAL","TE","1","2021","1","1","TB","6","10.3","6","45","11.2","7.50","7.50","45.0","100.0","0","0.0","0","0","0","10.5","10.5","10.5","4.5"
"1061","Josh Palmer","LAC","WR","1","2021","1","18","LV","9","14.1","4","45","11.7","11.25","5.00","45.0","44.4","1","33.3","0","0","0","14.5","14.5","14.5","10.5"
"1062","Leonard Fournette","TB","RB","1","2021","1","10","WAS","9","26.5","8","45","20.5","5.63","5.00","45.0","88.9","0","0.0","0","1","0","17.2","17.2","17.2","9.2"
"1063","Logan Thomas","WAS","TE","1","2021","1","2","NYG","7","15.2","5","45","13.4","9.00","6.43","45.0","71.4","0","0.0","0","0","0","9.5","9.5","9.5","4.5"
"1064","Brandon Zylstra","CAR","WR","1","2021","1","14","ATL","5","14.3","4","45","17.8","11.25","9.00","45.0","80.0","0","0.0","0","0","0","8.5","8.5","8.5","4.5"
"1065","T.Y. Hilton","IND","WR","1","2021","1","17","LV","3","11.1","1","45","30.4","45.00","15.00","45.0","33.3","1","100.0","0","0","0","11.5","11.5","11.5","10.5"
"1066","Brandon Aiyuk","SF","WR","1","2021","1","8","CHI","7","25.0","4","45","14.0","11.25","6.43","45.0","57.1","0","0.0","1","1","0","10.5","10.5","10.5","6.5"
"1067","Devin Duvernay","BLT","WR","1","2021","1","5","IND","4","9.3","4","45","10.2","11.25","11.25","45.0","100.0","0","0.0","0","1","0","8.5","8.5","8.5","4.5"
"1068","Allen Lazard","GB","WR","1","2021","1","16","CLV","5","14.7","2","45","22.3","22.50","9.00","45.0","40.0","1","33.3","1","2","0","13.8","13.8","13.8","11.8"
"1069","Hunter Renfrow","LV","WR","1","2021","1","4","LAC","8","23.5","6","45","23.0","7.50","5.63","45.0","75.0","1","50.0","1","1","0","16.5","16.5","16.5","10.5"
"1070","Darren Waller","LV","TE","1","2021","1","5","CHI","8","22.9","4","45","21.8","11.25","5.63","45.0","50.0","0","0.0","1","1","0","8.5","8.5","8.5","4.5"
"1071","James White","NE","RB","1","2021","1","2","NYJ","6","20.0","6","45","24.2","7.50","7.50","45.0","100.0","0","0.0","0","1","0","18.5","18.5","18.5","12.5"
"1072","Chase Claypool","PIT","WR","1","2021","1","8","CLV","4","11.4","4","45","16.9","11.25","11.25","45.0","100.0","0","0.0","0","1","0","10.1","10.1","10.1","6.1"
"1073","John Bates","WAS","TE","1","2021","1","16","DAL","2","6.3","2","45","23.9","22.50","22.50","45.0","100.0","1","50.0","0","1","1","12.5","12.5","12.5","10.5"
"1074","Marquise Goodwin","CHI","WR","1","2021","1","1","LA","4","10.0","4","45","20.8","11.25","11.25","45.0","100.0","0","0.0","0","1","0","8.3","8.3","8.3","4.3"
"1075","Chase Claypool","PIT","WR","1","2021","1","1","BUF","5","15.6","3","45","23.9","15.00","9.00","45.0","60.0","0","0.0","0","0","0","10.0","10.0","10.0","7.0"
"1076","Darnell Mooney","CHI","WR","1","2021","1","6","GB","8","29.6","5","45","25.9","9.00","5.63","45.0","62.5","1","100.0","1","1","0","15.5","15.5","15.5","10.5"
"1077","Geoff Swaim","TEN","TE","1","2021","1","14","JAX","4","12.9","3","45","23.6","15.00","11.25","45.0","75.0","0","0.0","0","1","0","7.5","7.5","7.5","4.5"
"1078","Corey Davis","NYJ","WR","1","2021","1","5","ATL","7","21.9","4","45","23.4","11.25","6.43","45.0","57.1","0","0.0","0","2","0","8.5","8.5","8.5","4.5"
"1079","Keenan Allen","LAC","WR","1","2021","1","17","DEN","9","29.0","4","44","18.6","11.00","4.89","44.0","44.4","1","50.0","2","3","0","14.4","14.4","14.4","10.4"
"1080","Nick Vannett","NO","TE","1","2021","1","14","NYJ","6","28.6","3","44","25.1","14.67","7.33","44.0","50.0","0","0.0","0","2","0","7.4","7.4","7.4","4.4"
"1081","Antoine Wesley","ARZ","WR","1","2021","1","11","SEA","4","9.1","4","44","13.4","11.00","11.00","44.0","100.0","0","0.0","0","0","0","8.4","8.4","8.4","4.4"
"1082","Jakobi Meyers","NE","WR","1","2021","1","7","NYJ","7","17.1","5","44","10.7","8.80","6.29","44.0","71.4","0","0.0","0","0","0","9.4","9.4","9.4","4.4"
"1083","Jakobi Meyers","NE","WR","1","2021","1","1","MIA","9","23.1","6","44","15.7","7.33","4.89","44.0","66.7","0","0.0","0","1","0","10.4","10.4","10.4","4.4"
"1084","DeSean Jackson","LV","WR","1","2021","1","16","DEN","5","20.0","4","44","21.9","11.00","8.80","44.0","80.0","0","0.0","0","0","0","8.4","8.4","8.4","4.4"
"1085","Elijah Moore","NYJ","WR","1","2021","1","10","BUF","5","10.6","3","44","14.8","14.67","8.80","44.0","60.0","1","100.0","0","2","0","13.4","13.4","13.4","10.4"
"1086","Sammy Watkins","BLT","WR","1","2021","1","2","KC","7","26.9","4","44","18.4","11.00","6.29","44.0","57.1","0","0.0","0","0","0","8.4","8.4","8.4","4.4"
"1087","Davante Adams","GB","WR","1","2021","1","15","BLT","7","22.6","6","44","16.4","7.33","6.29","44.0","85.7","1","33.3","2","2","0","16.4","16.4","16.4","10.4"
"1088","A.J. Dillon","GB","RB","1","2021","1","11","MIN","6","18.2","6","44","11.4","7.33","7.33","44.0","100.0","0","0.0","0","0","0","15.7","15.7","15.7","9.7"
"1089","Kendrick Bourne","NE","WR","1","2021","1","15","IND","3","6.7","3","44","14.7","14.67","14.67","44.0","100.0","0","0.0","0","0","0","9.3","9.3","9.3","6.3"
"1090","A.J. Green","ARZ","WR","1","2021","1","2","MIN","5","13.9","3","44","11.0","14.67","8.80","44.0","60.0","1","33.3","3","3","0","13.4","13.4","13.4","10.4"
"1091","Nico Collins","HST","WR","1","2021","1","6","IND","6","14.0","4","44","18.1","11.00","7.33","44.0","66.7","0","0.0","0","0","0","8.4","8.4","8.4","4.4"
"1092","Michael Gallup","DAL","WR","1","2021","1","11","KC","10","23.3","5","44","20.4","8.80","4.40","44.0","50.0","0","0.0","0","2","0","9.4","9.4","9.4","4.4"
"1093","Adam Humphries","WAS","WR","1","2021","1","2","NYG","8","17.4","7","44","13.1","6.29","5.50","44.0","87.5","0","0.0","0","0","0","11.4","11.4","11.4","4.4"
"1094","Jakobi Meyers","NE","WR","1","2021","1","15","IND","12","26.7","6","44","14.7","7.33","3.67","44.0","50.0","0","0.0","2","2","0","11.3","11.3","11.3","5.3"
"1095","Tyler Conklin","MIN","TE","1","2021","1","16","LA","5","13.2","4","44","14.0","11.00","8.80","44.0","80.0","0","0.0","0","1","0","8.4","8.4","8.4","4.4"
"1096","Jared Cook","LAC","TE","1","2021","1","16","HST","5","14.3","3","44","13.1","14.67","8.80","44.0","60.0","0","0.0","0","0","0","9.4","9.4","9.4","6.4"
"1097","Zach Pascal","IND","WR","1","2021","1","4","MIA","5","15.6","4","44","19.3","11.00","8.80","44.0","80.0","0","0.0","1","2","0","8.4","8.4","8.4","4.4"
"1098","Marquise Brown","BLT","WR","1","2021","1","16","CIN","9","22.5","5","44","14.5","8.80","4.89","44.0","55.6","0","0.0","1","1","0","9.4","9.4","9.4","4.4"
