"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"682","Blake Corum","LA","RB","1","2025","1","7","JAX","12","37","37.0","3.08","0","0","0","0","0","91.7","58.3","25.0","","","","","1","33.3","3","60.0","3","60.0","1","3.0","1","6","3.3","6.00","6.00","6.0","100.0","0","0.0","0","0","0","9.9","9.9","5.3","5.3"
"683","Brian Robinson","SF","RB","1","2025","1","7","ATL","9","36","36.0","4.00","0","0","0","0","0","77.8","55.6","33.3","11.1","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.4","4.4","3.6","3.6"
"684","Ty Johnson","BUF","RB","1","2025","1","18","NYJ","13","36","36.0","2.77","1","0","0","0","0","69.2","46.2","30.8","","","","","3","75.0","5","83.3","7","63.6","2","6.9","2","20","7.7","10.00","10.00","20.0","100.0","1","25.0","1","1","0","16.2","16.2","19.6","19.6"
"685","Lamar Jackson","BLT","QB","1","2025","1","10","MIN","9","36","36.0","4.00","0","0","3","15","0","88.9","66.7","44.4","","","","","0","0.0","1","25.0","3","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.0","7.0","16.6","16.6"
"686","Jordan Mason","MIN","RB","1","2025","1","9","DET","10","36","36.0","3.60","0","0","0","0","0","80.0","50.0","40.0","10.0","","","","1","100.0","1","50.0","4","80.0","1","4.0","1","1","0.7","1.00","1.00","1.0","100.0","0","0.0","0","1","0","10.6","10.6","4.7","4.7"
"687","Bo Nix","DEN","QB","1","2025","1","9","HST","3","36","36.0","12.00","0","0","1","25","0","100.0","66.7","66.7","33.3","33.3","33.3","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","19.5","19.5"
"688","Quinshon Judkins","CLV","RB","1","2025","1","6","PIT","12","36","36.0","3.00","0","0","0","0","0","91.7","58.3","33.3","","","","","0","0.0","1","100.0","1","100.0","1","1.9","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.2","8.2","3.6","3.6"
"689","LeQuint Allen","JAX","RB","1","2025","1","11","LAC","8","36","36.0","4.50","0","0","0","0","0","100.0","62.5","25.0","12.5","","","","0","0.0","0","0.0","2","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.6","5.6","3.6","3.6"
"690","Jawhar Jordan","HST","RB","1","2025","1","17","LAC","8","36","36.0","4.50","0","0","0","0","0","75.0","62.5","37.5","12.5","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.9","3.9","3.6","3.6"
"691","Kyle Monangai","CHI","RB","1","2025","2","2","LA","13","36","36.0","2.77","0","0","0","0","0","69.2","30.8","15.4","7.7","7.7","","","1","25.0","3","50.0","3","50.0","4","9.5","4","36","14.0","9.00","9.00","36.0","100.0","0","0.0","0","0","0","14.9","14.9","11.2","11.2"
"692","Isiah Pacheco","KC","RB","1","2025","1","5","JAX","7","36","36.0","5.14","0","0","0","0","0","85.7","57.1","28.6","28.6","14.3","","","0","0.0","0","0.0","0","0.0","3","7.3","3","20","6.3","6.67","6.67","20.0","100.0","0","0.0","0","0","0","7.9","7.9","8.6","8.6"
"693","Tyrone Tracy","NYG","RB","1","2025","1","13","NE","10","36","36.0","3.60","0","0","0","0","0","90.0","60.0","30.0","","","","","0","0.0","0","0.0","0","0.0","1","4.2","1","-3","-2.2","-3.00","-3.00","-3.0","100.0","0","0.0","0","0","0","6.4","6.4","4.3","4.3"
"694","Zach Charbonnet","SEA","RB","1","2025","1","5","TB","9","36","36.0","4.00","1","0","0","0","0","88.9","66.7","44.4","","","","","1","50.0","1","33.3","3","60.0","2","5.9","1","12","3.5","12.00","6.00","12.0","50.0","0","0.0","0","0","0","10.0","10.0","11.8","11.8"
"695","Josh Jacobs","GB","RB","1","2025","1","16","CHI","12","36","36.0","3.00","0","1","0","0","0","91.7","50.0","25.0","","","","","2","50.0","2","40.0","5","45.5","2","8.3","2","12","6.1","6.00","6.00","12.0","100.0","0","0.0","1","1","0","14.0","14.0","5.8","5.8"
"696","Jayden Daniels","WAS","QB","1","2025","1","7","DAL","8","35","35.0","4.38","1","0","4","32","0","75.0","62.5","50.0","12.5","","","","1","50.0","1","33.3","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.8","4.8","18.7","18.7"
"697","Rachaad White","TB","RB","1","2025","1","8","NO","13","35","35.0","2.69","0","0","0","0","0","69.2","46.2","30.8","","","","","3","50.0","3","50.0","3","42.9","2","8.3","2","26","17.1","13.00","13.00","26.0","100.0","0","0.0","0","0","0","11.9","11.9","8.1","8.1"
"698","Jaylen Wright","MIA","RB","1","2025","1","16","CIN","9","35","35.0","3.89","1","0","0","0","0","88.9","77.8","22.2","11.1","","","","1","100.0","1","50.0","2","50.0","2","6.7","1","18","6.9","18.00","9.00","18.0","50.0","0","0.0","0","0","0","9.1","9.1","12.3","12.3"
"699","Isiah Pacheco","KC","RB","1","2025","1","4","BLT","7","35","35.0","5.00","0","0","0","0","0","100.0","85.7","42.9","14.3","","","","0","0.0","0","0.0","1","14.3","3","8.1","2","13","4.8","6.50","4.33","13.0","66.7","1","25.0","1","3","0","11.2","11.2","12.8","12.8"
"700","Zach Charbonnet","SEA","RB","1","2025","1","12","TEN","6","35","35.0","5.83","1","0","0","0","0","83.3","66.7","66.7","16.7","","","","1","50.0","1","50.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.7","4.7","9.5","9.5"
"701","Ashton Jeanty","LV","RB","1","2025","1","15","PHI","9","35","35.0","3.89","0","0","0","0","0","100.0","66.7","22.2","11.1","","","","0","0.0","0","0.0","0","0.0","6","24.0","4","7","10.9","1.75","1.17","7.0","66.7","0","0.0","0","0","0","13.3","13.3","8.2","8.2"
"702","RJ Harvey","DEN","RB","1","2025","1","13","WAS","13","35","35.0","2.69","2","0","0","0","0","76.9","46.2","30.8","7.7","","","","3","100.0","3","100.0","5","83.3","4","8.9","3","27","8.4","9.00","6.75","27.0","75.0","0","0.0","0","1","0","17.4","17.4","21.2","21.2"
"703","Trey Benson","ARZ","RB","1","2025","1","4","SEA","8","35","35.0","4.38","0","0","0","0","0","87.5","62.5","37.5","12.5","","","","0","0.0","0","0.0","0","0.0","5","12.2","5","19","9.5","3.80","3.80","19.0","100.0","0","0.0","0","0","0","11.3","11.3","10.4","10.4"
"704","Christian McCaffrey","SF","RB","1","2025","2","2","SEA","11","35","35.0","3.18","0","0","0","0","0","81.8","54.5","27.3","","","","","0","0.0","0","0.0","0","0.0","6","19.4","5","39","27.1","7.80","6.50","39.0","83.3","0","0.0","0","0","0","14.3","14.3","12.4","12.4"
"705","Jaylen Warren","PIT","RB","1","2025","1","13","BUF","10","35","35.0","3.50","1","0","0","0","0","80.0","50.0","20.0","20.0","","","","1","100.0","1","50.0","1","50.0","3","12.5","2","9","7.7","4.50","3.00","9.0","66.7","0","0.0","1","2","0","11.8","11.8","12.4","12.4"
"706","Lamar Jackson","BLT","QB","1","2025","1","3","DET","7","35","35.0","5.00","0","0","3","19","0","85.7","71.4","28.6","28.6","","","","0","0.0","0","0.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","27.0","27.0"
"707","Mark Andrews","BLT","TE","1","2025","1","11","CLV","1","35","35.0","35.00","1","0","0","0","0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","0","0.0","0","0.0","0","0.0","5","20.0","3","32","16.6","10.67","6.40","32.0","60.0","0","0.0","2","2","0","9.5","9.5","15.7","15.7"
"708","Terrell Jennings","NE","RB","1","2025","1","9","ATL","11","35","35.0","3.18","1","0","0","0","0","81.8","54.5","18.2","9.1","","","","1","100.0","1","50.0","3","50.0","1","3.4","1","9","3.5","9.00","9.00","9.0","100.0","0","0.0","0","0","0","9.5","9.5","11.4","11.4"
"709","Trevor Lawrence","JAX","QB","1","2025","1","10","HST","5","35","35.0","7.00","0","0","4","33","0","100.0","80.0","40.0","20.0","20.0","20.0","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","11.8","11.8"
"710","Tony Pollard","TEN","RB","1","2025","1","6","LV","10","34","34.0","3.40","0","0","0","0","0","80.0","40.0","20.0","10.0","10.0","","","0","0.0","0","0.0","1","100.0","2","5.3","2","13","5.9","6.50","6.50","13.0","100.0","0","0.0","0","0","0","8.7","8.7","6.7","6.7"
"711","Kareem Hunt","KC","RB","1","2025","1","3","NYG","10","34","34.0","3.40","1","0","0","0","0","90.0","80.0","30.0","","","","","1","100.0","1","100.0","1","50.0","1","2.7","1","10","4.5","10.00","10.00","10.0","100.0","0","0.0","0","0","0","7.2","7.2","11.4","11.4"
"712","Javonte Williams","DAL","RB","1","2025","1","16","LAC","9","34","34.0","3.78","0","0","0","0","0","88.9","77.8","44.4","","","","","0","0.0","0","0.0","1","50.0","3","9.4","2","9","3.5","4.50","3.00","9.0","66.7","0","0.0","0","0","0","9.7","9.7","6.3","6.3"
"713","Michael Carter","ARZ","RB","1","2025","1","6","IND","9","34","34.0","3.78","0","0","0","0","0","55.6","44.4","44.4","11.1","","","","0","0.0","0","0.0","1","16.7","4","9.1","2","30","9.4","15.00","7.50","30.0","50.0","0","0.0","0","0","0","11.2","11.2","8.4","8.4"
"714","Chuba Hubbard","CAR","RB","1","2025","1","8","BUF","12","34","34.0","2.83","1","0","0","0","0","91.7","75.0","8.3","","","","","1","100.0","1","100.0","2","66.7","1","4.2","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.1","9.1","9.4","9.4"
"715","James Conner","ARZ","RB","1","2025","1","2","CAR","11","34","34.0","3.09","1","0","0","0","0","90.9","54.5","18.2","","","","","2","66.7","2","66.7","3","75.0","1","4.0","1","18","8.2","18.00","18.00","18.0","100.0","0","0.0","0","0","0","9.5","9.5","12.2","12.2"
"716","Tyjae Spears","TEN","RB","1","2025","1","15","SF","3","34","34.0","11.33","0","0","0","0","0","100.0","100.0","100.0","33.3","33.3","33.3","","0","0.0","0","0.0","1","20.0","2","6.9","2","2","1.2","1.00","1.00","2.0","100.0","0","0.0","1","1","0","6.1","6.1","5.6","5.6"
"717","Kareem Hunt","KC","RB","1","2025","1","4","BLT","13","34","34.0","2.62","0","0","0","0","0","92.3","38.5","15.4","","","","","0","0.0","1","50.0","3","42.9","1","2.7","1","13","4.8","13.00","13.00","13.0","100.0","0","0.0","0","0","0","10.4","10.4","5.7","5.7"
"718","Kenneth Walker","SEA","RB","1","2025","1","6","JAX","10","34","34.0","3.40","0","0","0","0","0","70.0","60.0","40.0","10.0","","","","0","0.0","0","0.0","2","16.7","1","3.7","1","3","1.0","3.00","3.00","3.0","100.0","0","0.0","0","0","0","8.1","8.1","4.7","4.7"
"719","Nick Chubb","HST","RB","1","2025","1","9","DEN","11","34","34.0","3.09","0","0","0","0","0","81.8","54.5","18.2","","","","","1","25.0","1","20.0","4","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.8","8.8","3.4","3.4"
"720","Rhamondre Stevenson","NE","RB","1","2025","1","8","CLV","14","34","34.0","2.43","0","0","0","0","0","71.4","50.0","21.4","","","","","1","100.0","1","50.0","2","25.0","2","8.3","1","15","5.3","15.00","7.50","15.0","50.0","0","0.0","0","1","0","12.4","12.4","5.9","5.9"
"721","Tyler Allgeier","ATL","RB","1","2025","1","14","SEA","11","34","34.0","3.09","0","0","0","0","0","81.8","36.4","36.4","","","","","2","100.0","2","100.0","4","50.0","2","6.7","2","33","20.4","16.50","16.50","33.0","100.0","0","0.0","0","0","0","11.8","11.8","8.7","8.7"
"722","Dak Prescott","DAL","QB","1","2025","1","9","ARZ","4","34","34.0","8.50","0","0","4","34","0","100.0","100.0","100.0","25.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","16.4","16.4"
"723","Tyler Shough","NO","QB","1","2025","1","18","ATL","3","34","34.0","11.33","1","0","3","34","1","100.0","66.7","33.3","33.3","33.3","33.3","","1","25.0","1","20.0","1","16.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","22.8","22.8"
"724","Tank Bigsby","PHI","RB","1","2025","1","11","DET","4","34","34.0","8.50","0","0","0","0","0","100.0","100.0","100.0","25.0","25.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","3.4","3.4"
"725","Isiah Pacheco","KC","RB","1","2025","1","16","TEN","8","34","34.0","4.25","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","1","100.0","1","100.0","7","29.2","6","41","32.5","6.83","5.86","41.0","85.7","0","0.0","1","1","0","16.0","16.0","13.5","13.5"
"726","Nick Chubb","HST","RB","1","2025","1","13","IND","9","34","34.0","3.78","1","0","0","0","0","88.9","55.6","22.2","11.1","","","","1","100.0","1","25.0","3","30.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.0","7.0","9.4","9.4"
"727","Bam Knight","ARZ","RB","1","2025","1","6","IND","11","34","34.0","3.09","1","0","0","0","0","90.9","63.6","18.2","","","","","2","100.0","3","60.0","3","50.0","2","4.5","1","20","6.3","20.00","10.00","20.0","50.0","0","0.0","0","0","0","10.9","10.9","12.4","12.4"
"728","Aaron Jones","MIN","RB","1","2025","1","15","DAL","12","34","34.0","2.83","0","0","0","0","0","58.3","33.3","25.0","16.7","8.3","","","0","0.0","0","0.0","1","20.0","3","12.5","3","31","12.4","10.33","10.33","31.0","100.0","0","0.0","0","0","0","11.2","11.2","9.5","9.5"
"729","Marcus Mariota","WAS","QB","1","2025","1","7","DAL","2","34","34.0","17.00","0","0","0","0","0","100.0","100.0","100.0","50.0","50.0","50.0","","0","0.0","0","0.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","4.9","4.9"
"730","KaVontae Turpin","DAL","WR","1","2025","1","13","KC","3","33","33.0","11.00","0","0","0","0","0","100.0","66.7","66.7","33.3","33.3","33.3","","0","0.0","0","0.0","0","0.0","2","5.1","2","28","8.8","14.00","14.00","28.0","100.0","0","0.0","0","0","0","4.4","4.4","8.1","8.1"
"731","Bo Nix","DEN","QB","1","2025","1","3","LAC","8","33","33.0","4.13","0","0","5","37","0","75.0","62.5","50.0","12.5","","","","1","100.0","1","100.0","2","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.6","5.6","13.4","13.4"
"732","Cam Ward","TEN","QB","1","2025","1","11","HST","3","33","33.0","11.00","0","0","3","33","0","100.0","100.0","66.7","66.7","33.3","33.3","","0","0.0","1","100.0","1","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","14.1","14.1"
"733","Trevor Etienne","CAR","RB","1","2025","1","4","NE","7","33","33.0","4.71","0","0","0","0","0","71.4","42.9","28.6","14.3","14.3","14.3","","1","100.0","2","100.0","2","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.2","5.2","3.3","3.3"
"734","D'Andre Swift","CHI","RB","1","2025","1","3","DAL","13","33","33.0","2.54","0","0","0","0","0","69.2","53.8","23.1","7.7","","","","0","0.0","1","50.0","3","60.0","3","10.7","3","45","15.1","15.00","15.00","45.0","100.0","0","0.0","0","0","0","13.4","13.4","10.8","10.8"
"735","Brian Robinson","SF","RB","1","2025","1","1","SEA","9","33","33.0","3.67","0","0","0","0","0","77.8","55.6","44.4","","","","","0","0.0","0","0.0","0","0.0","2","5.7","1","4","1.4","4.00","2.00","4.0","50.0","0","0.0","0","0","0","7.4","7.4","4.7","4.7"
"736","Bijan Robinson","ATL","RB","1","2025","1","18","NO","15","33","33.0","2.20","0","0","0","0","0","73.3","53.3","13.3","6.7","","","","0","0.0","0","0.0","1","100.0","3","9.4","3","10","5.6","3.33","3.33","10.0","100.0","0","0.0","0","0","0","12.7","12.7","7.3","7.3"
"737","Baker Mayfield","TB","QB","1","2025","1","2","HST","3","33","33.0","11.00","0","0","3","33","0","100.0","66.7","66.7","66.7","66.7","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","19.9","19.9"
"738","Jaylen Warren","PIT","RB","1","2025","1","15","MIA","12","33","33.0","2.75","0","0","0","0","0","83.3","50.0","25.0","","","","","2","66.7","2","66.7","3","50.0","3","11.1","3","15","6.7","5.00","5.00","15.0","100.0","0","0.0","0","0","0","12.9","12.9","7.8","7.8"
"739","Josh Jacobs","GB","RB","1","2025","1","8","PIT","13","33","33.0","2.54","1","0","0","0","0","84.6","53.8","15.4","","","","","1","100.0","2","66.7","4","57.1","3","8.1","3","12","3.3","4.00","4.00","12.0","100.0","0","0.0","0","0","0","14.3","14.3","13.5","13.5"
"740","Jalen Hurts","PHI","QB","1","2025","1","12","DAL","7","33","33.0","4.71","2","0","3","19","0","100.0","71.4","42.9","","","","","1","100.0","2","100.0","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.2","5.2","30.9","30.9"
"741","Kyle Monangai","CHI","RB","1","2025","1","15","CLV","11","33","33.0","3.00","0","0","0","0","0","72.7","54.5","45.5","","","","","1","100.0","3","60.0","3","50.0","2","7.1","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.9","10.9","3.3","3.3"
"742","Nick Chubb","HST","RB","1","2025","1","16","LV","6","33","33.0","5.50","0","0","0","0","0","83.3","33.3","16.7","16.7","16.7","16.7","16.7","0","0.0","0","0.0","0","0.0","1","2.9","1","9","4.8","9.00","9.00","9.0","100.0","0","0.0","0","0","0","4.4","4.4","5.2","5.2"
"743","Jacory Croskey-Merritt","WAS","RB","1","2025","1","7","DAL","13","33","33.0","2.54","0","0","0","0","0","69.2","46.2","23.1","","","","","0","0.0","1","33.3","1","20.0","1","3.1","1","-1","-0.5","-1.00","-1.00","-1.0","100.0","0","0.0","0","0","0","8.7","8.7","4.2","4.2"
"744","Derrick Henry","BLT","RB","1","2025","1","5","HST","15","33","33.0","2.20","1","0","0","0","0","73.3","33.3","20.0","","","","","2","100.0","3","100.0","3","75.0","1","5.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.4","11.4","9.3","9.3"
"745","Josh Allen","BUF","QB","1","2025","2","1","JAX","11","33","33.0","3.00","2","0","3","15","0","81.8","36.4","27.3","9.1","","","","2","66.7","2","50.0","4","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.8","8.8","30.2","30.2"
"746","Kimani Vidal","LAC","RB","1","2025","1","15","KC","12","33","33.0","2.75","0","0","0","0","0","66.7","41.7","33.3","","","","","0","0.0","0","0.0","0","0.0","1","3.4","1","15","7.1","15.00","15.00","15.0","100.0","0","0.0","0","0","0","7.4","7.4","5.8","5.8"
"747","Dylan Sampson","CLV","RB","1","2025","1","18","CIN","10","32","32.0","3.20","0","0","0","0","0","80.0","50.0","30.0","10.0","","","","0","0.0","0","0.0","0","0.0","3","13.6","2","12","10.8","6.00","4.00","12.0","66.7","0","0.0","0","0","0","9.3","9.3","6.4","6.4"
"748","David Montgomery","DET","RB","1","2025","1","15","LA","7","32","32.0","4.57","1","0","0","0","0","100.0","57.1","42.9","14.3","","","","1","100.0","2","66.7","3","50.0","1","2.4","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.5","7.5","9.2","9.2"
"749","Rico Dowdle","CAR","RB","1","2025","1","4","NE","9","32","32.0","3.56","0","0","0","0","0","66.7","44.4","44.4","11.1","","","","0","0.0","0","0.0","0","0.0","1","2.8","1","-2","-1.0","-2.00","-2.00","-2.0","100.0","0","0.0","0","0","0","5.9","5.9","4.0","4.0"
"750","Kyler Murray","ARZ","QB","1","2025","1","2","CAR","7","32","32.0","4.57","0","0","3","34","0","57.1","28.6","28.6","14.3","14.3","14.3","14.3","1","33.3","1","33.3","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","15.0","15.0"
"751","Jacory Croskey-Merritt","WAS","RB","1","2025","1","14","MIN","7","32","32.0","4.57","0","0","0","0","0","85.7","57.1","57.1","14.3","","","","0","0.0","0","0.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","3.2","3.2"
"752","Travis Etienne","JAX","RB","1","2025","1","18","TEN","14","32","32.0","2.29","0","0","0","0","0","64.3","42.9","21.4","7.1","","","","1","50.0","2","66.7","3","60.0","1","3.1","1","6","2.2","6.00","6.00","6.0","100.0","0","0.0","0","0","0","10.9","10.9","4.8","4.8"
"753","Zach Charbonnet","SEA","RB","1","2025","1","16","LA","9","32","32.0","3.56","1","0","0","0","0","88.9","44.4","33.3","","","","","1","100.0","2","100.0","2","100.0","4","11.8","4","22","8.1","5.50","5.50","22.0","100.0","0","0.0","0","1","0","12.9","12.9","17.4","17.4"
"754","Velus Jones","SEA","RB","1","2025","1","14","ATL","4","32","32.0","8.00","0","0","0","0","0","100.0","50.0","25.0","25.0","25.0","25.0","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","3.2","3.2"
"755","Tyler Allgeier","ATL","RB","1","2025","1","6","BUF","10","32","32.0","3.20","1","0","0","0","0","50.0","40.0","30.0","10.0","10.0","10.0","","0","0.0","1","50.0","3","75.0","1","3.1","1","6","2.4","6.00","6.00","6.0","100.0","0","0.0","0","0","0","9.0","9.0","10.8","10.8"
"756","Malachi Corley","CLV","WR","1","2025","1","10","NYJ","2","32","32.0","16.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","1","3.1","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","3.2","3.2"
"757","Justin Herbert","LAC","QB","1","2025","1","1","KC","7","32","32.0","4.57","0","0","4","36","0","57.1","57.1","42.9","14.3","14.3","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","27.9","27.9"
"758","C.J. Stroud","HST","QB","1","2025","1","1","LA","5","32","32.0","6.40","0","0","4","30","0","100.0","80.0","80.0","20.0","","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.3","3.3","9.7","9.7"
"759","Jaxson Dart","NYG","QB","1","2025","1","18","DAL","5","32","32.0","6.40","0","0","3","20","0","100.0","80.0","60.0","20.0","","","","0","0.0","1","25.0","2","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.2","4.2","20.4","20.4"
"760","Travis Etienne","JAX","RB","1","2025","1","15","NYJ","12","32","32.0","2.67","0","0","0","0","0","66.7","50.0","41.7","","","","","1","100.0","3","100.0","6","66.7","3","9.4","3","73","22.1","24.33","24.33","73.0","100.0","3","60.0","1","2","0","17.1","17.1","31.5","31.5"
"761","David Montgomery","DET","RB","1","2025","1","13","GB","8","32","32.0","4.00","1","1","0","0","0","75.0","50.0","25.0","12.5","","","","1","100.0","2","100.0","3","75.0","2","7.4","2","16","6.3","8.00","8.00","16.0","100.0","0","0.0","0","0","0","9.5","9.5","12.8","12.8"
"762","Tyler Shough","NO","QB","1","2025","1","15","CAR","8","32","32.0","4.00","0","0","3","18","0","87.5","62.5","25.0","12.5","","","","0","0.0","1","33.3","2","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.6","5.6","18.1","18.1"
"763","Patrick Mahomes","KC","QB","1","2025","1","6","DET","10","32","32.0","3.20","1","0","5","34","0","60.0","40.0","40.0","20.0","","","","1","100.0","1","50.0","2","28.6","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.6","6.6","31.5","31.5"
"764","Corey Kiner","ARZ","RB","1","2025","1","16","ATL","6","32","32.0","5.33","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","1","100.0","2","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.7","4.7","3.2","3.2"
"765","TreVeyon Henderson","NE","RB","1","2025","1","4","CAR","7","32","32.0","4.57","1","0","0","0","0","100.0","71.4","57.1","14.3","","","","1","25.0","2","33.3","2","28.6","2","11.1","2","14","6.9","7.00","7.00","14.0","100.0","0","0.0","0","0","0","8.1","8.1","12.6","12.6"
"766","Isiah Pacheco","KC","RB","1","2025","1","17","DEN","9","32","32.0","3.56","0","0","0","0","0","88.9","44.4","22.2","11.1","","","","0","0.0","1","100.0","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.1","6.1","3.2","3.2"
"767","Justin Fields","NYJ","QB","1","2025","1","8","CIN","11","31","31.0","2.82","0","0","5","16","0","90.9","45.5","18.2","","","","","0","0.0","0","0.0","3","30.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.0","8.0","20.9","20.9"
"768","Jake Browning","CIN","QB","1","2025","1","5","DET","4","31","31.0","7.75","0","0","3","28","0","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","1","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","22.1","22.1"
"769","Samaje Perine","CIN","RB","1","2025","1","14","BUF","6","31","31.0","5.17","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","1","50.0","2","50.0","1","2.8","1","7","2.5","7.00","7.00","7.0","100.0","0","0.0","0","0","0","6.1","6.1","4.8","4.8"
"770","Chuba Hubbard","CAR","RB","1","2025","1","7","NYJ","14","31","31.0","2.21","0","0","0","0","0","71.4","50.0","14.3","7.1","","","","0","0.0","1","100.0","2","66.7","2","6.3","2","24","12.1","12.00","12.00","24.0","100.0","0","0.0","0","0","0","11.5","11.5","7.5","7.5"
"771","Justin Fields","NYJ","QB","1","2025","1","6","DEN","7","31","31.0","4.43","0","0","3","17","0","85.7","71.4","42.9","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","4.9","4.9"
"772","Dak Prescott","DAL","QB","1","2025","1","8","DEN","6","31","31.0","5.17","0","0","5","31","0","83.3","66.7","66.7","","","","","1","20.0","1","16.7","1","14.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.8","3.8","8.6","8.6"
"773","Josh Allen","BUF","QB","1","2025","1","10","MIA","4","31","31.0","7.75","0","1","2","14","0","100.0","75.0","75.0","25.0","25.0","","","0","0.0","0","0.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","21.3","21.3"
"774","Drake Maye","NE","QB","1","2025","1","2","MIA","10","31","31.0","3.10","1","0","4","29","1","60.0","50.0","30.0","10.0","","","","0","0.0","2","66.7","3","42.9","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.5","7.5","26.3","26.3"
"775","Rashid Shaheed","SEA","WR","1","2025","1","16","LA","1","31","31.0","31.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","0","0.0","0","0.0","0","0.0","1","2.9","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","3.1","3.1"
