"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"1206","Chris Rodriguez","WAS","RB","1","2025","1","10","DET","6","16","16.0","2.67","1","0","0","0","0","83.3","33.3","33.3","","","","","1","100.0","1","33.3","1","16.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.8","3.8","7.6","7.6"
"1207","Tyler Allgeier","ATL","RB","1","2025","1","7","SF","4","16","16.0","4.00","0","0","0","0","0","100.0","75.0","25.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","1.6","1.6"
"1208","Zavier Scott","MIN","RB","1","2025","1","8","LAC","2","16","16.0","8.00","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","2","6.5","2","8","5.1","4.00","4.00","8.0","100.0","0","0.0","0","0","0","3.9","3.9","4.4","4.4"
"1209","Bam Knight","ARZ","RB","1","2025","1","14","LA","7","16","16.0","2.29","0","0","0","0","0","71.4","57.1","14.3","","","","","0","0.0","0","0.0","1","100.0","5","11.4","3","18","6.6","6.00","3.60","18.0","60.0","0","0.0","0","0","0","11.7","11.7","6.4","6.4"
"1210","Chuba Hubbard","CAR","RB","1","2025","1","12","SF","3","16","16.0","5.33","0","0","0","0","0","100.0","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","4","13.8","4","27","16.0","6.75","6.75","27.0","100.0","0","0.0","1","1","0","8.2","8.2","8.3","8.3"
"1211","Baker Mayfield","TB","QB","1","2025","1","17","MIA","3","16","16.0","5.33","0","0","3","16","0","100.0","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","20.4","20.4"
"1212","Kenneth Gainwell","PIT","RB","1","2025","1","3","NE","4","16","16.0","4.00","1","0","0","0","0","75.0","50.0","25.0","25.0","","","","1","33.3","1","25.0","1","16.7","1","4.3","1","10","7.2","10.00","10.00","10.0","100.0","0","0.0","0","0","0","4.3","4.3","9.6","9.6"
"1213","De'Von Achane","MIA","RB","1","2025","1","5","CAR","10","16","16.0","1.60","0","0","0","0","0","60.0","30.0","10.0","","","","","1","100.0","1","100.0","2","100.0","7","19.4","6","30","11.7","5.00","4.29","30.0","85.7","1","33.3","1","1","0","17.8","17.8","16.6","16.6"
"1214","Tyler Badie","DEN","RB","1","2025","1","14","LV","4","16","16.0","4.00","0","0","0","0","0","75.0","75.0","50.0","","","","","0","0.0","0","0.0","1","12.5","1","2.6","1","5","2.4","5.00","5.00","5.0","100.0","0","0.0","0","0","0","4.3","4.3","3.1","3.1"
"1215","Chris Brooks","GB","RB","1","2025","2","1","CHI","1","16","16.0","16.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","1","2.2","1","11","3.4","11.00","11.00","11.0","100.0","0","0.0","0","0","0","2.0","2.0","3.7","3.7"
"1216","Justice Hill","BLT","RB","1","2025","1","6","LA","6","16","16.0","2.67","0","0","0","0","0","66.7","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","6","17.6","5","28","20.0","5.60","4.67","28.0","83.3","0","0.0","0","0","0","11.8","11.8","9.4","9.4"
"1217","Ray Davis","BUF","RB","1","2025","1","8","CAR","9","16","16.0","1.78","0","0","0","0","0","77.8","44.4","11.1","","","","","2","50.0","2","50.0","2","33.3","1","4.3","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.6","7.6","1.6","1.6"
"1218","Hunter Luepke","DAL","FB","1","2025","1","15","MIN","3","16","16.0","5.33","0","0","0","0","0","100.0","100.0","66.7","","","","","0","0.0","0","0.0","0","0.0","2","5.3","2","14","4.8","7.00","7.00","14.0","100.0","0","0.0","0","0","0","4.4","4.4","5.0","5.0"
"1219","Shedeur Sanders","CLV","QB","1","2025","1","11","BLT","3","16","16.0","5.33","0","0","3","16","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","2.5","2.5"
"1220","Jayden Daniels","WAS","QB","1","2025","1","14","MIN","4","16","16.0","4.00","0","0","4","16","0","100.0","75.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","3.7","3.7"
"1221","Max Brosmer","MIN","QB","1","2025","1","17","DET","2","16","16.0","8.00","0","0","2","16","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","3.6","3.6"
"1222","Kyle Monangai","CHI","RB","1","2025","1","3","DAL","6","16","16.0","2.67","0","0","0","0","0","83.3","66.7","33.3","","","","","0","0.0","1","50.0","1","20.0","1","3.6","1","4","1.3","4.00","4.00","4.0","100.0","0","0.0","0","1","0","6.1","6.1","3.0","3.0"
"1223","Samaje Perine","CIN","RB","1","2025","1","6","GB","6","16","16.0","2.67","0","0","0","0","0","83.3","50.0","16.7","","","","","0","0.0","0","0.0","0","0.0","3","6.7","2","16","7.3","8.00","5.33","16.0","66.7","0","0.0","0","0","0","7.4","7.4","5.2","5.2"
"1224","Nick Chubb","HST","RB","1","2025","1","12","BUF","6","16","16.0","2.67","0","0","0","0","0","50.0","50.0","33.3","","","","","1","33.3","1","25.0","1","12.5","1","3.3","1","-1","-0.7","-1.00","-1.00","-1.0","100.0","0","0.0","0","0","0","5.3","5.3","2.5","2.5"
"1225","Emanuel Wilson","GB","RB","1","2025","1","17","BLT","3","16","16.0","5.33","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","1","4.0","1","8","2.7","8.00","8.00","8.0","100.0","0","0.0","0","0","0","3.0","3.0","3.4","3.4"
"1226","Tyler Allgeier","ATL","RB","1","2025","1","18","NO","7","16","16.0","2.29","0","0","0","0","0","85.7","57.1","14.3","","","","","0","0.0","0","0.0","0","0.0","2","6.3","1","3","1.7","3.00","1.50","3.0","50.0","0","0.0","0","0","0","6.4","6.4","2.9","2.9"
"1227","Trevor Lawrence","JAX","QB","1","2025","1","14","IND","4","16","16.0","4.00","0","0","2","12","0","100.0","75.0","50.0","","","","","0","0.0","0","0.0","2","28.6","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.7","3.7","19.4","19.4"
"1228","Bo Nix","DEN","QB","1","2025","1","13","WAS","2","16","16.0","8.00","0","0","2","16","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","17.4","17.4"
"1229","Caleb Williams","CHI","QB","1","2025","1","14","GB","4","15","15.0","3.75","0","0","3","13","0","100.0","50.0","50.0","","","","","0","0.0","0","0.0","1","14.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","15.9","15.9"
"1230","Evan Hull","NO","RB","1","2025","1","13","MIA","5","15","15.0","3.00","0","0","0","0","0","100.0","40.0","40.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","1.5","1.5"
"1231","Matthew Golden","GB","WR","1","2025","1","2","WAS","2","15","15.0","7.50","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","1","12.5","2","6.5","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.8","4.8","1.5","1.5"
"1232","Ashton Dulin","IND","WR","1","2025","1","1","MIA","1","15","15.0","15.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","1","6.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","1.5","1.5"
"1233","Miles Sanders","DAL","RB","1","2025","1","2","NYG","5","15","15.0","3.00","1","0","0","0","0","80.0","60.0","20.0","","","","","1","100.0","2","66.7","2","50.0","2","3.8","2","4","1.1","2.00","2.00","4.0","100.0","0","0.0","0","0","0","7.1","7.1","9.9","9.9"
"1234","Ty Johnson","BUF","RB","1","2025","1","17","PHI","5","15","15.0","3.00","0","0","0","0","0","100.0","40.0","20.0","","","","","1","20.0","1","14.3","2","25.0","4","11.4","3","33","12.6","11.00","8.25","33.0","75.0","0","0.0","0","0","0","10.1","10.1","7.8","7.8"
"1235","Baker Mayfield","TB","QB","1","2025","1","5","SEA","5","15","15.0","3.00","0","0","4","16","0","80.0","60.0","20.0","","","","","0","0.0","0","0.0","2","28.6","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.2","4.2","26.7","26.7"
"1236","Aaron Jones","MIN","RB","1","2025","1","8","LAC","5","15","15.0","3.00","0","0","0","0","0","80.0","60.0","40.0","","","","","0","0.0","0","0.0","1","100.0","4","12.9","2","15","9.6","7.50","3.75","15.0","50.0","0","0.0","0","1","0","10.0","10.0","5.0","5.0"
"1237","Patrick Mahomes","KC","QB","1","2025","1","15","LAC","2","15","15.0","7.50","1","0","2","15","1","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","14.1","14.1"
"1238","Kaleb Johnson","PIT","RB","1","2025","1","6","CLV","6","15","15.0","2.50","0","0","0","0","0","83.3","50.0","16.7","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.9","2.9","1.5","1.5"
"1239","Jalen Nailor","MIN","WR","1","2025","1","5","CLV","1","15","15.0","15.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","4","11.4","3","27","10.1","9.00","6.75","27.0","75.0","0","0.0","0","0","0","6.4","6.4","7.2","7.2"
"1240","Woody Marks","HST","RB","1","2025","1","7","SEA","10","15","15.0","1.50","0","0","0","0","0","50.0","20.0","10.0","10.0","","","","2","100.0","2","100.0","2","100.0","5","10.2","3","20","8.7","6.67","4.00","20.0","60.0","1","100.0","2","2","0","15.6","15.6","12.5","12.5"
"1241","Jalen Hurts","PHI","QB","1","2025","1","2","KC","9","15","15.0","1.67","1","0","1","11","0","55.6","11.1","11.1","11.1","","","","2","50.0","2","50.0","2","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.1","6.1","11.5","11.5"
"1242","Tyrone Tracy","NYG","RB","1","2025","1","2","DAL","5","15","15.0","3.00","0","0","0","0","0","80.0","40.0","20.0","","","","","0","0.0","0","0.0","0","0.0","5","12.2","4","36","8.0","9.00","7.20","36.0","80.0","0","0.0","0","0","0","9.9","9.9","9.1","9.1"
"1243","British Brooks","HST","FB","1","2025","1","5","BLT","2","15","15.0","7.50","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.5","1.5"
"1244","Ameer Abdullah","IND","RB","1","2025","1","15","SEA","4","15","15.0","3.75","0","0","0","0","0","75.0","75.0","25.0","","","","","0","0.0","0","0.0","0","0.0","5","18.5","5","32","26.7","6.40","6.40","32.0","100.0","0","0.0","0","0","0","9.4","9.4","9.7","9.7"
"1245","Bryce Young","CAR","QB","1","2025","1","12","SF","4","15","15.0","3.75","0","0","4","15","0","100.0","50.0","50.0","","","","","0","0.0","2","100.0","3","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.5","4.5","10.3","10.3"
"1246","Bo Melton","GB","WR","1","2025","1","13","DET","2","15","15.0","7.50","0","0","0","0","0","100.0","50.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","1","3.3","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","1.5","1.5"
"1247","Rhamondre Stevenson","NE","RB","1","2025","1","1","LV","7","15","15.0","2.14","0","0","0","0","0","71.4","42.9","14.3","","","","","1","100.0","1","100.0","1","50.0","3","6.5","2","12","4.2","6.00","4.00","12.0","66.7","0","0.0","0","0","0","8.7","8.7","4.7","4.7"
"1248","D'Andre Swift","CHI","RB","1","2025","1","12","PIT","8","15","15.0","1.88","0","1","0","0","0","87.5","37.5","","","","","","1","50.0","1","33.3","1","16.7","1","2.9","1","14","5.9","14.00","14.00","14.0","100.0","0","0.0","0","0","0","6.3","6.3","2.9","2.9"
"1249","Jordan Love","GB","QB","1","2025","1","12","MIN","3","15","15.0","5.00","0","0","1","13","0","66.7","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","7.1","7.1"
"1250","Kaleb Johnson","PIT","RB","1","2025","1","11","CIN","5","15","15.0","3.00","0","0","0","0","0","80.0","60.0","20.0","","","","","0","0.0","0","0.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.2","4.2","1.5","1.5"
"1251","Bo Nix","DEN","QB","1","2025","1","14","LV","3","15","15.0","5.00","1","0","2","14","1","100.0","66.7","66.7","","","","","0","0.0","1","33.3","2","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.2","3.2","16.0","16.0"
"1252","J.J. McCarthy","MIN","QB","1","2025","1","15","DAL","4","15","15.0","3.75","1","0","2","15","0","75.0","50.0","50.0","","","","","1","33.3","2","50.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.7","3.7","24.5","24.5"
"1253","Kenneth Gainwell","PIT","RB","1","2025","1","14","BLT","4","15","15.0","3.75","1","0","0","0","0","100.0","50.0","50.0","","","","","1","33.3","3","42.9","4","50.0","6","17.6","6","27","9.5","4.50","4.50","27.0","100.0","0","0.0","1","3","0","16.7","16.7","16.2","16.2"
"1254","James Cook","BUF","RB","1","2025","1","18","NYJ","2","15","15.0","7.50","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.5","1.5"
"1255","Luther Burden","CHI","WR","1","2025","1","12","PIT","1","15","15.0","15.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","5","14.3","3","46","19.2","15.33","9.20","46.0","60.0","0","0.0","0","0","0","7.9","7.9","9.1","9.1"
"1256","Zavier Scott","MIN","RB","1","2025","1","14","WAS","3","15","15.0","5.00","0","0","0","0","0","100.0","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","1","4.3","1","5","3.1","5.00","5.00","5.0","100.0","0","0.0","0","0","0","3.0","3.0","3.0","3.0"
"1257","Terrell Jennings","NE","RB","1","2025","1","8","CLV","2","15","15.0","7.50","0","0","0","0","0","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.5","1.5"
"1258","Tyjae Spears","TEN","RB","1","2025","1","5","ARZ","4","14","14.0","3.50","0","0","0","0","0","100.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","1.4","1.4"
"1259","Bhayshul Tuten","JAX","RB","1","2025","1","6","SEA","2","14","14.0","7.00","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","3","7.1","2","14","5.4","7.00","4.67","14.0","66.7","0","0.0","0","0","0","5.4","5.4","4.8","4.8"
"1260","Davis Mills","HST","QB","1","2025","1","11","TEN","2","14","14.0","7.00","0","0","2","14","0","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","16.4","16.4"
"1261","Puka Nacua","LA","WR","1","2025","2","1","CAR","3","14","14.0","4.67","1","0","0","0","0","100.0","100.0","66.7","","","","","1","100.0","1","50.0","2","40.0","16","38.1","10","111","36.5","11.10","6.94","111.0","62.5","1","33.3","0","2","0","28.5","28.5","34.5","34.5"
"1262","Kenneth Gainwell","PIT","RB","1","2025","1","7","CIN","3","14","14.0","4.67","0","0","0","0","0","66.7","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","2","5.9","2","1","0.4","0.50","0.50","1.0","100.0","0","0.0","0","0","0","4.4","4.4","3.5","3.5"
"1263","Jalen Hurts","PHI","QB","1","2025","2","1","SF","5","14","14.0","2.80","0","0","1","3","0","100.0","60.0","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","12.1","12.1"
"1264","Rachaad White","TB","RB","1","2025","1","1","ATL","2","14","14.0","7.00","0","0","0","0","0","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","1","3.1","1","2","1.2","2.00","2.00","2.0","100.0","0","0.0","0","0","0","2.5","2.5","2.6","2.6"
"1265","Bhayshul Tuten","JAX","RB","1","2025","1","4","SF","4","14","14.0","3.50","0","0","0","0","0","75.0","75.0","25.0","","","","","0","0.0","0","0.0","0","0.0","1","3.2","1","8","4.6","8.00","8.00","8.0","100.0","0","0.0","0","0","0","3.4","3.4","3.2","3.2"
"1266","Nate Carter","ATL","RB","1","2025","1","8","MIA","2","14","14.0","7.00","0","0","0","0","0","100.0","50.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.4","1.4"
"1267","Rhamondre Stevenson","NE","RB","1","2025","1","5","BUF","7","14","14.0","2.00","2","0","0","0","0","57.1","42.9","28.6","","","","","1","100.0","3","75.0","3","42.9","2","6.7","2","13","4.8","6.50","6.50","13.0","100.0","0","0.0","0","0","1","9.0","9.0","15.7","15.7"
"1268","Spencer Rattler","NO","QB","1","2025","1","2","SF","4","14","14.0","3.50","0","0","3","14","0","75.0","50.0","25.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","21.7","21.7"
"1269","Kareem Hunt","KC","RB","1","2025","1","18","LV","5","14","14.0","2.80","0","0","0","0","0","100.0","80.0","","","","","","0","0.0","0","0.0","1","100.0","3","9.7","3","21","14.4","7.00","7.00","21.0","100.0","0","0.0","0","0","0","7.8","7.8","6.5","6.5"
"1270","Nick Chubb","HST","RB","1","2025","2","2","NE","4","14","14.0","3.50","0","0","0","0","0","100.0","50.0","25.0","","","","","0","0.0","0","0.0","0","0.0","1","2.1","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","1.4","1.4"
"1271","Kyle Monangai","CHI","RB","1","2025","1","18","DET","6","14","14.0","2.33","0","0","0","0","0","83.3","50.0","16.7","","","","","0","0.0","0","0.0","0","0.0","1","3.0","1","15","7.1","15.00","15.00","15.0","100.0","0","0.0","0","0","0","4.4","4.4","5.9","5.9"
"1272","Geno Smith","LV","QB","1","2025","1","11","DAL","4","14","14.0","3.50","0","0","3","15","0","75.0","50.0","50.0","","","","","0","0.0","0","0.0","2","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.7","3.7","13.9","13.9"
"1273","Chuba Hubbard","CAR","RB","1","2025","1","10","NO","3","14","14.0","4.67","0","0","0","0","0","100.0","100.0","66.7","","","","","0","0.0","0","0.0","0","0.0","1","4.0","1","1","0.8","1.00","1.00","1.0","100.0","0","0.0","0","0","0","3.0","3.0","2.5","2.5"
"1274","Ray Davis","BUF","RB","1","2025","1","16","CLV","3","14","14.0","4.67","0","0","0","0","0","100.0","66.7","33.3","","","","","0","0.0","0","0.0","0","0.0","2","10.5","2","20","15.4","10.00","10.00","20.0","100.0","0","0.0","0","0","0","4.4","4.4","5.4","5.4"
"1275","Baker Mayfield","TB","QB","1","2025","1","6","SF","3","14","14.0","4.67","0","1","1","15","0","33.3","33.3","33.3","33.3","33.3","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","19.6","19.6"
"1276","Hassan Haskins","LAC","RB","1","2025","1","6","MIA","6","14","14.0","2.33","0","0","0","0","0","66.7","16.7","16.7","16.7","","","","0","0.0","0","0.0","1","14.3","1","2.6","1","9","3.4","9.00","9.00","9.0","100.0","0","0.0","0","0","0","5.3","5.3","3.3","3.3"
"1277","Emanuel Wilson","GB","RB","1","2025","1","13","DET","4","14","14.0","3.50","0","0","0","0","0","100.0","75.0","25.0","","","","","0","0.0","0","0.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","1.4","1.4"
"1278","Lamar Jackson","BLT","QB","1","2025","1","9","MIA","5","14","14.0","2.80","0","0","2","16","0","40.0","40.0","20.0","20.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","25.6","25.6"
"1279","Joe Flacco","CIN","QB","1","2025","1","8","NYJ","2","14","14.0","7.00","1","0","1","13","0","100.0","50.0","50.0","50.0","","","","1","50.0","1","33.3","1","14.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","24.3","24.3"
"1280","Woody Marks","HST","RB","1","2025","1","2","TB","3","14","14.0","4.67","0","0","0","0","0","100.0","100.0","33.3","","","","","0","0.0","0","0.0","0","0.0","1","4.2","1","37","17.9","37.00","37.00","37.0","100.0","0","0.0","0","0","0","3.0","3.0","6.1","6.1"
"1281","David Montgomery","DET","RB","1","2025","1","16","PIT","4","14","14.0","3.50","0","0","0","0","0","25.0","25.0","25.0","25.0","25.0","","","0","0.0","0","0.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","1.4","1.4"
"1282","Trey Benson","ARZ","RB","1","2025","1","2","CAR","3","14","14.0","4.67","0","0","0","0","0","100.0","33.3","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","4","16.0","4","30","13.6","7.50","7.50","30.0","100.0","0","0.0","0","1","0","8.2","8.2","8.4","8.4"
"1283","Alvin Kamara","NO","RB","1","2025","1","9","LA","6","14","14.0","2.33","0","1","0","0","0","100.0","50.0","","","","","","0","0.0","0","0.0","0","0.0","3","12.0","1","3","1.7","3.00","1.00","3.0","33.3","0","0.0","0","0","0","7.4","7.4","1.7","1.7"
"1284","Hassan Haskins","LAC","RB","1","2025","1","16","DAL","4","14","14.0","3.50","0","0","0","0","0","100.0","50.0","25.0","","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","1.4","1.4"
"1285","Dak Prescott","DAL","QB","1","2025","1","16","LAC","2","14","14.0","7.00","0","0","2","14","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","19.2","19.2"
"1286","Jonnu Smith","PIT","TE","1","2025","1","15","MIA","1","14","14.0","14.00","1","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","1","16.7","2","7.4","2","12","5.4","6.00","6.00","12.0","100.0","0","0.0","0","0","0","4.3","4.3","10.6","10.6"
"1287","Jayden Reed","GB","WR","1","2025","2","1","CHI","1","14","14.0","14.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","7","15.2","4","43","13.3","10.75","6.14","43.0","57.1","1","25.0","1","2","0","12.5","12.5","15.7","15.7"
"1288","Dak Prescott","DAL","QB","1","2025","1","14","DET","3","14","14.0","4.67","0","0","2","13","0","100.0","33.3","33.3","33.3","","","","0","0.0","0","0.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","20.4","20.4"
"1289","Sam Darnold","SEA","QB","1","2025","1","1","SF","2","14","14.0","7.00","0","0","1","5","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","6.4","6.4"
"1290","DeMario Douglas","NE","WR","1","2025","1","12","CIN","1","14","14.0","14.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","1","2.9","1","37","12.6","37.00","37.00","37.0","100.0","0","0.0","0","0","0","2.0","2.0","6.1","6.1"
"1291","Jaylen Warren","PIT","RB","1","2025","1","14","BLT","8","13","13.0","1.63","0","0","0","0","0","87.5","25.0","12.5","","","","","0","0.0","2","28.6","2","25.0","3","8.8","3","49","17.3","16.33","16.33","49.0","100.0","1","100.0","0","0","0","10.1","10.1","15.2","15.2"
"1292","D'Ernest Johnson","NE","RB","1","2025","1","18","MIA","5","13","13.0","2.60","0","0","0","0","0","100.0","40.0","20.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","1.3","1.3"
"1293","Marvin Mims","DEN","WR","1","2025","1","7","NYG","1","13","13.0","13.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","7","14.0","6","85","30.5","14.17","12.14","85.0","85.7","0","0.0","1","1","0","11.7","11.7","15.8","15.8"
"1294","Jeremy McNichols","WAS","RB","1","2025","1","11","MIA","4","13","13.0","3.25","0","0","0","0","0","100.0","50.0","25.0","","","","","1","25.0","1","14.3","1","10.0","2","6.7","2","16","7.5","8.00","8.00","16.0","100.0","0","0.0","0","0","0","5.8","5.8","4.9","4.9"
"1295","Michael Carter","ARZ","RB","1","2025","1","14","LA","3","13","13.0","4.33","0","0","0","0","0","100.0","33.3","33.3","","","","","0","0.0","0","0.0","0","0.0","4","9.1","2","18","6.6","9.00","4.50","18.0","50.0","0","0.0","0","2","0","9.0","9.0","5.1","5.1"
"1296","Corey Kiner","ARZ","RB","1","2025","1","18","LA","3","13","13.0","4.33","0","0","0","0","0","100.0","100.0","33.3","","","","","0","0.0","0","0.0","0","0.0","3","9.4","2","15","5.5","7.50","5.00","15.0","66.7","0","0.0","0","1","0","6.7","6.7","4.8","4.8"
"1297","LeQuint Allen","JAX","RB","1","2025","1","2","CIN","2","13","13.0","6.50","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","1","14.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","1.3","1.3"
"1298","Carson Wentz","MIN","QB","1","2025","1","5","CLV","3","13","13.0","4.33","0","0","3","13","0","100.0","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","14.7","14.7"
"1299","Lamar Jackson","BLT","QB","1","2025","1","2","CLV","2","13","13.0","6.50","0","0","1","11","0","100.0","50.0","50.0","50.0","","","","1","50.0","1","50.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","26.3","26.3"
"1300","Xavier Worthy","KC","WR","1","2025","1","7","LV","1","13","13.0","13.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","4","11.4","3","35","12.2","11.67","8.75","35.0","75.0","0","0.0","0","1","0","7.2","7.2","7.8","7.8"
