"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"15","Emeka Egbuka","TB","WR","1","2025","1","5","SEA","7","21.2","7","163","43.0","23.29","23.29","163.0","100.0","1","50.0","0","2","0","31.3","31.3","31.3","24.3"
"16","Jaxon Smith-Njigba","SEA","WR","1","2025","1","6","JAX","12","44.4","8","162","54.9","20.25","13.50","162.0","66.7","1","50.0","0","0","0","30.2","30.2","30.2","22.2"
"17","Ja'Marr Chase","CIN","WR","1","2025","1","7","PIT","23","48.9","16","161","47.1","10.06","7.00","161.0","69.6","1","33.3","2","3","0","38.1","38.1","38.1","22.1"
"18","Drake London","ATL","WR","1","2025","1","6","BUF","15","46.9","10","158","63.2","15.80","10.53","158.0","66.7","1","100.0","1","1","0","31.8","31.8","31.8","21.8"
"19","Wan'Dale Robinson","NYG","WR","1","2025","1","12","DET","13","35.1","9","156","39.1","17.33","12.00","156.0","69.2","1","33.3","0","0","1","30.6","30.6","30.6","21.6"
"20","Jaxon Smith-Njigba","SEA","WR","1","2025","2","3","LA","12","33.3","10","153","44.2","15.30","12.75","153.0","83.3","1","33.3","0","3","0","31.3","31.3","31.3","21.3"
"21","Amon-Ra St. Brown","DET","WR","1","2025","1","12","NYG","13","31.0","9","149","53.4","16.56","11.46","149.0","69.2","1","50.0","0","2","0","29.9","29.9","29.9","20.9"
"22","Chris Olave","NO","WR","1","2025","1","16","NYJ","16","32.0","10","148","42.8","14.80","9.25","148.0","62.5","2","100.0","0","1","0","36.8","36.8","36.8","26.8"
"23","DK Metcalf","PIT","WR","1","2025","1","14","BLT","12","35.3","7","148","52.1","21.14","12.33","148.0","58.3","0","0.0","2","4","0","21.8","21.8","21.8","14.8"
"24","Stefon Diggs","NE","WR","1","2025","1","5","BUF","12","40.0","10","146","53.5","14.60","12.17","146.0","83.3","0","0.0","0","1","0","24.6","24.6","24.6","14.6"
"25","George Pickens","DAL","WR","1","2025","1","12","PHI","9","25.0","9","146","41.2","16.22","16.22","146.0","100.0","1","50.0","1","1","0","29.6","29.6","29.6","20.6"
"26","Parker Washington","JAX","WR","1","2025","1","16","DEN","9","25.0","6","145","52.0","24.17","16.11","145.0","66.7","1","33.3","0","1","0","26.5","26.5","26.5","20.5"
"27","Tre Tucker","LV","WR","1","2025","1","3","WAS","9","31.0","8","145","50.2","18.13","16.11","145.0","88.9","3","100.0","2","2","0","40.9","40.9","40.9","32.9"
"28","Jameson Williams","DET","WR","1","2025","1","13","GB","10","37.0","7","144","56.3","20.57","14.40","144.0","70.0","1","50.0","0","0","0","26.9","26.9","26.9","19.9"
"29","George Pickens","DAL","WR","1","2025","1","11","LV","11","33.3","9","144","53.7","16.00","13.09","144.0","81.8","1","25.0","0","2","0","29.4","29.4","29.4","20.4"
"30","Christian Kirk","HST","WR","1","2025","2","1","PIT","9","28.1","8","144","57.6","18.00","16.00","144.0","88.9","1","100.0","1","1","0","28.4","28.4","28.4","20.4"
"31","Tucker Kraft","GB","TE","1","2025","1","8","PIT","9","24.3","7","143","39.7","20.43","15.89","143.0","77.8","2","66.7","1","3","0","33.3","33.3","33.3","26.3"
"32","Zay Flowers","BLT","WR","1","2025","1","1","BUF","9","47.4","7","143","68.4","20.43","15.89","143.0","77.8","1","50.0","0","0","0","28.1","28.1","28.1","21.1"
"33","Kendrick Bourne","SF","WR","1","2025","1","6","TB","9","23.1","5","142","40.9","28.40","15.78","142.0","55.6","0","0.0","0","1","0","19.2","19.2","19.2","14.2"
"34","Michael Wilson","ARZ","WR","1","2025","1","14","LA","16","36.4","11","142","52.4","12.91","8.88","142.0","68.8","2","100.0","0","3","0","37.2","37.2","37.2","26.2"
"35","Wan'Dale Robinson","NYG","WR","1","2025","1","2","DAL","10","24.4","8","142","31.6","17.75","14.20","142.0","80.0","1","33.3","0","1","0","28.2","28.2","28.2","20.2"
"36","Kendrick Bourne","SF","WR","1","2025","1","5","LA","11","22.4","10","142","41.5","14.20","12.91","142.0","90.9","0","0.0","1","1","0","24.2","24.2","24.2","14.2"
"37","Rashee Rice","KC","WR","1","2025","1","12","IND","12","26.1","8","141","40.1","17.63","11.75","141.0","66.7","0","0.0","3","4","0","24.1","24.1","24.1","16.1"
"38","Amon-Ra St. Brown","DET","WR","1","2025","1","18","CHI","14","33.3","11","139","42.0","12.64","9.93","139.0","78.6","0","0.0","0","2","0","24.9","24.9","24.9","13.9"
"39","Luther Burden","CHI","WR","1","2025","1","17","SF","9","21.4","8","138","41.8","17.25","15.33","138.0","88.9","1","50.0","0","0","0","27.8","27.8","27.8","19.8"
"40","Stefon Diggs","NE","WR","1","2025","1","16","BLT","10","22.7","9","138","36.3","15.33","13.80","138.0","90.0","0","0.0","0","0","0","22.8","22.8","22.8","13.8"
"41","Zay Flowers","BLT","WR","1","2025","1","18","PIT","6","33.3","4","138","58.0","34.50","23.00","138.0","66.7","2","66.7","0","0","0","29.8","29.8","29.8","25.8"
"42","Colston Loveland","CHI","TE","1","2025","2","1","GB","15","31.3","8","137","38.0","17.13","9.13","137.0","53.3","0","0.0","0","3","0","23.7","23.7","23.7","15.7"
"43","Nico Collins","HST","WR","1","2025","1","10","JAX","14","31.1","7","136","46.6","19.43","9.71","136.0","50.0","0","0.0","1","5","0","22.6","22.6","22.6","15.6"
"44","George Pickens","DAL","WR","1","2025","1","4","GB","11","27.5","8","134","42.0","16.75","12.18","134.0","72.7","2","66.7","0","1","0","33.4","33.4","33.4","25.4"
"45","Jameson Williams","DET","WR","1","2025","1","15","LA","9","22.0","7","134","39.6","19.14","14.89","134.0","77.8","1","33.3","1","1","0","26.4","26.4","26.4","19.4"
"46","Jalen Coker","CAR","WR","1","2025","2","1","LA","12","30.0","9","134","50.8","14.89","11.17","134.0","75.0","1","100.0","2","2","0","28.4","28.4","28.4","19.4"
"47","Trey McBride","ARZ","TE","1","2025","1","15","HST","13","32.5","12","134","53.8","11.17","10.31","134.0","92.3","2","66.7","1","3","0","37.4","37.4","37.4","25.4"
"48","Alec Pierce","IND","WR","1","2025","1","18","HST","7","20.0","4","132","46.2","33.00","18.86","132.0","57.1","2","100.0","2","2","0","29.2","29.2","29.2","25.2"
"49","Ja'Marr Chase","CIN","WR","1","2025","1","15","BLT","16","41.0","10","132","58.7","13.20","8.25","132.0","62.5","0","0.0","1","1","0","23.2","23.2","23.2","13.2"
"50","Jaxon Smith-Njigba","SEA","WR","1","2025","1","5","TB","9","26.5","8","132","38.7","16.50","14.67","132.0","88.9","1","25.0","1","1","0","27.2","27.2","27.2","19.2"
"51","Mike Evans","TB","WR","1","2025","1","15","ATL","10","29.4","6","132","47.7","22.00","13.20","132.0","60.0","0","0.0","1","1","0","19.2","19.2","19.2","13.2"
"52","A.J. Brown","PHI","WR","1","2025","1","13","CHI","12","35.3","10","132","57.4","13.20","11.00","132.0","83.3","2","100.0","1","1","0","35.2","35.2","35.2","25.2"
"53","Calvin Ridley","TEN","WR","1","2025","1","5","ARZ","9","23.1","5","131","49.4","26.20","14.56","131.0","55.6","0","0.0","0","0","0","18.1","18.1","18.1","13.1"
"54","Tetairoa McMillan","CAR","WR","1","2025","1","11","ATL","10","22.2","8","130","29.0","16.25","13.00","130.0","80.0","2","66.7","1","4","0","33.0","33.0","33.0","25.0"
"55","Puka Nacua","LA","WR","1","2025","1","1","HST","11","37.9","10","130","53.1","13.00","11.82","130.0","90.9","0","0.0","0","0","0","23.1","23.1","23.1","13.1"
"56","George Pickens","DAL","WR","1","2025","1","16","LAC","9","28.1","7","130","51.0","18.57","14.44","130.0","77.8","1","50.0","0","2","0","26.0","26.0","26.0","19.0"
"57","Jaxon Smith-Njigba","SEA","WR","1","2025","1","9","WAS","9","37.5","8","129","39.1","16.13","14.33","129.0","88.9","0","0.0","0","0","0","22.0","22.0","22.0","14.0"
"58","Rome Odunze","CHI","WR","1","2025","1","2","DET","11","33.3","7","128","54.7","18.29","11.64","128.0","63.6","2","100.0","1","2","0","31.8","31.8","31.8","24.8"
"59","Jordan Addison","MIN","WR","1","2025","1","7","PHI","12","28.6","9","128","40.9","14.22","10.67","128.0","75.0","0","0.0","0","4","0","21.8","21.8","21.8","12.8"
"60","Brock Bowers","LV","TE","1","2025","1","9","JAX","13","33.3","12","127","44.7","10.58","9.77","127.0","92.3","3","75.0","3","5","0","43.3","43.3","43.3","31.3"
"61","Trey McBride","ARZ","TE","1","2025","1","10","SEA","13","28.9","9","127","49.2","14.11","9.77","127.0","69.2","1","50.0","1","3","0","27.7","27.7","27.7","18.7"
"62","DK Metcalf","PIT","WR","1","2025","1","4","MIN","5","22.7","5","126","63.0","25.20","25.20","126.0","100.0","1","100.0","0","1","0","23.6","23.6","23.6","18.6"
"63","Justin Jefferson","MIN","WR","1","2025","1","4","PIT","11","23.9","10","126","36.0","12.60","11.45","126.0","90.9","0","0.0","0","1","0","22.6","22.6","22.6","12.6"
"64","Tucker Kraft","GB","TE","1","2025","1","2","WAS","6","19.4","6","124","42.5","20.67","20.67","124.0","100.0","1","50.0","1","1","0","24.4","24.4","24.4","18.4"
"65","Zay Flowers","BLT","WR","1","2025","1","14","PIT","11","31.4","8","124","56.6","15.50","11.27","124.0","72.7","0","0.0","0","1","0","20.6","20.6","20.6","12.6"
"66","Jalen Nailor","MIN","WR","1","2025","1","10","BLT","6","14.3","5","124","50.0","24.80","20.67","124.0","83.3","1","100.0","1","2","0","23.4","23.4","23.4","18.4"
"67","Jaxon Smith-Njigba","SEA","WR","1","2025","1","1","SF","13","56.5","9","124","82.7","13.78","9.54","124.0","69.2","0","0.0","0","0","2","20.4","20.4","20.4","11.4"
"68","Romeo Doubs","GB","WR","1","2025","2","1","CHI","11","23.9","8","124","38.4","15.50","11.27","124.0","72.7","1","25.0","2","2","0","26.4","26.4","26.4","18.4"
"69","Jaxon Smith-Njigba","SEA","WR","1","2025","1","7","HST","13","40.6","8","123","57.7","15.38","9.46","123.0","61.5","1","100.0","0","1","0","26.3","26.3","26.3","18.3"
"70","Justin Jefferson","MIN","WR","1","2025","1","5","CLV","11","31.4","7","123","45.9","17.57","11.18","123.0","63.6","0","0.0","0","1","0","19.3","19.3","19.3","12.3"
"71","Tee Higgins","CIN","WR","1","2025","1","9","CHI","9","19.1","7","121","25.7","17.29","13.44","121.0","77.8","2","50.0","1","1","0","33.1","33.1","33.1","26.1"
"72","A.J. Brown","PHI","WR","1","2025","1","7","MIN","6","26.1","4","121","37.1","30.25","20.17","121.0","66.7","2","66.7","0","0","0","28.1","28.1","28.1","24.1"
"73","Nico Collins","HST","WR","1","2025","1","14","KC","8","25.8","4","121","59.6","30.25","15.13","121.0","50.0","0","0.0","0","1","0","16.1","16.1","16.1","12.1"
"74","CeeDee Lamb","DAL","WR","1","2025","1","14","DET","8","17.0","6","121","32.2","20.17","15.13","121.0","75.0","0","0.0","0","1","0","18.1","18.1","18.1","12.1"
"75","Drake London","ATL","WR","1","2025","1","11","CAR","9","30.0","7","119","53.4","17.00","13.22","119.0","77.8","0","0.0","0","0","0","18.9","18.9","18.9","11.9"
"76","Jameson Williams","DET","WR","1","2025","1","10","WAS","7","20.0","6","119","37.2","19.83","17.00","119.0","85.7","1","33.3","0","1","0","23.9","23.9","23.9","17.9"
"77","Chris Olave","NO","WR","1","2025","1","17","TEN","11","40.7","8","119","35.7","14.88","10.82","119.0","72.7","1","50.0","0","2","0","25.9","25.9","25.9","17.9"
"78","Keenan Allen","LAC","WR","1","2025","1","7","IND","14","25.5","11","119","28.3","10.82","8.50","119.0","78.6","1","33.3","2","2","0","28.9","28.9","28.9","17.9"
"79","Michael Wilson","ARZ","WR","1","2025","1","12","JAX","14","28.0","10","118","37.5","11.80","8.43","118.0","71.4","0","0.0","0","1","0","21.8","21.8","21.8","11.8"
"80","Courtland Sutton","DEN","WR","1","2025","1","3","LAC","8","32.0","6","118","77.1","19.67","14.75","118.0","75.0","1","100.0","0","0","0","23.8","23.8","23.8","17.8"
"81","Colston Loveland","CHI","TE","1","2025","1","9","CIN","7","18.9","6","118","39.1","19.67","16.86","118.0","85.7","2","50.0","1","1","0","29.8","29.8","29.8","23.8"
"82","Drake London","ATL","WR","1","2025","1","9","NE","14","37.8","9","118","53.4","13.11","8.43","118.0","64.3","3","100.0","4","6","0","38.8","38.8","38.8","29.8"
"83","Ricky Pearsall","SF","WR","1","2025","1","3","ARZ","11","26.8","8","117","41.2","14.63","10.64","117.0","72.7","0","0.0","0","1","0","19.7","19.7","19.7","11.7"
"84","Parker Washington","JAX","WR","1","2025","1","17","IND","10","27.0","8","115","43.7","14.38","11.50","115.0","80.0","0","0.0","1","2","0","19.0","19.0","19.0","11.0"
"85","Emeka Egbuka","TB","WR","1","2025","1","10","NE","13","30.2","6","115","42.1","19.17","8.85","115.0","46.2","1","33.3","2","2","0","23.5","23.5","23.5","17.5"
"86","Trey McBride","ARZ","TE","1","2025","1","11","SF","11","19.3","10","115","25.4","11.50","10.45","115.0","90.9","1","50.0","1","2","0","27.5","27.5","27.5","17.5"
"87","Alec Pierce","IND","WR","1","2025","1","9","PIT","12","24.0","6","115","33.6","19.17","9.58","115.0","50.0","0","0.0","0","0","0","17.5","17.5","17.5","11.5"
"88","Hunter Henry","NE","TE","1","2025","1","12","CIN","10","28.6","7","115","39.1","16.43","11.50","115.0","70.0","1","100.0","1","3","0","24.5","24.5","24.5","17.5"
"89","Ryan Flournoy","DAL","WR","1","2025","1","14","DET","13","27.7","9","115","30.6","12.78","8.85","115.0","69.2","1","100.0","1","3","0","26.5","26.5","26.5","17.5"
"90","George Kittle","SF","TE","1","2025","1","16","IND","8","23.5","7","115","39.0","16.43","14.38","115.0","87.5","1","20.0","1","2","0","24.5","24.5","24.5","17.5"
"91","Michael Pittman","IND","WR","1","2025","1","9","PIT","11","22.0","9","115","33.6","12.78","10.45","115.0","81.8","0","0.0","0","0","0","20.5","20.5","20.5","11.5"
"92","Amon-Ra St. Brown","DET","WR","1","2025","1","2","CHI","11","39.3","9","115","34.4","12.78","10.45","115.0","81.8","3","60.0","3","4","0","39.2","39.2","39.2","30.2"
"93","Rome Odunze","CHI","WR","1","2025","1","8","BLT","10","26.3","7","114","40.0","16.29","11.40","114.0","70.0","0","0.0","0","1","0","18.4","18.4","18.4","11.4"
"94","Harold Fannin","CLV","TE","1","2025","1","14","TEN","10","23.8","8","114","31.3","14.25","11.40","114.0","80.0","1","33.3","1","1","0","25.4","25.4","25.4","17.4"
"95","DeVonta Smith","PHI","WR","1","2025","1","5","DEN","11","28.9","8","114","40.7","14.25","10.36","114.0","72.7","0","0.0","0","1","0","19.4","19.4","19.4","11.4"
"96","Ryan Flournoy","DAL","WR","1","2025","1","5","NYJ","8","27.6","6","114","48.1","19.00","14.25","114.0","75.0","0","0.0","0","0","0","18.4","18.4","18.4","12.4"
"97","Jalen McMillan","TB","WR","1","2025","1","17","MIA","9","20.5","7","114","32.9","16.29","12.67","114.0","77.8","0","0.0","0","0","0","18.4","18.4","18.4","11.4"
"98","Rashid Shaheed","NO","WR","1","2025","1","5","NYG","5","15.6","4","114","46.7","28.50","22.80","114.0","80.0","1","100.0","0","0","0","21.4","21.4","21.4","17.4"
"99","Jordan Addison","MIN","WR","1","2025","1","4","PIT","7","15.2","4","114","32.6","28.50","16.29","114.0","57.1","0","0.0","0","0","0","15.4","15.4","15.4","11.4"
"100","Courtland Sutton","DEN","WR","1","2025","1","15","GB","10","29.4","7","113","37.4","16.14","11.30","113.0","70.0","1","25.0","0","2","0","24.3","24.3","24.3","17.3"
"101","Wan'Dale Robinson","NYG","WR","1","2025","1","17","LV","12","40.0","11","113","54.6","10.27","9.42","113.0","91.7","0","0.0","0","2","0","22.3","22.3","22.3","11.3"
"102","Christian Watson","GB","WR","1","2025","1","17","BLT","6","24.0","5","113","38.2","22.60","18.83","113.0","83.3","1","100.0","0","0","0","22.3","22.3","22.3","17.3"
"103","Jaxon Smith-Njigba","SEA","WR","1","2025","1","15","IND","9","25.0","7","113","41.7","16.14","12.56","113.0","77.8","0","0.0","0","0","0","18.3","18.3","18.3","11.3"
"104","CeeDee Lamb","DAL","WR","1","2025","1","13","KC","9","23.1","7","112","35.0","16.00","12.44","112.0","77.8","1","50.0","0","2","0","24.2","24.2","24.2","17.2"
"105","CeeDee Lamb","DAL","WR","1","2025","1","2","NYG","11","21.2","9","112","31.0","12.44","10.18","112.0","81.8","0","0.0","0","1","0","20.2","20.2","20.2","11.2"
"106","Keon Coleman","BUF","WR","1","2025","1","1","BLT","11","23.9","8","112","28.4","14.00","10.18","112.0","72.7","1","50.0","1","2","0","25.2","25.2","25.2","17.2"
"107","Puka Nacua","LA","WR","1","2025","1","3","PHI","15","44.1","11","112","57.1","10.18","7.47","112.0","73.3","0","0.0","0","0","0","22.8","22.8","22.8","11.8"
"108","Demarcus Robinson","SF","WR","1","2025","2","1","PHI","7","21.9","6","111","38.1","18.50","15.86","111.0","85.7","1","33.3","1","1","0","23.1","23.1","23.1","17.1"
"109","Ja'Marr Chase","CIN","WR","1","2025","1","9","CHI","9","19.1","6","111","23.6","18.50","12.33","111.0","66.7","0","0.0","1","2","0","17.1","17.1","17.1","11.1"
"110","Pat Freiermuth","PIT","TE","1","2025","1","7","CIN","6","17.6","5","111","44.6","22.20","18.50","111.0","83.3","2","50.0","0","2","0","28.1","28.1","28.1","23.1"
"111","CeeDee Lamb","DAL","WR","1","2025","1","15","MIN","8","21.1","6","111","37.8","18.50","13.88","111.0","75.0","0","0.0","0","1","0","17.1","17.1","17.1","11.1"
"112","Puka Nacua","LA","WR","1","2025","2","1","CAR","16","38.1","10","111","36.5","11.10","6.94","111.0","62.5","1","33.3","0","2","0","34.5","34.5","34.5","24.5"
"113","Dallas Goedert","PHI","TE","1","2025","1","6","NYG","11","33.3","9","110","38.9","12.22","10.00","110.0","81.8","1","100.0","1","2","0","26.0","26.0","26.0","17.0"
"114","A.J. Brown","PHI","WR","1","2025","1","12","DAL","10","25.6","8","110","38.1","13.75","11.00","110.0","80.0","1","100.0","1","2","0","25.0","25.0","25.0","17.0"
"115","Khalil Shakir","BUF","WR","1","2025","1","12","HST","9","26.5","8","110","43.5","13.75","12.22","110.0","88.9","0","0.0","0","0","1","18.0","18.0","18.0","10.0"
"116","CeeDee Lamb","DAL","WR","1","2025","1","1","PHI","13","38.2","7","110","58.5","15.71","8.46","110.0","53.8","0","0.0","0","0","0","18.0","18.0","18.0","11.0"
"117","CeeDee Lamb","DAL","WR","1","2025","1","7","WAS","7","23.3","5","110","41.7","22.00","15.71","110.0","71.4","1","33.3","0","0","0","22.0","22.0","22.0","17.0"
"118","Ja'Marr Chase","CIN","WR","1","2025","1","5","DET","9","22.5","6","110","43.8","18.33","12.22","110.0","66.7","2","66.7","0","1","0","29.0","29.0","29.0","23.0"
"119","Drake London","ATL","WR","1","2025","1","4","WAS","10","38.5","8","110","35.1","13.75","11.00","110.0","80.0","1","50.0","1","1","0","25.0","25.0","25.0","17.0"
"120","Jaylen Waddle","MIA","WR","1","2025","1","5","CAR","9","25.0","6","110","43.0","18.33","12.22","110.0","66.7","1","33.3","0","2","0","23.0","23.0","23.0","17.0"
"121","Ja'Marr Chase","CIN","WR","1","2025","1","13","BLT","14","30.4","7","110","42.1","15.71","7.86","110.0","50.0","0","0.0","1","2","0","18.0","18.0","18.0","11.0"
"122","Ja'Marr Chase","CIN","WR","1","2025","1","16","MIA","11","33.3","9","109","34.8","12.11","9.91","109.0","81.8","0","0.0","0","0","0","19.9","19.9","19.9","10.9"
"123","A.J. Brown","PHI","WR","1","2025","1","3","LA","10","31.3","6","109","48.2","18.17","10.90","109.0","60.0","1","33.3","2","3","0","22.9","22.9","22.9","16.9"
"124","Tyreek Hill","MIA","WR","1","2025","1","2","NE","7","21.9","6","109","34.6","18.17","15.57","109.0","85.7","0","0.0","0","0","0","16.9","16.9","16.9","10.9"
"125","Dalton Kincaid","BUF","TE","1","2025","1","5","NE","6","19.4","6","108","42.7","18.00","18.00","108.0","100.0","0","0.0","0","0","0","16.8","16.8","16.8","10.8"
"126","Jameson Williams","DET","WR","1","2025","1","2","CHI","4","14.3","2","108","32.3","54.00","27.00","108.0","50.0","1","20.0","0","0","0","18.8","18.8","18.8","16.8"
"127","Ricky Pearsall","SF","WR","1","2025","1","1","SEA","7","20.0","4","108","39.0","27.00","15.43","108.0","57.1","0","0.0","2","2","0","14.8","14.8","14.8","10.8"
"128","Chris Godwin","TB","WR","1","2025","1","17","MIA","8","18.2","7","108","31.2","15.43","13.50","108.0","87.5","1","50.0","1","1","0","23.8","23.8","23.8","16.8"
"129","Parker Washington","JAX","WR","1","2025","2","1","BUF","11","36.7","7","107","51.7","15.29","9.73","107.0","63.6","1","33.3","1","3","0","23.9","23.9","23.9","16.9"
"130","Jahmyr Gibbs","DET","RB","1","2025","1","11","PHI","8","21.6","5","107","42.0","21.40","13.38","107.0","62.5","0","0.0","0","0","0","19.6","19.6","19.6","14.6"
"131","Ladd McConkey","LAC","WR","1","2025","1","10","PIT","6","18.2","4","107","48.6","26.75","17.83","107.0","66.7","1","100.0","0","2","0","20.7","20.7","20.7","16.7"
"132","Davante Adams","LA","WR","1","2025","1","2","TEN","12","36.4","6","106","35.6","17.67","8.83","106.0","50.0","1","50.0","4","5","0","22.6","22.6","22.6","16.6"
"133","Zach Ertz","WAS","TE","1","2025","1","13","DEN","13","26.0","10","106","36.1","10.60","8.15","106.0","76.9","0","0.0","1","1","0","20.6","20.6","20.6","10.6"
"134","Mack Hollins","NE","WR","1","2025","1","10","TB","10","32.3","6","106","39.3","17.67","10.60","106.0","60.0","0","0.0","1","1","0","16.6","16.6","16.6","10.6"
"135","Bijan Robinson","ATL","RB","1","2025","1","4","WAS","5","19.2","4","106","33.9","26.50","21.20","106.0","80.0","0","0.0","0","2","0","28.1","28.1","28.1","24.1"
"136","Jaxon Smith-Njigba","SEA","WR","1","2025","1","11","LA","12","27.3","9","105","37.6","11.67","8.75","105.0","75.0","0","0.0","1","2","0","20.6","20.6","20.6","11.6"
"137","Stefon Diggs","NE","WR","1","2025","1","11","NYJ","11","32.4","9","105","37.4","11.67","9.55","105.0","81.8","0","0.0","0","0","0","19.5","19.5","19.5","10.5"
"138","Drake London","ATL","WR","1","2025","1","10","IND","8","28.6","6","104","58.8","17.33","13.00","104.0","75.0","1","100.0","0","1","0","24.4","24.4","24.4","18.4"
"139","Nico Collins","HST","WR","1","2025","1","3","JAX","11","28.9","8","104","51.0","13.00","9.45","104.0","72.7","1","100.0","0","0","1","23.4","23.4","23.4","15.4"
"140","Chris Olave","NO","WR","1","2025","1","10","CAR","8","28.6","5","104","36.9","20.80","13.00","104.0","62.5","1","50.0","1","1","0","21.4","21.4","21.4","16.4"
"141","Quentin Johnston","LAC","WR","1","2025","1","16","DAL","5","17.2","4","104","34.7","26.00","20.80","104.0","80.0","1","50.0","1","1","0","20.4","20.4","20.4","16.4"
"142","Kayshon Boutte","NE","WR","1","2025","1","1","LV","8","17.4","6","103","35.9","17.17","12.88","103.0","75.0","0","0.0","0","0","0","16.3","16.3","16.3","10.3"
"143","Jaxon Smith-Njigba","SEA","WR","1","2025","1","2","PIT","10","30.3","8","103","34.9","12.88","10.30","103.0","80.0","0","0.0","0","0","0","18.3","18.3","18.3","10.3"
"144","Brock Bowers","LV","TE","1","2025","1","1","NE","8","23.5","5","103","28.5","20.60","12.88","103.0","62.5","0","0.0","0","0","0","15.3","15.3","15.3","10.3"
"145","Gunner Olszewski","NYG","WR","1","2025","1","18","DAL","9","27.3","8","102","44.3","12.75","11.33","102.0","88.9","0","0.0","0","0","0","18.2","18.2","18.2","10.2"
"146","Bucky Irving","TB","RB","1","2025","1","4","PHI","5","12.5","5","102","35.3","20.40","20.40","102.0","100.0","1","50.0","0","1","0","26.5","26.5","26.5","21.5"
"147","Adonai Mitchell","NYJ","WR","1","2025","1","13","ATL","12","36.4","8","102","59.3","12.75","8.50","102.0","66.7","1","100.0","0","2","0","24.2","24.2","24.2","16.2"
"148","Stefon Diggs","NE","WR","1","2025","1","4","CAR","7","38.9","6","101","49.8","16.83","14.43","101.0","85.7","0","0.0","0","2","0","16.1","16.1","16.1","10.1"
"149","Emeka Egbuka","TB","WR","1","2025","1","4","PHI","10","25.0","4","101","34.9","25.25","10.10","101.0","40.0","1","50.0","0","0","0","20.1","20.1","20.1","16.1"
"150","Travis Hunter","JAX","WR","1","2025","1","7","LA","13","27.1","8","101","34.1","12.63","7.77","101.0","61.5","1","100.0","0","2","0","24.1","24.1","24.1","16.1"
"151","Stefon Diggs","NE","WR","1","2025","1","17","NYJ","6","24.0","6","101","35.3","16.83","16.83","101.0","100.0","1","20.0","1","1","0","22.1","22.1","22.1","16.1"
"152","Brandin Cooks","BUF","WR","1","2025","1","17","PHI","5","14.3","4","101","38.5","25.25","20.20","101.0","80.0","0","0.0","0","0","0","14.1","14.1","14.1","10.1"
