"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"930","De'Von Achane","MIA","RB","1","2024","1","8","ARZ","7","18.4","6","50","21.4","8.33","7.14","50.0","85.7","1","100.0","0","2","0","26.7","26.7","26.7","20.7"
"931","Troy Franklin","DEN","WR","1","2024","1","7","NO","6","23.1","5","50","30.5","10.00","8.33","50.0","83.3","0","0.0","0","0","0","10.0","10.0","10.0","5.0"
"932","Chig Okonkwo","TEN","TE","1","2024","1","7","BUF","4","10.0","4","50","23.3","12.50","12.50","50.0","100.0","0","0.0","0","0","0","9.0","9.0","9.0","5.0"
"933","Jacob Cowing","SF","WR","1","2024","1","7","KC","3","9.7","2","50","23.6","25.00","16.67","50.0","66.7","0","0.0","1","2","0","7.0","7.0","7.0","5.0"
"934","Dawson Knox","BUF","TE","1","2024","1","8","SEA","2","5.9","2","50","17.7","25.00","25.00","50.0","100.0","0","0.0","0","0","0","7.0","7.0","7.0","5.0"
"935","Calvin Ridley","TEN","WR","1","2024","1","1","CHI","7","21.9","3","50","39.4","16.67","7.14","50.0","42.9","0","0.0","0","0","0","8.0","8.0","8.0","5.0"
"936","Demario Douglas","NE","WR","1","2024","1","10","CHI","5","20.0","4","50","27.2","12.50","10.00","50.0","80.0","0","0.0","0","0","0","9.0","9.0","9.0","5.0"
"937","Noah Fant","SEA","TE","1","2024","1","16","MIN","6","14.0","3","50","15.9","16.67","8.33","50.0","50.0","0","0.0","0","0","0","8.0","8.0","8.0","5.0"
"938","George Pickens","PIT","WR","1","2024","1","17","KC","6","16.2","3","50","24.4","16.67","8.33","50.0","50.0","0","0.0","0","0","0","8.0","8.0","8.0","5.0"
"939","Nick Westbrook-Ikhine","TEN","WR","1","2024","1","18","HST","7","26.9","4","50","20.4","12.50","7.14","50.0","57.1","0","0.0","0","0","0","9.0","9.0","9.0","5.0"
"940","Isaac Guerendo","SF","RB","1","2024","1","14","CHI","2","7.7","2","50","15.4","25.00","25.00","50.0","100.0","0","0.0","0","0","0","26.8","26.8","26.8","24.8"
"941","Demarcus Robinson","LA","WR","1","2024","1","2","ARZ","4","14.8","2","50","23.1","25.00","12.50","50.0","50.0","0","0.0","1","1","0","7.0","7.0","7.0","5.0"
"942","Jayden Reed","GB","WR","1","2024","1","3","TEN","6","31.6","4","50","24.8","12.50","8.33","50.0","66.7","0","0.0","1","1","0","10.9","10.9","10.9","6.9"
"943","KaVontae Turpin","DAL","WR","1","2024","1","5","PIT","5","11.9","4","50","14.2","12.50","10.00","50.0","80.0","0","0.0","0","1","0","8.4","8.4","8.4","4.4"
"944","Wan'Dale Robinson","NYG","WR","1","2024","1","6","CIN","8","19.5","5","50","24.4","10.00","6.25","50.0","62.5","0","0.0","0","0","0","10.0","10.0","10.0","5.0"
"945","Taysom Hill","NO","TE","1","2024","1","11","CLV","10","34.5","8","50","18.8","6.25","5.00","50.0","80.0","0","0.0","0","2","1","43.5","43.5","43.5","35.5"
"946","Malik Nabers","NYG","WR","1","2024","1","10","CAR","10","27.0","6","50","26.3","8.33","5.00","50.0","60.0","0","0.0","0","0","0","10.8","10.8","10.8","4.8"
"947","Javonte Williams","DEN","RB","1","2024","1","5","LV","6","22.2","5","50","24.3","10.00","8.33","50.0","83.3","0","0.0","0","0","0","16.1","16.1","16.1","11.1"
"948","Devaughn Vele","DEN","WR","1","2024","1","18","KC","4","13.8","4","50","15.6","12.50","12.50","50.0","100.0","1","25.0","1","1","0","15.0","15.0","15.0","11.0"
"949","Romeo Doubs","GB","WR","1","2024","1","1","PHI","7","20.0","4","50","19.2","12.50","7.14","50.0","57.1","0","0.0","1","2","0","9.0","9.0","9.0","5.0"
"950","Nick Westbrook-Ikhine","TEN","WR","1","2024","1","9","NE","6","18.2","5","50","20.8","10.00","8.33","50.0","83.3","1","50.0","1","1","0","16.0","16.0","16.0","11.0"
"951","Khalil Shakir","BUF","WR","1","2024","1","9","MIA","7","17.9","6","50","21.3","8.33","7.14","50.0","85.7","0","0.0","0","2","0","11.0","11.0","11.0","5.0"
"952","Rachaad White","TB","RB","1","2024","1","16","DAL","8","18.6","7","50","16.5","7.14","6.25","50.0","87.5","0","0.0","0","0","1","12.0","12.0","12.0","5.0"
"953","Juwan Johnson","NO","TE","1","2024","1","14","NYG","5","16.1","4","50","22.8","12.50","10.00","50.0","80.0","1","100.0","0","1","1","15.0","15.0","15.0","11.0"
"954","Darius Slayton","NYG","WR","1","2024","1","9","WAS","3","11.5","3","49","28.2","16.33","16.33","49.0","100.0","0","0.0","0","0","0","9.0","9.0","9.0","6.0"
"955","Jordan Akins","CLV","TE","1","2024","1","17","MIA","8","17.0","6","49","28.8","8.17","6.13","49.0","75.0","0","0.0","0","1","0","10.9","10.9","10.9","4.9"
"956","Jake Ferguson","DAL","TE","1","2024","1","4","NYG","7","25.9","7","49","22.2","7.00","7.00","49.0","100.0","0","0.0","0","0","1","11.9","11.9","11.9","4.9"
"957","Brian Robinson","WAS","RB","1","2024","1","1","TB","4","16.7","3","49","26.6","16.33","12.25","49.0","75.0","0","0.0","0","0","0","17.9","17.9","17.9","14.9"
"958","Marvin Mims","DEN","WR","1","2024","1","11","ATL","2","6.1","2","49","16.0","24.50","24.50","49.0","100.0","1","25.0","0","1","0","13.3","13.3","13.3","11.3"
"959","Dontayvion Wicks","GB","WR","1","2024","1","14","DET","5","25.0","4","49","23.8","12.25","9.80","49.0","80.0","0","0.0","0","2","0","8.9","8.9","8.9","4.9"
"960","Demarcus Robinson","LA","WR","1","2024","1","13","NO","3","12.5","2","49","26.8","24.50","16.33","49.0","66.7","1","50.0","1","1","0","12.9","12.9","12.9","10.9"
"961","Adam Thielen","CAR","WR","1","2024","1","1","NO","4","12.9","3","49","30.4","16.33","12.25","49.0","75.0","0","0.0","0","0","0","7.9","7.9","7.9","4.9"
"962","Tay Martin","TEN","WR","1","2024","1","18","HST","2","7.7","1","49","20.0","49.00","24.50","49.0","50.0","1","100.0","0","0","0","11.9","11.9","11.9","10.9"
"963","D.J. Moore","CHI","WR","1","2024","1","14","SF","8","33.3","6","49","35.0","8.17","6.13","49.0","75.0","0","0.0","0","1","0","10.9","10.9","10.9","4.9"
"964","Dontayvion Wicks","GB","WR","1","2024","1","18","CHI","6","24.0","5","49","23.9","9.80","8.17","49.0","83.3","0","0.0","0","1","0","9.9","9.9","9.9","4.9"
"965","James Cook","BUF","RB","1","2024","2","3","KC","3","8.8","3","49","20.7","16.33","16.33","49.0","100.0","0","0.0","0","0","0","28.4","28.4","28.4","25.4"
"966","Jakobi Meyers","LV","WR","1","2024","1","4","CLV","10","41.7","5","49","37.7","9.80","4.90","49.0","50.0","0","0.0","0","2","0","9.9","9.9","9.9","4.9"
"967","Romeo Doubs","GB","WR","1","2024","1","6","ARZ","4","12.5","3","49","19.0","16.33","12.25","49.0","75.0","2","50.0","1","2","0","19.9","19.9","19.9","16.9"
"968","Brock Bowers","LV","TE","1","2024","1","14","TB","5","13.5","3","49","23.9","16.33","9.80","49.0","60.0","0","0.0","1","1","0","8.2","8.2","8.2","5.2"
"969","JaMycal Hasty","NE","RB","1","2024","1","7","JAX","5","13.5","5","49","17.8","9.80","9.80","49.0","100.0","1","50.0","0","1","0","15.7","15.7","15.7","10.7"
"970","James Conner","ARZ","RB","1","2024","1","16","CAR","4","12.5","4","49","24.3","12.25","12.25","49.0","100.0","0","0.0","0","1","0","26.6","26.6","26.6","22.6"
"971","Ja'Tavion Sanders","CAR","TE","1","2024","1","6","ATL","7","18.4","5","49","22.2","9.80","7.00","49.0","71.4","0","0.0","0","1","1","9.9","9.9","9.9","4.9"
"972","Keon Coleman","BUF","WR","1","2024","1","5","HST","5","16.7","1","49","37.4","49.00","9.80","49.0","20.0","1","100.0","0","1","0","11.9","11.9","11.9","10.9"
"973","Marvin Harrison","ARZ","WR","1","2024","1","14","SEA","8","21.1","4","49","18.9","12.25","6.13","49.0","50.0","0","0.0","1","1","0","8.9","8.9","8.9","4.9"
"974","DK Metcalf","SEA","WR","1","2024","1","14","ARZ","6","20.0","4","49","21.0","12.25","8.17","49.0","66.7","0","0.0","0","0","0","8.9","8.9","8.9","4.9"
"975","Ja'Tavion Sanders","CAR","TE","1","2024","1","12","KC","3","8.6","3","49","18.6","16.33","16.33","49.0","100.0","0","0.0","0","0","0","7.9","7.9","7.9","4.9"
"976","Juwan Johnson","NO","TE","1","2024","1","6","TB","3","7.5","3","48","19.8","16.00","16.00","48.0","100.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"977","Lil'Jordan Humphrey","DEN","WR","1","2024","1","5","LV","2","7.4","2","48","23.3","24.00","24.00","48.0","100.0","0","0.0","0","0","0","6.8","6.8","6.8","4.8"
"978","John Metchie","HST","WR","1","2024","1","17","BLT","7","21.9","5","48","25.3","9.60","6.86","48.0","71.4","0","0.0","1","1","1","9.8","9.8","9.8","4.8"
"979","George Pickens","PIT","WR","1","2024","1","12","CLV","7","24.1","4","48","17.8","12.00","6.86","48.0","57.1","0","0.0","0","1","0","8.8","8.8","8.8","4.8"
"980","Olamide Zaccheaus","WAS","WR","1","2024","1","9","NYG","2","9.1","2","48","23.0","24.00","24.00","48.0","100.0","0","0.0","0","0","0","6.8","6.8","6.8","4.8"
"981","Brandin Cooks","DAL","WR","1","2024","1","16","TB","3","8.6","3","48","16.4","16.00","16.00","48.0","100.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"982","Jonnu Smith","MIA","TE","1","2024","1","15","HST","11","27.5","9","48","24.5","5.33","4.36","48.0","81.8","1","100.0","1","2","0","19.8","19.8","19.8","10.8"
"983","Justin Jefferson","MIN","WR","1","2024","1","10","JAX","9","23.7","5","48","19.9","9.60","5.33","48.0","55.6","0","0.0","1","3","0","9.8","9.8","9.8","4.8"
"984","Jayden Reed","GB","WR","1","2024","1","18","CHI","2","8.0","2","48","23.4","24.00","24.00","48.0","100.0","0","0.0","0","0","0","6.1","6.1","6.1","4.1"
"985","Allen Lazard","NYJ","WR","1","2024","1","3","NE","3","8.6","3","48","17.1","16.00","16.00","48.0","100.0","1","50.0","1","1","0","13.8","13.8","13.8","10.8"
"986","Brandon Aiyuk","SF","WR","1","2024","1","4","NE","5","18.5","2","48","16.7","24.00","9.60","48.0","40.0","0","0.0","0","0","0","6.8","6.8","6.8","4.8"
"987","Theo Johnson","NYG","TE","1","2024","1","5","SEA","5","14.7","5","48","18.7","9.60","9.60","48.0","100.0","0","0.0","0","0","0","9.8","9.8","9.8","4.8"
"988","James Cook","BUF","RB","1","2024","1","3","JAX","5","16.1","4","48","18.0","12.00","9.60","48.0","80.0","0","0.0","0","0","0","18.7","18.7","18.7","14.7"
"989","Juwan Johnson","NO","TE","1","2024","1","8","LAC","4","9.5","3","48","17.1","16.00","12.00","48.0","75.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"990","Sam LaPorta","DET","TE","1","2024","1","8","TEN","6","31.6","6","48","51.1","8.00","8.00","48.0","100.0","1","25.0","2","4","0","16.8","16.8","16.8","10.8"
"991","Quentin Johnston","LAC","WR","1","2024","1","11","CIN","8","22.2","2","48","16.2","24.00","6.00","48.0","25.0","1","50.0","0","0","0","12.8","12.8","12.8","10.8"
"992","Dontayvion Wicks","GB","WR","1","2024","1","7","HST","6","18.2","3","48","21.8","16.00","8.00","48.0","50.0","1","33.3","0","1","0","13.8","13.8","13.8","10.8"
"993","Brian Thomas","JAX","WR","1","2024","1","3","BUF","9","19.6","5","48","24.0","9.60","5.33","48.0","55.6","0","0.0","0","0","0","9.8","9.8","9.8","4.8"
"994","Nikko Remigio","KC","WR","1","2024","1","18","DEN","6","35.3","2","48","49.0","24.00","8.00","48.0","33.3","0","0.0","0","0","0","6.8","6.8","6.8","4.8"
"995","Javonte Williams","DEN","RB","1","2024","1","2","PIT","5","14.3","5","48","19.5","9.60","9.60","48.0","100.0","0","0.0","0","0","0","11.5","11.5","11.5","6.5"
"996","Quentin Johnston","LAC","WR","1","2024","1","14","KC","7","23.3","5","48","22.5","9.60","6.86","48.0","71.4","1","100.0","1","1","0","15.8","15.8","15.8","10.8"
"997","Quentin Johnston","LAC","WR","1","2024","1","17","NE","7","17.5","5","48","17.1","9.60","6.86","48.0","71.4","0","0.0","0","0","0","9.8","9.8","9.8","4.8"
"998","DK Metcalf","SEA","WR","1","2024","1","6","SF","12","23.1","3","48","15.4","16.00","4.00","48.0","25.0","0","0.0","2","3","0","7.8","7.8","7.8","4.8"
"999","Malik Washington","MIA","WR","1","2024","1","18","NYJ","5","12.2","4","48","21.1","12.00","9.60","48.0","80.0","0","0.0","0","0","0","8.8","8.8","8.8","4.8"
"1000","Tutu Atwell","LA","WR","1","2024","1","2","ARZ","4","14.8","3","48","22.2","16.00","12.00","48.0","75.0","0","0.0","0","0","0","7.8","7.8","7.8","4.8"
"1001","Tim Patrick","DET","WR","1","2024","1","13","CHI","3","8.8","2","48","21.7","24.00","16.00","48.0","66.7","0","0.0","0","1","0","6.8","6.8","6.8","4.8"
"1002","Brandon Aiyuk","SF","WR","1","2024","1","3","LA","10","33.3","5","48","16.4","9.60","4.80","48.0","50.0","0","0.0","1","1","0","9.8","9.8","9.8","4.8"
"1003","Tyreek Hill","MIA","WR","1","2024","1","12","NE","6","15.0","5","48","15.1","9.60","8.00","48.0","83.3","0","0.0","1","2","0","9.8","9.8","9.8","4.8"
"1004","Pat Freiermuth","PIT","TE","1","2024","1","14","CLV","3","11.5","3","48","30.4","16.00","16.00","48.0","100.0","1","50.0","0","2","0","13.8","13.8","13.8","10.8"
"1005","Sterling Shepard","TB","WR","1","2024","1","9","KC","5","16.1","4","48","24.0","12.00","9.60","48.0","80.0","0","0.0","0","1","0","10.9","10.9","10.9","6.9"
"1006","Nick Westbrook-Ikhine","TEN","WR","1","2024","1","12","HST","5","20.0","2","48","17.3","24.00","9.60","48.0","40.0","1","50.0","0","0","0","12.8","12.8","12.8","10.8"
"1007","Marvin Harrison","ARZ","WR","1","2024","1","12","SEA","5","13.5","3","47","16.5","15.67","9.40","47.0","60.0","0","0.0","0","1","0","7.7","7.7","7.7","4.7"
"1008","Dalton Kincaid","BUF","TE","1","2024","1","4","BLT","7","22.6","5","47","25.8","9.40","6.71","47.0","71.4","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1009","Wan'Dale Robinson","NYG","WR","1","2024","1","12","TB","5","15.6","5","47","24.5","9.40","9.40","47.0","100.0","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1010","Isaiah Likely","BLT","TE","1","2024","1","8","CLV","4","10.5","4","47","16.3","11.75","11.75","47.0","100.0","0","0.0","1","1","0","8.7","8.7","8.7","4.7"
"1011","CeeDee Lamb","DAL","WR","1","2024","1","9","ATL","12","24.0","8","47","19.0","5.88","3.92","47.0","66.7","0","0.0","0","0","0","16.2","16.2","16.2","8.2"
"1012","Foster Moreau","NO","TE","1","2024","1","17","LV","5","13.9","3","47","21.6","15.67","9.40","47.0","60.0","1","100.0","0","0","0","13.7","13.7","13.7","10.7"
"1013","Kylen Granson","IND","TE","1","2024","1","15","DEN","4","10.5","3","47","27.3","15.67","11.75","47.0","75.0","0","0.0","0","1","0","7.7","7.7","7.7","4.7"
"1014","Zach Ertz","WAS","TE","1","2024","1","11","PHI","7","21.9","6","47","24.6","7.83","6.71","47.0","85.7","1","100.0","2","2","0","18.7","18.7","18.7","12.7"
"1015","Kayshon Boutte","NE","WR","1","2024","1","10","CHI","6","24.0","4","47","25.5","11.75","7.83","47.0","66.7","0","0.0","0","0","0","8.7","8.7","8.7","4.7"
"1016","Austin Ekeler","WAS","RB","1","2024","1","2","NYG","3","10.3","3","47","20.8","15.67","15.67","47.0","100.0","0","0.0","0","0","0","11.5","11.5","11.5","8.5"
"1017","Saquon Barkley","PHI","RB","1","2024","1","12","LA","4","18.2","4","47","26.3","11.75","11.75","47.0","100.0","0","0.0","0","2","0","46.2","46.2","46.2","42.2"
"1018","Austin Ekeler","WAS","RB","1","2024","1","6","BLT","5","14.3","4","47","17.5","11.75","9.40","47.0","80.0","0","0.0","0","0","0","10.8","10.8","10.8","6.8"
"1019","Cade Otton","TB","TE","1","2024","1","3","DEN","8","24.2","7","47","28.8","6.71","5.88","47.0","87.5","0","0.0","0","1","1","10.7","10.7","10.7","3.7"
"1020","Jermaine Burton","CIN","WR","1","2024","1","2","KC","2","5.6","1","47","18.2","47.00","23.50","47.0","50.0","0","0.0","0","0","0","5.7","5.7","5.7","4.7"
"1021","Davante Adams","NYJ","WR","1","2024","1","17","BUF","6","18.8","5","47","24.1","9.40","7.83","47.0","83.3","0","0.0","0","0","0","9.7","9.7","9.7","4.7"
"1022","Xavier Worthy","KC","WR","1","2024","1","1","BLT","3","10.7","2","47","16.2","23.50","15.67","47.0","66.7","1","100.0","0","1","0","20.8","20.8","20.8","18.8"
"1023","D'Andre Swift","CHI","RB","1","2024","1","5","CAR","2","6.9","2","47","15.5","23.50","23.50","47.0","100.0","0","0.0","0","0","0","20.0","20.0","20.0","18.0"
"1024","Will Dissly","LAC","TE","1","2024","1","12","BLT","4","11.1","4","47","21.6","11.75","11.75","47.0","100.0","0","0.0","0","0","0","8.7","8.7","8.7","4.7"
"1025","Greg Dortch","ARZ","WR","1","2024","1","18","SF","4","11.4","4","47","19.4","11.75","11.75","47.0","100.0","2","50.0","1","2","0","21.4","21.4","21.4","17.4"
"1026","Mike Gesicki","CIN","TE","1","2024","1","3","WAS","5","13.2","4","47","14.5","11.75","9.40","47.0","80.0","0","0.0","0","0","0","8.7","8.7","8.7","4.7"
"1027","Dare Ogunbowale","HST","RB","1","2024","1","4","JAX","4","10.0","4","47","13.6","11.75","11.75","47.0","100.0","1","50.0","1","1","0","15.4","15.4","15.4","11.4"
"1028","Greg Dortch","ARZ","WR","1","2024","1","1","BUF","8","25.8","6","47","29.0","7.83","5.88","47.0","75.0","0","0.0","0","1","0","11.1","11.1","11.1","5.1"
"1029","Ameer Abdullah","LV","RB","1","2024","1","16","JAX","6","15.8","5","47","18.3","9.40","7.83","47.0","83.3","0","0.0","0","0","0","19.5","19.5","19.5","14.5"
"1030","Colby Parkinson","LA","TE","1","2024","1","1","DET","5","10.2","4","47","14.8","11.75","9.40","47.0","80.0","0","0.0","0","0","0","8.7","8.7","8.7","4.7"
"1031","Dallas Goedert","PHI","TE","1","2024","2","1","GB","6","28.6","4","47","35.9","11.75","7.83","47.0","66.7","1","50.0","0","0","0","14.7","14.7","14.7","10.7"
"1032","Cedric Tillman","CLV","WR","1","2024","1","11","NO","8","17.0","3","47","11.9","15.67","5.88","47.0","37.5","0","0.0","0","1","0","7.7","7.7","7.7","4.7"
"1033","Dalton Kincaid","BUF","TE","1","2024","2","1","DEN","3","11.5","3","47","17.3","15.67","15.67","47.0","100.0","0","0.0","0","0","0","7.7","7.7","7.7","4.7"
"1034","Brian Thomas","JAX","WR","1","2024","1","1","MIA","4","19.0","4","47","29.0","11.75","11.75","47.0","100.0","1","100.0","0","1","0","14.7","14.7","14.7","10.7"
"1035","Zay Jones","ARZ","WR","1","2024","1","18","SF","5","14.3","4","46","19.0","11.50","9.20","46.0","80.0","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1036","Jahmyr Gibbs","DET","RB","1","2024","1","17","SF","4","11.8","4","46","15.2","11.50","11.50","46.0","100.0","0","0.0","0","0","0","26.3","26.3","26.3","22.3"
"1037","Michael Pittman","IND","WR","1","2024","1","11","NYJ","7","23.3","5","46","16.9","9.20","6.57","46.0","71.4","0","0.0","1","1","0","9.6","9.6","9.6","4.6"
"1038","Khalil Shakir","BUF","WR","1","2024","2","3","KC","7","20.6","6","46","19.4","7.67","6.57","46.0","85.7","0","0.0","0","0","0","10.6","10.6","10.6","4.6"
"1039","Bijan Robinson","ATL","RB","1","2024","1","4","NO","4","11.4","4","46","19.3","11.50","11.50","46.0","100.0","0","0.0","0","0","0","11.4","11.4","11.4","7.4"
"1040","Jaylen Waddle","MIA","WR","1","2024","1","5","NE","8","25.8","4","46","23.7","11.50","5.75","46.0","50.0","0","0.0","0","1","0","8.6","8.6","8.6","4.6"
"1041","Tyler Lockett","SEA","WR","1","2024","1","3","MIA","7","20.6","5","46","15.9","9.20","6.57","46.0","71.4","0","0.0","0","0","0","9.6","9.6","9.6","4.6"
"1042","Aaron Jones","MIN","RB","1","2024","1","4","GB","5","17.9","4","46","16.7","11.50","9.20","46.0","80.0","0","0.0","0","3","0","17.9","17.9","17.9","13.9"
"1043","Tyler Higbee","LA","TE","1","2024","1","18","SEA","7","17.1","5","46","13.8","9.20","6.57","46.0","71.4","1","50.0","2","3","0","15.6","15.6","15.6","10.6"
"1044","Aaron Jones","MIN","RB","1","2024","1","3","HST","6","21.4","5","46","25.4","9.20","7.67","46.0","83.3","1","25.0","2","3","0","25.8","25.8","25.8","20.8"
"1045","D.J. Moore","CHI","WR","1","2024","1","15","MIN","8","25.0","8","46","23.5","5.75","5.75","46.0","100.0","0","0.0","0","0","0","15.0","15.0","15.0","7.0"
"1046","Jayden Reed","GB","WR","1","2024","2","1","PHI","4","12.1","4","46","21.7","11.50","11.50","46.0","100.0","0","0.0","0","0","0","8.6","8.6","8.6","4.6"
"1047","Marquise Brown","KC","WR","1","2024","1","17","PIT","7","18.4","4","46","14.4","11.50","6.57","46.0","57.1","0","0.0","0","1","0","8.6","8.6","8.6","4.6"
"1048","Andrei Iosivas","CIN","WR","1","2024","1","11","LAC","3","6.0","3","46","12.9","15.33","15.33","46.0","100.0","0","0.0","0","0","0","7.6","7.6","7.6","4.6"
"1049","Jonnu Smith","MIA","TE","1","2024","1","9","BUF","6","21.4","5","46","19.9","9.20","7.67","46.0","83.3","0","0.0","1","1","0","9.6","9.6","9.6","4.6"
"1050","Parker Washington","JAX","WR","1","2024","1","8","GB","4","12.5","3","46","14.9","15.33","11.50","46.0","75.0","0","0.0","0","1","0","7.6","7.6","7.6","4.6"
"1051","Xavier Worthy","KC","WR","1","2024","1","12","CAR","6","16.2","4","46","17.1","11.50","7.67","46.0","66.7","0","0.0","0","1","0","9.1","9.1","9.1","5.1"
"1052","Demario Douglas","NE","WR","1","2024","1","17","LAC","5","20.8","4","46","40.0","11.50","9.20","46.0","80.0","1","100.0","0","0","0","14.6","14.6","14.6","10.6"
"1053","Kayshon Boutte","NE","WR","1","2024","1","8","NYJ","6","20.0","3","46","29.7","15.33","7.67","46.0","50.0","0","0.0","1","2","0","7.6","7.6","7.6","4.6"
"1054","Xavier Worthy","KC","WR","1","2024","1","15","CLV","11","27.5","6","46","25.7","7.67","4.18","46.0","54.5","0","0.0","0","2","0","19.6","19.6","19.6","13.6"
"1055","Darnell Mooney","ATL","WR","1","2024","1","7","SEA","7","19.4","5","46","18.7","9.20","6.57","46.0","71.4","0","0.0","0","1","0","9.6","9.6","9.6","4.6"
"1056","Ray-Ray McCloud","ATL","WR","1","2024","1","11","DEN","6","19.4","6","46","23.4","7.67","7.67","46.0","100.0","0","0.0","0","0","0","10.6","10.6","10.6","4.6"
"1057","Ladd McConkey","LAC","WR","1","2024","1","7","ARZ","7","17.9","5","46","13.2","9.20","6.57","46.0","71.4","0","0.0","0","0","1","9.6","9.6","9.6","4.6"
"1058","Brock Bowers","LV","TE","1","2024","1","9","CIN","6","18.2","5","45","22.7","9.00","7.50","45.0","83.3","1","100.0","0","0","0","15.5","15.5","15.5","10.5"
"1059","Marvin Harrison","ARZ","WR","1","2024","1","4","WAS","6","27.3","5","45","31.7","9.00","7.50","45.0","83.3","1","100.0","1","1","0","15.5","15.5","15.5","10.5"
"1060","Dalton Schultz","HST","TE","1","2024","1","16","KC","8","20.5","5","45","18.4","9.00","5.63","45.0","62.5","1","50.0","1","2","0","15.5","15.5","15.5","10.5"
"1061","Jahmyr Gibbs","DET","RB","1","2024","1","16","CHI","5","15.6","4","45","13.4","11.25","9.00","45.0","80.0","0","0.0","0","0","0","25.4","25.4","25.4","21.4"
"1062","Sam LaPorta","DET","TE","1","2024","1","1","LA","5","17.9","4","45","20.7","11.25","9.00","45.0","80.0","0","0.0","1","1","0","8.5","8.5","8.5","4.5"
"1063","Josh Reynolds","DEN","WR","1","2024","1","1","SEA","8","19.0","5","45","32.6","9.00","5.63","45.0","62.5","0","0.0","0","1","0","9.5","9.5","9.5","4.5"
"1064","Jaylen Waddle","MIA","WR","1","2024","1","8","ARZ","6","15.8","4","45","19.2","11.25","7.50","45.0","66.7","0","0.0","0","0","0","8.5","8.5","8.5","4.5"
"1065","Jonnu Smith","MIA","TE","1","2024","1","10","LA","4","14.3","3","45","21.7","15.00","11.25","45.0","75.0","0","0.0","0","0","0","7.5","7.5","7.5","4.5"
"1066","Bub Means","NO","WR","1","2024","1","6","TB","8","20.0","5","45","18.5","9.00","5.63","45.0","62.5","1","100.0","1","1","0","15.5","15.5","15.5","10.5"
"1067","Mason Tipton","NO","WR","1","2024","1","7","DEN","9","23.1","6","45","21.4","7.50","5.00","45.0","66.7","0","0.0","0","0","0","10.5","10.5","10.5","4.5"
"1068","Tutu Atwell","LA","WR","1","2024","1","14","BUF","3","10.0","3","45","14.1","15.00","15.00","45.0","100.0","0","0.0","0","0","0","7.5","7.5","7.5","4.5"
"1069","Amon-Ra St. Brown","DET","WR","1","2024","1","4","SEA","6","31.6","6","45","15.1","7.50","7.50","45.0","100.0","1","33.3","2","2","0","20.8","20.8","20.8","14.8"
"1070","Simi Fehoko","LAC","WR","1","2024","1","7","ARZ","6","15.4","3","45","12.9","15.00","7.50","45.0","50.0","0","0.0","0","0","0","7.5","7.5","7.5","4.5"
"1071","Tyler Lockett","SEA","WR","1","2024","1","7","ATL","5","17.2","4","45","18.6","11.25","9.00","45.0","80.0","0","0.0","0","1","0","8.5","8.5","8.5","4.5"
"1072","DeVonta Smith","PHI","WR","1","2024","2","3","WAS","4","14.3","4","45","18.3","11.25","11.25","45.0","100.0","0","0.0","0","0","0","8.5","8.5","8.5","4.5"
"1073","Evan Engram","JAX","TE","1","2024","1","9","PHI","10","32.3","5","45","26.6","9.00","4.50","45.0","50.0","0","0.0","0","1","0","11.5","11.5","11.5","6.5"
"1074","Travis Kelce","KC","TE","1","2024","1","14","LAC","6","16.2","5","45","21.4","9.00","7.50","45.0","83.3","0","0.0","0","2","0","9.5","9.5","9.5","4.5"
"1075","Daniel Bellinger","NYG","TE","1","2024","1","14","NO","5","10.2","5","45","19.8","9.00","9.00","45.0","100.0","0","0.0","0","0","0","9.5","9.5","9.5","4.5"
"1076","De'Von Achane","MIA","RB","1","2024","1","14","NYJ","7","14.9","6","45","13.6","7.50","6.43","45.0","85.7","0","0.0","0","2","0","18.9","18.9","18.9","12.9"
"1077","Gabe Davis","JAX","WR","1","2024","1","6","CHI","8","22.2","5","45","18.8","9.00","5.63","45.0","62.5","2","100.0","2","3","0","21.5","21.5","21.5","16.5"
"1078","Marquise Brown","KC","WR","1","2024","1","16","HST","8","19.5","5","45","17.3","9.00","5.63","45.0","62.5","0","0.0","0","1","0","9.5","9.5","9.5","4.5"
"1079","T.J. Hockenson","MIN","TE","1","2024","1","14","ATL","5","17.9","4","45","13.0","11.25","9.00","45.0","80.0","0","0.0","0","2","0","8.5","8.5","8.5","4.5"
"1080","Calvin Ridley","TEN","WR","1","2024","1","13","WAS","6","16.2","2","45","21.2","22.50","7.50","45.0","33.3","0","0.0","0","0","0","6.5","6.5","6.5","4.5"
"1081","George Kittle","SF","TE","1","2024","1","4","NE","4","14.8","4","45","15.6","11.25","11.25","45.0","100.0","1","100.0","0","1","0","14.5","14.5","14.5","10.5"
"1082","Xavier Worthy","KC","WR","1","2024","2","2","HST","6","24.0","5","45","25.4","9.00","7.50","45.0","83.3","0","0.0","1","3","0","8.7","8.7","8.7","3.7"
