"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"1363","Ameer Abdullah","LV","RB","1","2024","1","9","CIN","4","12","12.0","3.00","0","0","0","0","0","100.0","50.0","25.0","","","","","0","0.0","0","0.0","0","0.0","3","9.1","3","14","7.1","4.67","4.67","14.0","100.0","0","0.0","0","0","0","6.4","6.4","5.6","5.6"
"1364","Alvin Kamara","NO","RB","1","2024","1","15","WAS","5","12","12.0","2.40","0","0","0","0","0","80.0","60.0","20.0","","","","","0","0.0","0","0.0","0","0.0","5","15.6","4","58","28.3","14.50","11.60","58.0","80.0","1","50.0","0","0","0","9.9","9.9","17.0","17.0"
"1365","Will Levis","TEN","QB","1","2024","1","3","GB","3","12","12.0","4.00","0","0","2","11","0","100.0","66.7","33.3","","","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","16.6","16.6"
"1366","Bryce Young","CAR","QB","1","2024","1","15","DAL","3","12","12.0","4.00","1","1","2","9","1","100.0","100.0","33.3","","","","","0","0.0","1","100.0","2","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.2","3.2","16.0","16.0"
"1367","Ray Davis","BUF","RB","1","2024","1","16","NE","5","12","12.0","2.40","0","0","0","0","0","40.0","40.0","20.0","","","","","0","0.0","0","0.0","0","0.0","1","3.4","1","17","11.0","17.00","17.00","17.0","100.0","0","0.0","0","0","0","3.9","3.9","3.9","3.9"
"1368","Jeff Wilson","MIA","RB","1","2024","1","16","SF","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.2","1.2"
"1369","Antonio Gibson","NE","RB","1","2024","1","4","SF","6","12","12.0","2.00","0","0","0","0","0","66.7","50.0","16.7","","","","","0","0.0","0","0.0","1","25.0","4","12.5","3","67","39.9","22.33","16.75","67.0","75.0","0","0.0","0","0","0","9.7","9.7","10.9","10.9"
"1370","Jordan Mims","NO","RB","1","2024","1","18","TB","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","3","7.1","3","13","5.4","4.33","4.33","13.0","100.0","0","0.0","0","0","0","5.4","5.4","5.5","5.5"
"1371","Patrick Mahomes","KC","QB","1","2024","1","17","PIT","1","12","12.0","12.00","0","0","1","12","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","26.0","26.0"
"1372","Bryce Young","CAR","QB","1","2024","1","1","NO","4","12","12.0","3.00","1","0","4","12","1","100.0","75.0","","","","","","1","100.0","1","100.0","1","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","11.6","11.6"
"1373","Jordan Whittington","LA","WR","1","2024","1","18","SEA","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","4","9.8","3","86","25.7","28.67","21.50","86.0","75.0","0","0.0","1","1","0","7.7","7.7","12.8","12.8"
"1374","Jaylen Warren","PIT","RB","1","2024","1","15","PHI","4","12","12.0","3.00","0","0","0","0","0","100.0","50.0","25.0","","","","","0","0.0","0","0.0","1","25.0","1","4.5","1","3","2.3","3.00","3.00","3.0","100.0","0","0.0","0","0","0","4.3","4.3","2.5","2.5"
"1375","Tyler Allgeier","ATL","RB","1","2024","1","5","TB","6","12","12.0","2.00","0","0","0","0","0","66.7","33.3","33.3","","","","","0","0.0","1","100.0","1","25.0","3","5.1","3","13","2.6","4.33","4.33","13.0","100.0","0","0.0","0","0","0","8.2","8.2","5.5","5.5"
"1376","Kalif Raymond","DET","WR","1","2024","1","1","LA","1","12","12.0","12.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.2","1.2"
"1377","Drake Maye","NE","QB","1","2024","1","3","NYJ","2","12","12.0","6.00","0","0","2","12","0","100.0","50.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","2.1","2.1"
"1378","Ashton Dulin","IND","WR","1","2024","1","7","MIA","1","12","12.0","12.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.4","1.4","1.2","1.2"
"1379","Dalvin Cook","DAL","RB","1","2024","1","8","SF","6","12","12.0","2.00","0","0","0","0","0","83.3","33.3","","","","","","0","0.0","0","0.0","0","0.0","1","2.6","1","10","4.1","10.00","10.00","10.0","100.0","0","0.0","0","0","0","4.4","4.4","3.2","3.2"
"1380","Brock Purdy","SF","QB","1","2024","1","2","MIN","2","12","12.0","6.00","0","0","2","12","0","100.0","50.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","16.0","16.0"
"1381","Baker Mayfield","TB","QB","1","2024","1","14","LV","2","12","12.0","6.00","0","0","2","12","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","22.0","22.0"
"1382","Mitchell Trubisky","BUF","QB","1","2024","1","18","NE","4","12","12.0","3.00","0","1","1","8","0","50.0","50.0","25.0","","","","","0","0.0","1","14.3","1","10.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.8","2.8","9.2","9.2"
"1383","Emari Demercado","ARZ","RB","1","2024","1","13","MIN","3","12","12.0","4.00","0","0","0","0","0","100.0","66.7","33.3","","","","","0","0.0","0","0.0","0","0.0","1","2.2","1","3","1.2","3.00","3.00","3.0","100.0","0","0.0","0","1","0","3.8","3.8","2.5","2.5"
"1384","Tyreek Hill","MIA","WR","1","2024","1","2","BUF","1","12","12.0","12.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","6","15.4","3","24","10.7","8.00","4.00","24.0","50.0","0","0.0","0","0","0","9.4","9.4","6.6","6.6"
"1385","Justin Herbert","LAC","QB","1","2024","1","17","NE","3","12","12.0","4.00","0","0","2","11","0","100.0","66.7","33.3","","","","","0","0.0","1","25.0","1","11.1","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","24.4","24.4"
"1386","Taylor Heinicke","LAC","QB","1","2024","1","14","KC","1","12","12.0","12.00","0","0","1","12","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.2","1.2"
"1387","Audric Estime","DEN","RB","1","2024","1","13","CLV","3","12","12.0","4.00","0","0","0","0","0","66.7","66.7","66.7","","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","1.2","1.2"
"1388","Dare Ogunbowale","HST","RB","1","2024","1","17","BLT","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","1","3.1","1","6","3.2","6.00","6.00","6.0","100.0","0","0.0","0","1","0","3.3","3.3","2.8","2.8"
"1389","Jaleel McLaughlin","DEN","RB","1","2024","1","10","KC","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.2","1.2"
"1390","Austin Ekeler","WAS","RB","1","2024","1","18","DAL","3","12","12.0","4.00","0","0","0","0","0","66.7","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","2","6.5","2","20","10.1","10.00","10.00","20.0","100.0","0","0.0","0","0","0","4.4","4.4","5.2","5.2"
"1391","Caleb Williams","CHI","QB","1","2024","1","4","LA","5","12","12.0","2.40","0","0","0","0","0","60.0","40.0","40.0","","","","","0","0.0","0","0.0","3","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.0","5.0","11.5","11.5"
"1392","JaMycal Hasty","NE","RB","1","2024","1","6","HST","3","12","12.0","4.00","0","0","0","0","0","100.0","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","2","6.1","1","9","3.7","9.00","4.50","9.0","50.0","0","0.0","0","0","0","4.4","4.4","3.1","3.1"
"1393","Dak Prescott","DAL","QB","1","2024","1","2","NO","2","12","12.0","6.00","0","0","1","8","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","14.9","14.9"
"1394","Isiah Pacheco","KC","RB","1","2024","2","3","BUF","5","12","12.0","2.40","0","0","0","0","0","100.0","40.0","20.0","","","","","1","50.0","1","33.3","1","12.5","2","7.7","2","12","4.9","6.00","6.00","12.0","100.0","0","0.0","0","0","0","6.3","6.3","4.4","4.4"
"1395","Devin Singletary","NYG","RB","1","2024","1","16","ATL","4","12","12.0","3.00","0","0","0","0","0","75.0","75.0","25.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","1.2","1.2"
"1396","Brock Bowers","LV","TE","1","2024","1","4","CLV","1","12","12.0","12.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","3","12.5","2","19","14.6","9.50","6.33","19.0","66.7","0","0.0","0","0","0","4.9","4.9","5.1","5.1"
"1397","Kenneth Walker","SEA","RB","1","2024","1","8","BUF","9","12","12.0","1.33","0","0","0","0","0","66.7","33.3","11.1","","","","","2","28.6","3","37.5","3","37.5","4","13.8","4","33","15.6","8.25","8.25","33.0","100.0","0","0.0","0","0","0","12.9","12.9","8.5","8.5"
"1398","C.J. Stroud","HST","QB","1","2024","1","3","MIN","3","12","12.0","4.00","0","0","3","12","0","100.0","66.7","33.3","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","11.8","11.8"
"1399","Justice Hill","BLT","RB","1","2024","2","1","PIT","6","12","12.0","2.00","0","0","0","0","0","66.7","66.7","33.3","","","","","0","0.0","0","0.0","1","20.0","4","19.0","4","13","7.4","3.25","3.25","13.0","100.0","1","50.0","1","1","0","10.5","10.5","12.5","12.5"
"1400","Brock Purdy","SF","QB","1","2024","1","17","DET","3","12","12.0","4.00","1","0","1","9","1","100.0","33.3","33.3","","","","","1","50.0","3","42.9","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.1","4.1","32.3","32.3"
"1401","Zach Charbonnet","SEA","RB","1","2024","1","1","DEN","8","12","12.0","1.50","0","0","0","0","0","50.0","37.5","12.5","","","","","0","0.0","0","0.0","0","0.0","2","8.0","2","29","17.0","14.50","14.50","29.0","100.0","1","100.0","0","0","0","6.9","6.9","12.1","12.1"
"1402","Patrick Mahomes","KC","QB","1","2024","1","4","LAC","5","12","12.0","2.40","0","0","2","15","0","40.0","20.0","20.0","20.0","","","","0","0.0","0","0.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.3","3.3","14.0","14.0"
"1403","Javonte Williams","DEN","RB","1","2024","1","3","TB","5","12","12.0","2.40","0","1","0","0","0","80.0","40.0","20.0","","","","","2","40.0","2","40.0","2","33.3","4","11.1","4","29","13.4","7.25","7.25","29.0","100.0","0","0.0","0","1","0","10.9","10.9","7.1","7.1"
"1404","Justin Herbert","LAC","QB","1","2024","1","14","KC","4","12","12.0","3.00","0","0","2","9","0","100.0","25.0","25.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","13.7","13.7"
"1405","Isaiah Davis","NYJ","RB","1","2024","1","16","LA","3","12","12.0","4.00","0","0","0","0","0","100.0","33.3","33.3","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","1.2","1.2"
"1406","Jamaal Williams","NO","RB","1","2024","1","17","LV","2","12","12.0","6.00","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","1","2.8","1","12","5.5","12.00","12.00","12.0","100.0","0","0.0","0","0","0","2.5","2.5","3.4","3.4"
"1407","Derek Carr","NO","QB","1","2024","1","13","LA","2","12","12.0","6.00","0","0","2","12","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","14.6","14.6"
"1408","Carson Steele","KC","RB","1","2024","1","5","NO","5","12","12.0","2.40","0","1","0","0","0","80.0","60.0","60.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","1.2","1.2"
"1409","Isaiah Davis","NYJ","RB","1","2024","1","7","PIT","1","12","12.0","12.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.2","1.2"
"1410","Aidan O'Connell","LV","QB","1","2024","1","16","JAX","7","12","12.0","1.71","0","0","1","13","0","57.1","42.9","14.3","14.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","11.5","11.5"
"1411","Puka Nacua","LA","WR","1","2024","1","15","SF","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","8","29.6","7","97","60.6","13.86","12.13","97.0","87.5","0","0.0","0","1","0","13.6","13.6","17.8","17.8"
"1412","Brock Purdy","SF","QB","1","2024","1","4","NE","5","11","11.0","2.20","0","2","2","12","0","40.0","40.0","40.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","15.6","15.6"
"1413","Davis Mills","HST","QB","1","2024","1","18","TEN","3","11","11.0","3.67","0","0","1","9","0","66.7","66.7","33.3","","","","","0","0.0","1","20.0","3","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.1","4.1","6.2","6.2"
"1414","Jameson Williams","DET","WR","1","2024","1","6","DAL","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","4","14.8","3","76","22.8","25.33","19.00","76.0","75.0","1","33.3","0","0","0","6.4","6.4","17.7","17.7"
"1415","Tre Tucker","LV","WR","1","2024","1","13","KC","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","1","2.9","1","58","17.1","58.00","58.00","58.0","100.0","1","50.0","0","0","0","2.0","2.0","13.9","13.9"
"1416","Tre Tucker","LV","WR","1","2024","1","7","LA","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","1","33.3","7","15.9","3","36","17.5","12.00","5.14","36.0","42.9","0","0.0","0","0","0","11.7","11.7","7.7","7.7"
"1417","Jake Haener","NO","QB","1","2024","1","5","KC","2","11","11.0","5.50","0","0","2","11","0","100.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.8","1.8"
"1418","Gus Edwards","LAC","RB","1","2024","1","12","BLT","9","11","11.0","1.22","1","0","0","0","0","55.6","44.4","11.1","","","","","1","50.0","1","33.3","1","33.3","1","2.8","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.8","6.8","7.1","7.1"
"1419","Julius Chestnut","TEN","RB","1","2024","1","18","HST","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.1","1.1"
"1420","Brock Purdy","SF","QB","1","2024","1","14","CHI","5","11","11.0","2.20","0","0","1","5","0","80.0","40.0","20.0","","","","","1","25.0","2","33.3","2","22.2","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.2","4.2","22.1","22.1"
"1421","Jordan Mims","NO","RB","1","2024","1","1","CAR","4","11","11.0","2.75","0","0","0","0","0","75.0","50.0","25.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","1.1","1.1"
"1422","Sam Darnold","MIN","QB","1","2024","1","5","NYJ","5","11","11.0","2.20","0","1","1","10","0","40.0","40.0","20.0","20.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","6.3","6.3"
"1423","Blake Corum","LA","RB","1","2024","1","7","LV","3","11","11.0","3.67","0","0","0","0","0","100.0","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","1.1","1.1"
"1424","KaVontae Turpin","DAL","WR","1","2024","1","16","TB","3","11","11.0","3.67","0","0","0","0","0","33.3","33.3","33.3","33.3","","","","0","0.0","0","0.0","1","33.3","1","2.9","1","7","2.4","7.00","7.00","7.0","100.0","0","0.0","0","0","0","3.8","3.8","2.8","2.8"
"1425","Chase Brown","CIN","RB","1","2024","1","1","NE","3","11","11.0","3.67","0","0","0","0","0","66.7","66.7","33.3","","","","","0","0.0","0","0.0","1","25.0","3","10.3","3","12","7.3","4.00","4.00","12.0","100.0","0","0.0","0","0","0","6.8","6.8","5.3","5.3"
"1426","Braelon Allen","NYJ","RB","1","2024","1","13","SEA","5","11","11.0","2.20","0","0","0","0","0","80.0","60.0","","","","","","0","0.0","0","0.0","0","0.0","2","5.1","2","16","8.6","8.00","8.00","16.0","100.0","0","0.0","0","0","0","5.4","5.4","4.7","4.7"
"1427","Ray Davis","BUF","RB","1","2024","1","11","KC","5","11","11.0","2.20","0","0","0","0","0","80.0","20.0","20.0","","","","","0","0.0","0","0.0","2","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.2","4.2","1.1","1.1"
"1428","Sean Tucker","TB","RB","1","2024","1","9","KC","3","11","11.0","3.67","0","0","0","0","0","100.0","100.0","33.3","","","","","0","0.0","0","0.0","0","0.0","1","3.2","1","6","3.0","6.00","6.00","6.0","100.0","0","0.0","0","0","0","3.0","3.0","2.7","2.7"
"1429","Kameron Johnson","TB","WR","1","2024","1","17","CAR","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.1","1.1"
"1430","Spencer Rattler","NO","QB","1","2024","1","18","TB","1","11","11.0","11.00","0","0","1","11","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","14.7","14.7"
"1431","Deuce Vaughn","DAL","RB","1","2024","1","2","NO","4","11","11.0","2.75","0","0","0","0","0","100.0","50.0","","","","","","0","0.0","0","0.0","1","33.3","1","2.4","1","6","2.0","6.00","6.00","6.0","100.0","0","0.0","0","0","0","4.3","4.3","2.7","2.7"
"1432","Sam Darnold","MIN","QB","1","2024","1","16","SEA","5","11","11.0","2.20","0","0","2","14","0","40.0","40.0","40.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","22.9","22.9"
"1433","Zack Moss","CIN","RB","1","2024","1","8","PHI","5","11","11.0","2.20","0","1","0","0","0","80.0","60.0","","","","","","1","50.0","1","50.0","1","33.3","4","10.8","4","28","12.0","7.00","7.00","28.0","100.0","0","0.0","0","1","0","10.0","10.0","7.9","7.9"
"1434","Darius Slayton","NYG","WR","1","2024","1","9","WAS","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","1","20.0","3","11.5","3","49","28.2","16.33","16.33","49.0","100.0","0","0.0","0","0","0","5.8","5.8","9.0","9.0"
"1435","Kyler Murray","ARZ","QB","1","2024","1","15","NE","5","11","11.0","2.20","0","0","4","11","0","80.0","40.0","","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","10.1","10.1"
"1436","Hassan Haskins","LAC","RB","1","2024","1","2","CAR","3","11","11.0","3.67","0","0","0","0","0","100.0","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","1.1","1.1"
"1437","Ray Davis","BUF","RB","1","2024","1","4","BLT","7","11","11.0","1.57","0","0","0","0","0","71.4","28.6","14.3","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","1.1","1.1"
"1438","Velus Jones","CHI","WR","1","2024","1","1","TEN","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","1","3.4","1","8","8.6","8.00","8.00","8.0","100.0","0","0.0","0","0","0","2.5","2.5","2.9","2.9"
"1439","Jalen McMillan","TB","WR","1","2024","1","7","BLT","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","8","17.8","3","15","4.1","5.00","1.88","15.0","37.5","0","0.0","2","2","0","14.0","14.0","5.6","5.6"
"1440","Mike Boone","CAR","RB","1","2024","1","17","TB","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","2","7.1","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.9","3.9","1.1","1.1"
"1441","Jamaal Williams","NO","RB","1","2024","1","4","ATL","3","11","11.0","3.67","0","0","0","0","0","100.0","100.0","","","","","","0","0.0","1","12.5","1","9.1","2","5.6","2","8","3.3","4.00","4.00","8.0","100.0","0","0.0","0","0","0","5.3","5.3","3.9","3.9"
"1442","Brock Purdy","SF","QB","1","2024","1","1","NYJ","1","11","11.0","11.00","0","0","1","11","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","10.3","10.3"
"1443","Tyreek Hill","MIA","WR","1","2024","1","10","LA","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","4","14.3","3","16","7.7","5.33","4.00","16.0","75.0","1","100.0","1","1","0","7.7","7.7","11.7","11.7"
"1444","Samaje Perine","KC","RB","1","2024","1","15","CLV","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","1","2.5","1","23","12.8","23.00","23.00","23.0","100.0","0","0.0","0","0","0","2.0","2.0","4.4","4.4"
"1445","Dare Ogunbowale","HST","RB","1","2024","1","10","DET","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.1","1.1"
"1446","Chris Brooks","GB","RB","1","2024","1","12","SF","4","11","11.0","2.75","0","0","0","0","0","100.0","50.0","25.0","","","","","0","0.0","1","12.5","3","23.1","1","4.3","1","15","9.2","15.00","15.00","15.0","100.0","0","0.0","0","0","0","6.0","6.0","3.6","3.6"
"1447","Joe Burrow","CIN","QB","1","2024","1","9","LV","3","11","11.0","3.67","0","0","1","10","0","66.7","33.3","33.3","33.3","","","","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","30.1","30.1"
"1448","Kimani Vidal","LAC","RB","1","2024","1","6","DEN","4","11","11.0","2.75","0","0","0","0","0","75.0","50.0","25.0","","","","","0","0.0","1","33.3","1","20.0","2","5.9","2","40","16.9","20.00","20.00","40.0","100.0","1","100.0","0","0","0","5.8","5.8","13.1","13.1"
"1449","Devin Singletary","NYG","RB","1","2024","1","8","PIT","2","11","11.0","5.50","0","0","0","0","0","100.0","100.0","50.0","","","","","0","0.0","0","0.0","0","0.0","3","7.9","2","12","4.5","6.00","4.00","12.0","66.7","0","0.0","0","0","0","5.4","5.4","4.3","4.3"
"1450","Ja'Marr Chase","CIN","WR","1","2024","1","7","CLV","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","6","24.0","5","55","30.4","11.00","9.17","55.0","83.3","1","50.0","0","1","0","10.2","10.2","17.6","17.6"
"1451","Jacoby Brissett","NE","QB","1","2024","1","8","NYJ","3","11","11.0","3.67","0","1","1","14","0","33.3","33.3","33.3","33.3","","","","1","25.0","1","20.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","8.4","8.4"
"1452","Emanuel Wilson","GB","RB","1","2024","1","7","HST","5","11","11.0","2.20","0","0","0","0","0","80.0","40.0","20.0","","","","","0","0.0","0","0.0","1","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.3","3.3","1.1","1.1"
"1453","Baker Mayfield","TB","QB","1","2024","1","8","ATL","3","11","11.0","3.67","0","1","1","10","0","66.7","33.3","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","24.3","24.3"
"1454","Kenny McIntosh","SEA","RB","1","2024","1","3","MIA","3","11","11.0","3.67","0","0","0","0","0","100.0","66.7","33.3","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","1.1","1.1"
"1455","KaVontae Turpin","DAL","WR","1","2024","1","8","SF","1","11","11.0","11.00","0","1","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","3","7.9","1","16","6.6","16.00","5.33","16.0","33.3","0","0.0","0","0","0","4.9","4.9","3.7","3.7"
"1456","Zach Charbonnet","SEA","RB","1","2024","1","5","NYG","2","11","11.0","5.50","0","0","0","0","0","100.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","4","10.0","3","19","6.7","6.33","4.75","19.0","75.0","0","0.0","0","0","0","6.9","6.9","6.0","6.0"
"1457","Brian Thomas","JAX","WR","1","2024","1","13","HST","1","11","11.0","11.00","0","0","0","0","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","10","23.8","4","76","27.5","19.00","7.60","76.0","40.0","1","50.0","1","1","0","16.1","16.1","18.7","18.7"
"1458","Tua Tagovailoa","MIA","QB","1","2024","1","1","JAX","1","11","11.0","11.00","0","0","1","11","0","100.0","100.0","100.0","100.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","18.6","18.6"
