2026 SUPERFLEX DYNASTY RANKINGS,,,,,,,"PLAYERS
RANKED","PLAYERS
RANKED",284,0,0,0,0,0,,"SUPERFLEX RANKS
ARE IN SEQUENCE",,YES,,"SUPERFLEX RANKS
CONTAIN DUPLICATES",NO
,PLAYTER/TEAM INFORMATION,,,,,,,,RANKS,,,,,,,,,,,,
,SFX RANK,SDIO ID,NAME,AGE,EXP,POS,TEAM,AVG RANK,THEO,,,,,,TRADE VALUE,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,,
,85,23132,Bryce Young,24,4,QB,CAR,14.17,85,,,,,,277.8613368,QB27,,,,,
,86,23395,Christian Watson,27,5,WR,GB,14.33,86,,,,,,277.8492308,WR30,,,,,
,87,24974,Marvin Harrison Jr.,23,3,WR,ARI,14.50,87,,,,,,274.3146619,WR31,,,,,
,88,17959,Derrick Henry,32,11,RB,BAL,14.67,88,,,,,,273.168541,RB22,,,,,
,89,22558,Javonte Williams,26,6,RB,DAL,14.83,89,,,,,,270.7025533,RB23,,,,,
,90,23162,Jordan Addison,24,4,WR,MIN,15.00,90,,,,,,270.1103567,WR32,,,,,
,91,23232,Alec Pierce,26,5,WR,IND,15.17,91,,,,,,269.6135675,WR33,,,,,
,92,20873,Terry McLaurin,30,8,WR,WAS,15.33,92,,,,,,269.3367692,WR34,,,,,
,93,26739,Ty Simpson,23,0,QB,LAR,15.50,93,,,,,,269.2079517,QB28,,,,,
,94,19844,DJ Moore,29,9,WR,BUF,15.67,94,,,,,,264.7052995,WR35,,,,,
,95,26755,Kenyon Sadiq,21,0,TE,NYJ,15.83,95,,,,,,262.9075259,TE9,,,,,
,96,24173,Michael Wilson,26,4,WR,ARI,16.00,96,,,,,,262.4798895,WR36,,,,,
,97,25898,Bhayshul Tuten,24,2,RB,JAX,16.17,97,,,,,,258.2064634,RB24,,,,,
,98,26760,Omar Cooper Jr.,22,0,WR,NYJ,16.33,98,,,,,,257.9785543,WR37,,,,,
,99,21684,D'Andre Swift,27,7,RB,CHI,16.50,99,,,,,,254.8384937,RB25,,,,,
,100,25876,Oronde Gadsden,22,2,TE,LAC,16.67,100,,,,,,251.9355925,TE10,,,,,
,101,23242,Michael Penix Jr.,26,3,QB,ATL,16.83,101,,,,,,249.478221,QB29,,,,,
,102,16470,Davante Adams,33,13,WR,LAR,17.00,102,,,,,,248.6892734,WR38,,,,,
,103,26757,Eli Stowers,23,0,TE,PHI,17.17,103,,,,,,246.6236811,TE11,,,,,
,104,24226,Quentin Johnston,24,4,WR,LAC,17.33,104,,,,,,246.0492721,WR39,,,,,
,105,24143,Parker Washington,24,4,WR,JAX,17.50,105,,,,,,242.5990777,WR40,,,,,
,106,23173,Zach Charbonnet,25,4,RB,SEA,17.67,106,,,,,,239.098133,RB26,,,,,
,107,25944,RJ Harvey,25,2,RB,DEN,17.83,107,,,,,,237.4878559,RB27,,,,,
,108,21744,Michael Pittman Jr.,28,7,WR,PIT,18.00,108,,,,,,237.1847833,WR41,,,,,
,109,20882,David Montgomery,28,8,RB,HOU,18.17,109,,,,,,233.6366932,RB28,,,,,
,110,26747,Denzel Boston,22,0,WR,CLE,18.33,110,,,,,,232.9242689,WR42,,,,,
,111,24982,Ricky Pearsall,25,3,WR,SF,18.50,111,,,,,,232.8342118,WR43,,,,,
,112,25952,Kyle Monangai,24,2,RB,CHI,18.67,112,,,,,,231.7997363,RB29,,,,,
,113,22546,Rhamondre Stevenson,28,6,RB,NE,18.83,113,,,,,,230.9287708,RB30,,,,,
,114,25922,Matthew Golden,22,2,WR,GB,19.00,114,,,,,,230.7013765,WR44,,,,,
,115,21691,Chuba Hubbard,26,6,RB,CAR,19.17,115,,,,,,228.9086141,RB31,,,,,
,116,26094,Jayden Higgins,23,2,WR,HOU,19.33,116,,,,,,225.2179379,WR45,,,,,
,117,23479,Jaylen Warren,27,5,RB,PIT,19.50,117,,,,,,224.5929754,RB32,,,,,
,118,20876,Jakobi Meyers,29,8,WR,JAX,19.67,118,,,,,,223.7987212,WR46,,,,,
,119,20875,DK Metcalf,28,8,WR,PIT,19.83,119,,,,,,223.5000306,WR47,,,,,
,120,23170,Wan'Dale Robinson,25,5,WR,TEN,20.00,120,,,,,,222.1139682,WR48,,,,,
,121,16597,Mike Evans,32,13,WR,SF,20.17,121,,,,,,221.8891368,WR49,,,,,
,122,21952,Rico Dowdle,27,7,RB,PIT,20.33,122,,,,,,220.6081191,RB33,,,,,
,123,24116,Blake Corum,25,3,RB,LAR,20.50,123,,,,,,215.1429192,RB34,,,,,
,124,24102,Dalton Kincaid,26,4,TE,BUF,20.67,124,,,,,,214.2803394,TE12,,,,,
,125,19800,Courtland Sutton,30,9,WR,DEN,20.83,125,,,,,,213.6684441,WR50,,,,,
,126,24924,Xavier Worthy,23,3,WR,KC,21.00,126,,,,,,213.5898134,WR51,,,,,
,127,24145,Josh Downs,24,4,WR,IND,21.17,127,,,,,,212.7256024,WR52,,,,,
,128,25886,Jonah Coleman,22,0,RB,DEN,21.33,128,,,,,,211.9107295,RB35,,,,,
,129,23256,Isaiah Likely,26,5,TE,NYG,21.50,129,,,,,,210.8074842,TE13,,,,,
,130,21674,J.K. Dobbins,27,7,RB,DEN,21.67,130,,,,,,210.1275277,RB36,,,,,
,131,20912,Tony Pollard,29,8,RB,TEN,21.83,131,,,,,,210.0433085,RB37,,,,,
,132,14895,Geno Smith,35,14,QB,NYJ,22.00,132,,,,,,208.6792502,QB30,,,,,
,133,23138,Jake Ferguson,27,5,TE,DAL,22.17,133,,,,,,207.8291507,TE14,,,,,
,134,26745,Chris Bell,21,0,WR,MIA,22.33,134,,,,,,206.7372238,WR53,,,,,
,135,19063,George Kittle,32,10,TE,SF,22.50,135,,,,,,205.0253102,TE15,,,,,
,136,23250,Tyler Allgeier,26,5,RB,ARI,22.67,136,,,,,,203.4920597,RB38,,,,,
,137,25092,Tyrone Tracy Jr.,26,3,RB,NYG,22.83,137,,,,,,199.6794348,RB39,,,,,
,138,26859,Antonio Williams,21,0,WR,WAS,23.00,138,,,,,,197.865546,WR54,,,,,
,139,23233,Jayden Reed,26,4,WR,GB,23.17,139,,,,,,197.1233845,WR55,,,,,
,140,24956,J.J. McCarthy,23,3,QB,MIN,23.33,140,,,,,,196.9630476,QB31,,,,,
,141,26056,Travis Hunter,23,2,WR,JAX,23.50,141,,,,,,195.6405888,WR56,,,,,
,142,19863,Dallas Goedert,31,9,TE,PHI,23.67,142,,,,,,194.3267073,TE16,,,,,
,143,24223,Brenton Strange,25,4,TE,JAX,23.83,143,,,,,,192.9459202,TE17,,,,,
,144,25122,Jalen Coker,24,3,WR,CAR,24.00,144,,,,,,192.2730811,WR57,,,,,
,145,20805,T.J. Hockenson,28,8,TE,MIN,24.17,145,,,,,,190.981069,TE18,,,,,
,146,23167,Romeo Doubs,26,5,WR,NE,24.33,146,,,,,,190.7408224,WR58,,,,,
,147,18018,Jacoby Brissett,33,11,QB,ARI,24.50,147,,,,,,186.9482927,QB32,,,,,
,148,27045,Nicholas Singleton,22,0,RB,TEN,24.67,148,,,,,,186.7943272,RB40,,,,,
,149,26731,Chris Brazzell II,22,0,WR,CAR,24.83,149,,,,,,186.5004406,WR59,,,,,
,150,26079,Shedeur Sanders,24,2,QB,CLE,25.00,150,,,,,,185.3782914,QB33,,,,,
,151,23364,Jordan Mason,26,5,RB,MIN,25.17,151,,,,,,181.1704641,RB41,,,,,
,152,23489,Chig Okonkwo,26,5,TE,WAS,25.33,152,,,,,,179.9668448,TE19,,,,,
,153,24944,Jonathon Brooks,22,3,RB,CAR,25.50,153,,,,,,178.3708245,RB42,,,,,
,154,26259,Jacory Croskey-Merritt,25,3,RB,WAS,25.67,154,,,,,,178.2132609,RB43,,,,,
,155,19803,Mark Andrews,30,9,TE,BAL,25.83,155,,,,,,177.4527966,TE20,,,,,
,156,26863,Eli Raridon,22,0,TE,NE,26.00,156,,,,,,174.1618496,TE21,,,,,
,157,21747,Brandon Aiyuk,28,6,WR,SF,26.17,157,,,,,,171.719409,WR60,,,,,
,158,25889,Dylan Sampson,21,2,RB,CLE,26.33,158,,,,,,170.109936,RB44,,,,,
,159,22496,Mac Jones,27,6,QB,SF,26.50,159,,,,,,168.7075364,QB34,,,,,
,160,21738,Juwan Johnson,29,7,TE,NO,26.67,160,,,,,,163.4045631,TE22,,,,,
,161,23227,Khalil Shakir,26,5,WR,BUF,26.83,161,,,,,,161.1106344,WR61,,,,,
,162,23237,Chris Rodriguez Jr.,25,4,RB,JAX,27.00,162,,,,,,160.8217108,RB45,,,,,
,163,26835,Emmett Johnson,22,0,RB,KC,27.17,163,,,,,,159.8334936,RB46,,,,,
,164,23217,Rachaad White,27,5,RB,WAS,27.33,164,,,,,,159.5730151,RB47,,,,,
,165,22562,Kenneth Gainwell,27,6,RB,TB,27.50,165,,,,,,156.1859084,RB48,,,,,
,166,15048,Travis Kelce,36,14,TE,KC,27.67,166,,,,,,154.3146779,TE23,,,,,
,167,21677,Tua Tagovailoa,28,7,QB,ATL,27.83,167,,,,,,152.7319977,QB35,,,,,
,168,17975,Hunter Henry,31,11,TE,NE,28.00,168,,,,,,148.6827926,TE24,,,,,
,169,18880,Chris Godwin Jr.,30,10,WR,TB,28.17,169,,,,,,148.0633799,WR62,,,,,
,170,26750,Germie Bernard,22,0,WR,PIT,28.33,170,,,,,,147.3469674,WR63,,,,,
,171,25098,Jalen McMillan,24,3,WR,TB,28.50,171,,,,,,146.8546851,WR64,,,,,
,172,19920,Dalton Schultz,29,9,TE,HOU,28.67,172,,,,,,146.3204748,TE25,,,,,
,173,26932,Mike Washington Jr.,22,0,RB,LV,28.83,173,,,,,,145.989905,RB49,,,,,
,174,25970,Terrance Ferguson,23,2,TE,LAR,29.00,174,,,,,,145.476195,TE26,,,,,
,175,25939,Kaytron Allen,23,0,RB,WAS,29.17,175,,,,,,144.6039764,RB50,,,,,
,176,24994,Carson Beck,24,0,QB,ARI,29.33,176,,,,,,142.6705244,QB36,,,,,
,177,2593,Aaron Rodgers,42,21,QB,,29.50,177,,,,,,142.0954567,QB37,,,,,
,178,24934,Braelon Allen,22,3,RB,NYJ,29.67,178,,,,,,137.0891233,RB51,,,,,
,179,28053,De'Zhaun Stribling,23,0,WR,SF,29.83,179,,,,,,136.3303001,WR65,,,,,
,180,22492,Justin Fields,27,6,QB,KC,30.00,180,,,,,,136.1831457,QB38,,,,,
,181,26807,Ted Hurst,21,0,WR,TB,30.17,181,,,,,,135.9894692,WR66,,,,,
,182,21717,Jauan Jennings,28,6,WR,MIN,30.33,182,,,,,,133.7998981,WR67,,,,,
,183,26909,Zachariah Branch,22,0,WR,ATL,30.50,183,,,,,,133.6332133,WR68,,,,,
,184,16906,Stefon Diggs,32,11,WR,,30.67,184,,,,,,132.5749587,WR69,,,,,
,185,25914,Jaylin Noel,23,2,WR,HOU,30.83,185,,,,,,131.4805184,WR70,,,,,
,186,26101,Isaac TeSlaa,24,2,WR,DET,31.00,186,,,,,,129.5963213,WR71,,,,,
,187,24123,Tyjae Spears,24,4,RB,TEN,31.17,187,,,,,,128.5128522,RB52,,,,,
,188,25942,Woody Marks,25,2,RB,HOU,31.33,188,,,,,,127.7935875,RB53,,,,,
,189,25079,Kimani Vidal,24,3,RB,LAC,31.50,189,,,,,,127.421883,RB54,,,,,
,190,19045,Aaron Jones Sr.,31,10,RB,MIN,31.67,190,,,,,,127.1633666,RB55,,,,,
,191,24973,Troy Franklin,23,3,WR,DEN,31.83,191,,,,,,127.0513309,WR72,,,,,
,192,23729,Rashid Shaheed,27,5,WR,SEA,32.00,192,,,,,,126.7170062,WR73,,,,,
,193,23121,Kayshon Boutte,24,4,WR,NE,32.17,193,,,,,,126.6542422,WR74,,,,,
,194,23190,Brian Robinson Jr.,27,5,RB,ATL,32.33,194,,,,,,125.9131501,RB56,,,,,
,195,26764,Demond Claiborne,22,0,RB,MIN,32.50,195,,,,,,123.5952903,RB57,,,,,
,196,25987,Chimere Dike,24,2,WR,TEN,32.67,196,,,,,,122.6243876,WR75,,,,,
,197,25925,Tre' Harris,24,2,WR,LAC,32.83,197,,,,,,122.1123835,WR76,,,,,
,198,23193,Tank Bigsby,24,4,RB,PHI,33.00,198,,,,,,120.7351611,RB58,,,,,
,199,20932,Deebo Samuel Sr.,30,7,WR,,33.17,199,,,,,,120.1089828,WR77,,,,,
,200,23371,Isiah Pacheco,27,5,RB,DET,33.33,200,,,,,,120.0289733,RB59,,,,,
,201,25964,Elic Ayomanor,22,2,WR,TEN,33.50,201,,,,,,119.7115347,WR78,,,,,
,202,25106,AJ Barner,24,3,TE,SEA,33.67,202,,,,,,118.9846175,TE27,,,,,
,203,24117,Anthony Richardson Sr.,24,4,QB,IND,33.83,203,,,,,,118.3608604,QB39,,,,,
,204,25912,Kyle Williams,23,2,WR,NE,34.00,204,,,,,,116.9044553,WR79,,,,,
,205,24989,Tory Horton,23,2,WR,SEA,34.17,205,,,,,,116.3897523,WR80,,,,,
,206,26981,Kaelon Black,24,0,RB,SF,34.33,206,,,,,,116.2183063,RB60,,,,,
,207,26753,Max Klare,22,0,TE,LAR,34.50,207,,,,,,115.8213761,TE28,,,,,
,208,21692,Jerry Jeudy,27,7,WR,CLE,34.67,208,,,,,,115.539847,WR81,,,,,
,209,25953,Ollie Gordon II,22,2,RB,MIA,34.83,209,,,,,,114.9269548,RB61,,,,,
,210,18857,Deshaun Watson,30,10,QB,CLE,35.00,210,,,,,,114.8613861,QB40,,,,,
,211,26032,Elijah Arroyo,23,2,TE,SEA,35.17,211,,,,,,114.7381194,TE29,,,,,
,212,18983,James Conner,31,10,RB,ARI,35.33,212,,,,,,113.3419702,RB62,,,,,
,213,18878,Alvin Kamara,30,10,RB,NO,35.50,213,,,,,,112.3215765,RB63,,,,,
,214,25903,Jordan James,22,2,RB,SF,35.67,214,,,,,,111.5040768,RB64,,,,,
,215,14252,Kirk Cousins,37,15,QB,LV,35.83,215,,,,,,109.3155639,QB41,,,,,
,216,24292,Trey Benson,23,3,RB,ARI,36.00,216,,,,,,107.8508013,RB65,,,,,
,217,24954,Adonai Mitchell,23,3,WR,NYJ,36.17,217,,,,,,107.724101,WR82,,,,,
,218,26737,Adam Randall,21,0,RB,BAL,36.33,218,,,,,,106.6533902,RB66,,,,,
