"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"1056","Roschon Johnson","CHI","RB","1","2023","1","1","GB","5","20","20.0","4.00","1","0","0","0","0","100.0","40.0","20.0","20.0","","","","2","100.0","2","100.0","2","100.0","7","18.9","6","35","16.2","5.83","5.00","35.0","85.7","0","0.0","0","2","0","16.2","16.2","17.5","17.5"
"1057","Leonard Fournette","BUF","RB","1","2023","1","16","LAC","5","20","20.0","4.00","0","0","0","0","0","80.0","80.0","40.0","","","","","1","33.3","1","20.0","4","44.4","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.9","5.9","2.0","2.0"
"1058","Russell Wilson","DEN","QB","1","2023","1","16","NE","4","20","20.0","5.00","0","0","1","14","0","100.0","50.0","25.0","25.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","23.5","23.5"
"1059","Taylor Heinicke","ATL","QB","1","2023","1","9","MIN","3","20","20.0","6.67","0","0","3","20","0","100.0","66.7","66.7","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","15.7","15.7"
"1060","Jalen Hurts","PHI","QB","1","2023","1","13","SF","7","20","20.0","2.86","1","0","4","20","0","85.7","57.1","28.6","","","","","2","100.0","2","100.0","3","75.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.0","6.0","23.9","23.9"
"1061","Clyde Edwards-Helaire","KC","RB","1","2023","1","11","PHI","2","20","20.0","10.00","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","2.0","2.0"
"1062","Jerome Ford","CLV","RB","1","2023","1","15","CHI","8","20","20.0","2.50","0","0","0","0","0","62.5","37.5","37.5","","","","","0","0.0","1","50.0","2","28.6","5","11.1","4","11","2.9","2.75","2.20","11.0","80.0","0","0.0","0","1","0","13.9","13.9","7.1","7.1"
"1063","Ronnie Rivers","LA","RB","1","2023","1","16","NO","6","20","20.0","3.33","0","0","0","0","0","83.3","50.0","33.3","16.7","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.9","2.9","2.0","2.0"
"1064","James Cook","BUF","RB","1","2023","1","9","CIN","6","20","20.0","3.33","0","0","0","0","0","83.3","50.0","33.3","","","","","0","0.0","0","0.0","0","0.0","4","10.5","4","19","7.4","4.75","4.75","19.0","100.0","0","0.0","0","1","0","9.7","9.7","7.9","7.9"
"1065","Derrick Henry","TEN","RB","1","2023","1","3","CLV","11","20","20.0","1.82","0","0","0","0","0","72.7","27.3","27.3","","","","","0","0.0","0","0.0","1","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.3","6.3","2.0","2.0"
"1066","Marquise Goodwin","CLV","WR","1","2023","1","6","SF","1","20","20.0","20.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","100.0","","0","0.0","0","0.0","0","0.0","2","5.9","1","4","2.1","4.00","2.00","4.0","50.0","0","0.0","0","0","0","3.5","3.5","3.4","3.4"
"1067","Demario Douglas","NE","WR","1","2023","1","7","BUF","1","20","20.0","20.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","100.0","","0","0.0","0","0.0","0","0.0","5","16.7","4","54","19.9","13.50","10.80","54.0","80.0","0","0.0","1","1","0","8.7","8.7","11.4","11.4"
"1068","D.J. Moore","CHI","WR","1","2023","1","14","DET","3","20","20.0","6.67","1","0","0","0","0","66.7","66.7","33.3","33.3","33.3","","","0","0.0","0","0.0","1","16.7","10","30.3","6","68","30.5","11.33","6.80","68.0","60.0","1","100.0","2","3","0","19.6","19.6","26.8","26.8"
"1069","D'Ernest Johnson","JAX","RB","1","2023","1","12","HST","7","19","19.0","2.71","0","0","0","0","0","85.7","71.4","14.3","","","","","0","0.0","1","16.7","1","16.7","2","5.3","1","42","11.5","42.00","21.00","42.0","50.0","0","0.0","0","0","0","7.3","7.3","7.1","7.1"
"1070","Patrick Mahomes","KC","QB","1","2023","2","2","BUF","6","19","19.0","3.17","0","0","2","25","0","33.3","16.7","16.7","16.7","16.7","16.7","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.9","2.9","18.5","18.5"
"1071","Emanuel Wilson","GB","RB","1","2023","1","7","DEN","2","19","19.0","9.50","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","2","6.3","2","8","4.1","4.00","4.00","8.0","100.0","0","0.0","0","0","0","3.9","3.9","4.7","4.7"
"1072","Sam Darnold","SF","QB","1","2023","1","18","LA","7","19","19.0","2.71","1","1","2","6","0","85.7","28.6","28.6","","","","","1","16.7","1","16.7","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.3","4.3","18.5","18.5"
"1073","Jerick McKinnon","KC","RB","1","2023","1","14","BUF","4","19","19.0","4.75","1","0","0","0","0","100.0","75.0","50.0","","","","","0","0.0","1","100.0","1","33.3","3","7.0","3","18","6.6","6.00","6.00","18.0","100.0","0","0.0","0","1","0","8.1","8.1","12.7","12.7"
"1074","Chris Godwin","TB","WR","1","2023","1","13","CAR","1","19","19.0","19.00","1","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","1","20.0","3","10.3","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.8","5.8","7.9","7.9"
"1075","Brett Rypien","LA","QB","1","2023","1","9","GB","3","19","19.0","6.33","0","0","3","19","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","5.1","5.1"
"1076","Darrell Henderson","LA","RB","1","2023","1","9","GB","10","19","19.0","1.90","0","0","0","0","0","60.0","50.0","30.0","","","","","0","0.0","0","0.0","0","0.0","2","7.1","2","16","12.3","8.00","8.00","16.0","100.0","0","0.0","0","0","0","7.9","7.9","5.5","5.5"
"1077","Antonio Gibson","WAS","RB","1","2023","1","17","SF","4","19","19.0","4.75","0","0","0","0","0","75.0","25.0","25.0","25.0","25.0","","","0","0.0","0","0.0","1","20.0","4","14.3","2","17","10.1","8.50","4.25","17.0","50.0","0","0.0","0","1","0","9.6","9.6","5.6","5.6"
"1078","Elijah Moore","CLV","WR","1","2023","1","1","CIN","2","19","19.0","9.50","0","0","0","0","0","50.0","50.0","50.0","50.0","50.0","","","0","0.0","0","0.0","0","0.0","5","17.2","3","43","27.9","14.33","8.60","43.0","60.0","0","0.0","0","2","0","10.0","10.0","9.2","9.2"
"1079","Jonathan Taylor","IND","RB","1","2023","1","6","JAX","8","19","19.0","2.38","0","0","0","0","0","87.5","75.0","12.5","","","","","1","50.0","2","66.7","3","50.0","6","10.9","5","46","14.0","9.20","7.67","46.0","83.3","0","0.0","2","2","0","17.0","17.0","11.5","11.5"
"1080","Antonio Gibson","WAS","RB","1","2023","1","4","PHI","6","19","19.0","3.17","0","0","0","0","0","83.3","50.0","16.7","16.7","","","","0","0.0","0","0.0","2","25.0","1","2.4","1","7","2.4","7.00","7.00","7.0","100.0","0","0.0","0","0","0","6.1","6.1","3.6","3.6"
"1081","Ty Johnson","BUF","RB","1","2023","1","14","KC","5","19","19.0","3.80","0","0","0","0","0","80.0","60.0","60.0","","","","","0","0.0","0","0.0","0","0.0","2","4.8","2","2","0.9","1.00","1.00","2.0","100.0","0","0.0","0","1","0","6.2","6.2","4.1","4.1"
"1082","Eric Gray","NYG","RB","1","2023","1","18","PHI","3","19","19.0","6.33","0","0","0","0","0","100.0","66.7","66.7","33.3","","","","0","0.0","0","0.0","1","14.3","1","2.9","1","9","2.9","9.00","9.00","9.0","100.0","0","0.0","0","0","0","3.8","3.8","3.8","3.8"
"1083","Miles Sanders","CAR","RB","1","2023","1","4","MIN","13","19","19.0","1.46","0","0","0","0","0","76.9","23.1","7.7","","","","","2","100.0","2","66.7","2","25.0","3","9.4","3","13","6.4","4.33","4.33","13.0","100.0","0","0.0","0","0","0","12.5","12.5","6.2","6.2"
"1084","Puka Nacua","LA","WR","1","2023","1","17","NYG","2","19","19.0","9.50","0","0","0","0","0","100.0","100.0","50.0","50.0","50.0","","","0","0.0","0","0.0","0","0.0","8","23.5","5","118","37.2","23.60","14.75","118.0","62.5","0","0.0","0","1","0","13.6","13.6","18.7","18.7"
"1085","Chase Edmonds","TB","RB","1","2023","2","2","DET","4","19","19.0","4.75","0","0","0","0","0","100.0","75.0","50.0","","","","","0","0.0","0","0.0","0","0.0","2","4.9","2","18","5.2","9.00","9.00","18.0","100.0","0","0.0","0","0","0","4.9","4.9","5.7","5.7"
"1086","Tyler Scott","CHI","WR","1","2023","1","4","DEN","2","19","19.0","9.50","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","1.9","1.9"
"1087","Dak Prescott","DAL","QB","1","2023","1","8","LA","4","19","19.0","4.75","0","0","4","19","0","100.0","50.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","29.1","29.1"
"1088","D'Ernest Johnson","JAX","RB","1","2023","1","6","IND","1","19","19.0","19.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.9","1.9"
"1089","Alvin Kamara","NO","RB","1","2023","1","16","LA","9","19","19.0","2.11","0","0","0","0","0","77.8","44.4","22.2","","","","","0","0.0","0","0.0","0","0.0","6","15.0","5","16","5.0","3.20","2.67","16.0","83.3","0","0.0","1","1","0","14.1","14.1","8.5","8.5"
"1090","Jaylen Warren","PIT","RB","1","2023","1","8","JAX","5","19","19.0","3.80","0","0","0","0","0","80.0","60.0","40.0","","","","","0","0.0","0","0.0","0","0.0","5","11.6","4","19","9.0","4.75","3.80","19.0","80.0","0","0.0","0","0","0","9.9","9.9","7.8","7.8"
"1091","Sam Howell","WAS","QB","1","2023","1","5","CHI","4","19","19.0","4.75","0","0","4","19","0","100.0","75.0","50.0","25.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","26.4","26.4"
"1092","Baker Mayfield","TB","QB","1","2023","1","8","BUF","3","19","19.0","6.33","0","0","3","19","0","100.0","66.7","66.7","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","21.4","21.4"
"1093","Isaiah Spiller","LAC","RB","1","2023","1","14","DEN","6","19","19.0","3.17","0","0","0","0","0","66.7","66.7","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.9","2.9","1.9","1.9"
"1094","Taysom Hill","NO","TE","1","2023","1","5","NE","3","19","19.0","6.33","0","0","1","12","0","100.0","66.7","66.7","33.3","","","","0","0.0","1","20.0","2","20.0","1","3.8","1","1","0.5","1.00","1.00","1.0","100.0","0","0.0","0","0","0","4.7","4.7","3.0","3.0"
"1095","Ty Johnson","BUF","RB","1","2023","1","12","PHI","6","19","19.0","3.17","0","0","0","0","0","83.3","66.7","33.3","","","","","0","0.0","0","0.0","3","42.9","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.5","5.5","1.9","1.9"
"1096","Roschon Johnson","CHI","RB","1","2023","1","5","WAS","3","19","19.0","6.33","0","0","0","0","0","100.0","100.0","66.7","33.3","","","","0","0.0","0","0.0","1","25.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.3","2.3","1.9","1.9"
"1097","Jerome Ford","CLV","RB","1","2023","1","13","LA","9","19","19.0","2.11","0","0","0","0","0","66.7","44.4","33.3","11.1","","","","0","0.0","1","100.0","1","100.0","3","6.8","3","33","13.0","11.00","11.00","33.0","100.0","1","50.0","0","0","0","9.7","9.7","14.2","14.2"
"1098","Cam Akers","MIN","RB","1","2023","1","8","GB","9","19","19.0","2.11","1","0","0","0","0","66.7","33.3","22.2","","","","","0","0.0","2","100.0","2","40.0","1","2.9","1","6","2.0","6.00","6.00","6.0","100.0","0","0.0","0","0","0","7.6","7.6","9.5","9.5"
"1099","A.J. Dillon","GB","RB","1","2023","1","1","CHI","13","19","19.0","1.46","0","0","0","0","0","69.2","38.5","15.4","","","","","2","66.7","3","75.0","3","50.0","3","11.1","2","17","6.9","8.50","5.67","17.0","66.7","0","0.0","0","0","0","13.4","13.4","5.6","5.6"
"1100","Brock Purdy","SF","QB","1","2023","1","7","MIN","5","19","19.0","3.80","0","0","2","18","0","60.0","20.0","20.0","20.0","20.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.5","2.5","14.8","14.8"
"1101","Skyy Moore","KC","WR","1","2023","1","4","NYJ","2","19","19.0","9.50","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","1","3.3","0","0","0.0","","0.00","0.0","","0","0.0","0","1","0","3.3","3.3","1.9","1.9"
"1102","Michael Carter","ARZ","RB","1","2023","1","12","LA","4","19","19.0","4.75","0","0","0","0","0","100.0","75.0","75.0","","","","","0","0.0","0","0.0","1","25.0","4","8.9","4","15","5.9","3.75","3.75","15.0","100.0","0","0.0","0","1","0","9.6","9.6","7.4","7.4"
"1103","Jameson Williams","DET","WR","1","2023","1","13","NO","1","19","19.0","19.00","1","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","1","12.5","1","4.0","1","11","5.2","11.00","11.00","11.0","100.0","0","0.0","0","0","0","2.8","2.8","10.0","10.0"
"1104","Raheem Blackshear","CAR","RB","1","2023","1","6","MIA","5","18","18.0","3.60","0","0","0","0","0","80.0","60.0","20.0","","","","","0","0.0","0","0.0","1","33.3","1","2.6","1","4","1.8","4.00","4.00","4.0","100.0","0","0.0","0","0","0","4.8","4.8","3.2","3.2"
"1105","Kenneth Walker","SEA","RB","1","2023","1","11","LA","4","18","18.0","4.50","0","0","0","0","0","100.0","75.0","75.0","","","","","0","0.0","0","0.0","0","0.0","1","2.5","1","-2","-0.8","-2.00","-2.00","-2.0","100.0","0","0.0","0","0","0","3.4","3.4","2.6","2.6"
"1106","D'Andre Swift","PHI","RB","1","2023","1","6","NYJ","10","18","18.0","1.80","0","0","0","0","0","60.0","30.0","20.0","","","","","1","33.3","1","25.0","1","16.7","9","20.0","8","40","14.3","5.00","4.44","40.0","88.9","1","100.0","1","1","1","19.9","19.9","18.8","18.8"
"1107","Austin Ekeler","LAC","RB","1","2023","1","13","NE","14","18","18.0","1.29","0","0","0","0","0","78.6","35.7","","","","","","0","0.0","0","0.0","0","0.0","3","8.1","2","9","4.2","4.50","3.00","9.0","66.7","0","0.0","0","0","0","11.3","11.3","4.7","4.7"
"1108","Xavier Gipson","NYJ","WR","1","2023","1","6","PHI","1","18","18.0","18.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","1.8","1.8"
"1109","Tyjae Spears","TEN","RB","1","2023","1","10","TB","5","18","18.0","3.60","0","0","0","0","0","80.0","20.0","20.0","20.0","20.0","","","0","0.0","0","0.0","1","33.3","4","10.3","4","42","21.1","10.50","10.50","42.0","100.0","0","0.0","0","0","0","9.2","9.2","10.0","10.0"
"1110","Calvin Ridley","JAX","WR","1","2023","1","11","TEN","1","18","18.0","18.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","9","28.1","7","103","39.3","14.71","11.44","103.0","77.8","2","100.0","2","3","0","16.2","16.2","31.1","31.1"
"1111","Rashid Shaheed","NO","WR","1","2023","1","6","HST","2","18","18.0","9.00","0","0","0","0","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","6","11.8","2","85","23.8","42.50","14.17","85.0","33.3","1","100.0","0","0","0","9.9","9.9","18.3","18.3"
"1112","Devin Singletary","HST","RB","1","2023","1","12","JAX","6","18","18.0","3.00","0","0","0","0","0","66.7","33.3","16.7","16.7","","","","2","66.7","3","75.0","4","80.0","7","19.4","6","54","17.8","9.00","7.71","54.0","85.7","0","0.0","0","1","0","17.6","17.6","13.2","13.2"
"1113","Dalvin Cook","NYJ","RB","1","2023","1","3","NE","8","18","18.0","2.25","0","0","0","0","0","87.5","50.0","12.5","","","","","0","0.0","0","0.0","0","0.0","3","8.3","3","11","7.0","3.67","3.67","11.0","100.0","0","0.0","0","0","0","8.4","8.4","5.9","5.9"
"1114","Darrynton Evans","CHI","RB","1","2023","1","8","LAC","4","18","18.0","4.50","1","0","0","0","0","100.0","50.0","25.0","25.0","","","","1","33.3","1","33.3","2","40.0","4","10.8","3","22","9.5","7.33","5.50","22.0","75.0","0","0.0","0","1","0","10.4","10.4","13.0","13.0"
"1115","Bryce Young","CAR","QB","1","2023","1","10","CHI","3","18","18.0","6.00","0","0","3","18","0","100.0","66.7","66.7","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","9.2","9.2"
"1116","Trevor Siemian","NYJ","QB","1","2023","1","16","WAS","4","18","18.0","4.50","0","1","2","16","0","75.0","50.0","25.0","25.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","12.5","12.5"
"1117","Desmond Ridder","ATL","QB","1","2023","1","6","WAS","2","18","18.0","9.00","0","0","2","18","0","100.0","100.0","100.0","50.0","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.0","1.0","19.1","19.1"
"1118","Mitchell Trubisky","PIT","QB","1","2023","1","8","JAX","3","18","18.0","6.00","0","0","3","18","0","100.0","100.0","100.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","9.3","9.3"
"1119","Tyjae Spears","TEN","RB","1","2023","1","9","PIT","5","18","18.0","3.60","0","0","0","0","0","80.0","60.0","40.0","","","","","0","0.0","0","0.0","1","20.0","6","15.4","4","4","1.5","1.00","0.67","4.0","66.7","0","0.0","0","1","0","13.0","13.0","6.2","6.2"
"1120","Jerome Ford","CLV","RB","1","2023","1","3","TEN","10","18","18.0","1.80","1","0","0","0","0","60.0","30.0","20.0","","","","","1","100.0","1","100.0","1","33.3","3","9.1","2","33","11.4","16.50","11.00","33.0","66.7","1","50.0","0","1","0","11.0","11.0","19.1","19.1"
"1121","Jake Browning","CIN","QB","1","2023","1","18","CLV","2","18","18.0","9.00","0","0","2","18","0","100.0","100.0","100.0","50.0","","","","0","0.0","1","25.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","19.0","19.0"
"1122","Roschon Johnson","CHI","RB","1","2023","1","10","CAR","5","18","18.0","3.60","0","0","0","0","0","80.0","80.0","40.0","","","","","0","0.0","0","0.0","0","0.0","6","18.2","4","14","8.6","3.50","2.33","14.0","66.7","0","0.0","0","0","0","11.3","11.3","7.2","7.2"
"1123","Breece Hall","NYJ","RB","1","2023","1","3","NE","12","18","18.0","1.50","0","1","0","0","0","75.0","41.7","16.7","","","","","0","0.0","0","0.0","0","0.0","2","5.6","1","9","5.7","9.00","4.50","9.0","50.0","0","0.0","0","0","0","8.8","8.8","3.7","3.7"
"1124","Miles Sanders","CAR","RB","1","2023","1","18","TB","3","18","18.0","6.00","0","0","0","0","0","100.0","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","1.8","1.8"
"1125","Melvin Gordon","BLT","RB","1","2023","1","18","PIT","7","18","18.0","2.57","0","1","0","0","0","71.4","57.1","28.6","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","3.4","3.4","0.8","0.8"
"1126","Joshua Kelley","LAC","RB","1","2023","1","9","NYJ","3","18","18.0","6.00","0","0","0","0","0","100.0","66.7","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","1","3.3","1","4","2.9","4.00","4.00","4.0","100.0","0","0.0","0","0","0","3.0","3.0","3.2","3.2"
"1127","Jonathan Taylor","IND","RB","1","2023","1","5","TEN","6","18","18.0","3.00","0","0","0","0","0","100.0","66.7","16.7","","","","","0","0.0","0","0.0","1","9.1","1","3.8","1","16","6.3","16.00","16.00","16.0","100.0","0","0.0","0","0","0","5.3","5.3","4.4","4.4"
"1128","Rico Dowdle","DAL","RB","1","2023","1","8","LA","5","18","18.0","3.60","0","0","0","0","0","100.0","60.0","40.0","","","","","0","0.0","0","0.0","0","0.0","2","5.9","2","7","2.3","3.50","3.50","7.0","100.0","0","0.0","0","0","0","5.4","5.4","4.5","4.5"
"1129","Aaron Jones","GB","RB","1","2023","1","4","DET","5","18","18.0","3.60","0","0","0","0","0","80.0","80.0","40.0","","","","","0","0.0","0","0.0","0","0.0","2","5.6","1","-4","-1.6","-4.00","-2.00","-4.0","50.0","0","0.0","0","2","0","7.0","7.0","2.4","2.4"
"1130","Rashod Bateman","BLT","WR","1","2023","1","8","ARZ","1","18","18.0","18.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","2","7.4","2","34","21.7","17.00","17.00","34.0","100.0","0","0.0","0","0","0","3.5","3.5","7.2","7.2"
"1131","Taysom Hill","NO","TE","1","2023","1","7","JAX","5","18","18.0","3.60","1","0","0","0","0","100.0","60.0","40.0","","","","","1","25.0","3","37.5","3","27.3","5","9.1","4","50","16.6","12.50","10.00","50.0","80.0","0","0.0","1","1","0","13.2","13.2","16.8","16.8"
"1132","Sam Howell","WAS","QB","1","2023","1","3","BUF","1","18","18.0","18.00","0","0","1","18","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","0.5","0.5","4.6","4.6"
"1133","Dak Prescott","DAL","QB","1","2023","1","10","NYG","2","17","17.0","8.50","1","0","2","17","1","100.0","100.0","100.0","50.0","","","","0","0.0","1","20.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.8","1.8","38.9","38.9"
"1134","Breece Hall","NYJ","RB","1","2023","1","8","NYG","12","17","17.0","1.42","0","0","0","0","0","50.0","41.7","16.7","","","","","0","0.0","0","0.0","0","0.0","8","22.2","6","76","31.7","12.67","9.50","76.0","75.0","1","100.0","0","0","0","17.7","17.7","21.3","21.3"
"1135","Ty Chandler","MIN","RB","1","2023","1","16","DET","8","17","17.0","2.13","1","0","0","0","0","87.5","25.0","12.5","","","","","1","100.0","2","66.7","3","75.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.5","6.5","7.7","7.7"
"1136","Jahmyr Gibbs","DET","RB","1","2023","1","2","SEA","7","17","17.0","2.43","0","0","0","0","0","85.7","28.6","14.3","","","","","0","0.0","0","0.0","0","0.0","9","25.7","7","39","12.1","5.57","4.33","39.0","77.8","0","0.0","0","0","0","16.8","16.8","12.6","12.6"
"1137","Matthew Stafford","LA","QB","1","2023","1","2","SF","4","17","17.0","4.25","0","0","4","17","0","100.0","75.0","50.0","","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","16.0","16.0"
"1138","Malik Willis","TEN","QB","1","2023","1","6","BLT","3","17","17.0","5.67","0","0","3","17","0","100.0","100.0","33.3","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","4.7","4.7"
"1139","Jakobi Meyers","LV","WR","1","2023","1","9","NYG","1","17","17.0","17.00","1","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","1","14.3","5","20.0","2","38","18.2","19.00","7.60","38.0","40.0","0","0.0","0","0","0","8.8","8.8","13.5","13.5"
"1140","Xavier Hutchinson","HST","WR","1","2023","1","10","CIN","1","17","17.0","17.00","0","0","0","0","0","100.0","100.0","100.0","100.0","100.0","","","0","0.0","0","0.0","0","0.0","1","2.6","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","1.7","1.7"
"1141","Bryce Young","CAR","QB","1","2023","1","1","ATL","3","17","17.0","5.67","0","1","2","20","0","66.7","66.7","33.3","33.3","33.3","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","9.5","9.5"
"1142","Justin Herbert","LAC","QB","1","2023","1","9","NYJ","3","17","17.0","5.67","0","0","2","17","0","66.7","66.7","66.7","33.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","1.5","1.5","7.1","7.1"
"1143","Trey Sermon","IND","RB","1","2023","1","3","BLT","5","17","17.0","3.40","0","0","0","0","0","100.0","80.0","20.0","","","","","0","0.0","0","0.0","0","0.0","2","4.5","1","4","1.8","4.00","2.00","4.0","50.0","0","0.0","0","0","0","5.4","5.4","3.1","3.1"
"1144","Michael Carter","ARZ","RB","1","2023","1","18","SEA","4","17","17.0","4.25","0","0","0","0","0","75.0","25.0","25.0","25.0","25.0","","","0","0.0","0","0.0","1","20.0","2","6.7","1","2","0.8","2.00","1.00","2.0","50.0","0","0.0","0","1","0","6.6","6.6","2.9","2.9"
"1145","Antonio Gibson","WAS","RB","1","2023","1","3","BUF","2","17","17.0","8.50","0","0","0","0","0","100.0","100.0","50.0","50.0","","","","0","0.0","0","0.0","0","0.0","5","17.2","3","7","4.1","2.33","1.40","7.0","60.0","0","0.0","0","0","1","8.4","8.4","4.4","4.4"
"1146","Josh Allen","BUF","QB","1","2023","1","7","NE","7","17","17.0","2.43","1","1","4","14","0","85.7","28.6","28.6","","","","","2","100.0","2","50.0","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.0","6.0","26.3","26.3"
"1147","Kenneth Gainwell","PHI","RB","1","2023","1","5","LA","7","17","17.0","2.43","0","0","0","0","0","100.0","42.9","","","","","","0","0.0","1","14.3","5","35.7","2","5.3","1","7","2.3","7.00","3.50","7.0","50.0","0","0.0","0","0","0","10.7","10.7","3.4","3.4"
"1148","Matt Breida","NYG","RB","1","2023","1","3","SF","4","17","17.0","4.25","1","0","0","0","0","100.0","50.0","50.0","","","","","0","0.0","1","100.0","1","100.0","3","9.1","3","1","0.7","0.33","0.33","1.0","100.0","0","0.0","0","0","0","7.3","7.3","10.8","10.8"
"1149","Derius Davis","LAC","WR","1","2023","1","18","KC","3","17","17.0","5.67","0","0","0","0","0","66.7","66.7","33.3","33.3","33.3","","","0","0.0","0","0.0","1","11.1","1","2.1","1","18","7.0","18.00","18.00","18.0","100.0","0","0.0","0","0","0","3.8","3.8","4.5","4.5"
