"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"19","Drake London","ATL","WR","1","2023","1","14","TB","11","27.5","10","172","49.6","17.20","15.64","172.0","90.9","0","0.0","0","1","0","29.2","29.2","29.2","19.2"
"20","Noah Brown","HST","WR","1","2023","1","10","CIN","8","20.5","7","172","48.3","24.57","21.50","172.0","87.5","0","0.0","0","0","0","24.2","24.2","24.2","17.2"
"21","Mike Evans","TB","WR","1","2023","1","2","CHI","8","23.5","6","171","53.9","28.50","21.38","171.0","75.0","1","100.0","0","0","0","29.1","29.1","29.1","23.1"
"22","Nico Collins","HST","WR","1","2023","1","4","PIT","9","29.0","7","168","53.8","24.00","18.67","168.0","77.8","2","66.7","1","1","0","35.8","35.8","35.8","28.8"
"23","Puka Nacua","LA","WR","1","2023","1","16","NO","11","32.4","9","164","50.0","18.22","14.91","164.0","81.8","1","50.0","1","1","0","33.0","33.0","33.0","24.0"
"24","Tyreek Hill","MIA","WR","1","2023","1","6","CAR","8","25.0","6","163","62.2","27.17","20.38","163.0","75.0","1","33.3","0","0","0","28.3","28.3","28.3","22.3"
"25","Puka Nacua","LA","WR","1","2023","1","4","IND","10","25.0","9","163","51.1","18.11","16.30","163.0","90.0","1","100.0","1","1","0","31.3","31.3","31.3","22.3"
"26","Mike Evans","TB","WR","1","2023","1","13","CAR","12","41.4","7","162","80.2","23.14","13.50","162.0","58.3","1","100.0","0","0","0","29.2","29.2","29.2","22.2"
"27","D.J. Moore","CHI","WR","1","2023","1","17","ATL","13","40.6","9","159","59.3","17.67","12.23","159.0","69.2","1","100.0","2","2","0","30.9","30.9","30.9","21.9"
"28","Justin Jefferson","MIN","WR","1","2023","1","2","PHI","14","31.8","11","159","43.7","14.45","11.36","159.0","78.6","0","0.0","0","1","1","25.9","25.9","25.9","14.9"
"29","CeeDee Lamb","DAL","WR","1","2023","1","8","LA","14","41.2","12","158","51.5","13.17","11.29","158.0","85.7","2","50.0","1","2","0","41.0","41.0","41.0","29.0"
"30","Tyreek Hill","MIA","WR","1","2023","1","3","DEN","11","39.3","9","157","41.8","17.44","14.27","157.0","81.8","1","20.0","1","2","0","30.7","30.7","30.7","21.7"
"31","Tyreek Hill","MIA","WR","1","2023","1","13","WAS","7","28.0","5","157","55.5","31.40","22.43","157.0","71.4","2","100.0","0","0","0","32.3","32.3","32.3","27.3"
"32","Brandon Aiyuk","SF","WR","1","2023","1","11","TB","6","24.0","5","156","46.8","31.20","26.00","156.0","83.3","1","33.3","0","0","0","26.6","26.6","26.6","21.6"
"33","Amon-Ra St. Brown","DET","WR","1","2023","1","10","LAC","9","27.3","8","156","46.8","19.50","17.33","156.0","88.9","1","50.0","1","2","0","30.5","30.5","30.5","22.5"
"34","Chris Godwin","TB","WR","1","2023","1","15","GB","12","42.9","10","155","40.7","15.50","12.92","155.0","83.3","0","0.0","0","0","0","25.5","25.5","25.5","15.5"
"35","Puka Nacua","LA","WR","1","2023","1","7","PIT","12","41.4","8","154","66.7","19.25","12.83","154.0","66.7","0","0.0","0","0","0","23.4","23.4","23.4","15.4"
"36","Rashid Shaheed","NO","WR","1","2023","1","8","IND","3","10.3","3","153","43.2","51.00","51.00","153.0","100.0","1","50.0","0","0","0","24.3","24.3","24.3","21.3"
"37","Noah Brown","HST","WR","1","2023","1","9","TB","6","14.3","6","153","32.6","25.50","25.50","153.0","100.0","1","20.0","0","0","0","27.3","27.3","27.3","21.3"
"38","Romeo Doubs","GB","WR","1","2023","2","1","DAL","6","28.6","6","151","55.5","25.17","25.17","151.0","100.0","1","33.3","1","2","0","27.1","27.1","27.1","21.1"
"39","CeeDee Lamb","DAL","WR","1","2023","1","10","NYG","13","29.5","11","151","32.0","13.73","11.62","151.0","84.6","1","25.0","2","4","0","39.5","39.5","39.5","28.5"
"40","Justin Jefferson","MIN","WR","1","2023","1","1","TB","11","25.0","9","150","43.6","16.67","13.64","150.0","81.8","0","0.0","0","0","0","24.0","24.0","24.0","15.0"
"41","Justin Jefferson","MIN","WR","1","2023","1","3","LAC","13","26.0","7","149","40.6","21.29","11.46","149.0","53.8","1","33.3","2","3","0","27.9","27.9","27.9","20.9"
"42","Deebo Samuel","SF","WR","1","2023","1","14","SEA","9","33.3","7","149","40.5","21.29","16.56","149.0","77.8","1","50.0","0","1","0","34.0","34.0","34.0","27.0"
"43","George Kittle","SF","TE","1","2023","1","8","CIN","11","35.5","9","149","40.8","16.56","13.55","149.0","81.8","0","0.0","0","3","0","23.9","23.9","23.9","14.9"
"44","Tank Dell","HST","WR","1","2023","1","11","ARZ","10","26.3","8","149","44.1","18.63","14.90","149.0","80.0","1","50.0","0","0","0","28.9","28.9","28.9","20.9"
"45","Ja'Marr Chase","CIN","WR","1","2023","1","13","JAX","12","30.8","11","149","42.9","13.55","12.42","149.0","91.7","1","100.0","2","2","0","31.6","31.6","31.6","20.6"
"46","Cooper Kupp","LA","WR","1","2023","1","6","ARZ","9","37.5","7","148","65.5","21.14","16.44","148.0","77.8","1","100.0","0","2","0","27.8","27.8","27.8","20.8"
"47","DeVonta Smith","PHI","WR","1","2023","2","1","TB","12","34.3","8","148","59.2","18.50","12.33","148.0","66.7","0","0.0","0","1","0","22.8","22.8","22.8","14.8"
"48","Brandon Aiyuk","SF","WR","1","2023","1","4","ARZ","6","28.6","6","148","52.3","24.67","24.67","148.0","100.0","0","0.0","0","0","0","20.8","20.8","20.8","14.8"
"49","Puka Nacua","LA","WR","1","2023","1","2","SF","19","34.5","15","147","47.9","9.80","7.74","147.0","78.9","0","0.0","0","0","0","30.1","30.1","30.1","15.1"
"50","Mike Evans","TB","WR","1","2023","2","2","DET","12","29.3","8","147","42.1","18.38","12.25","147.0","66.7","1","33.3","0","1","0","28.7","28.7","28.7","20.7"
"51","Tyreek Hill","MIA","WR","1","2023","1","11","LV","11","28.2","10","146","44.9","14.60","13.27","146.0","90.9","1","50.0","1","2","0","30.6","30.6","30.6","20.6"
"52","Nico Collins","HST","WR","1","2023","1","2","IND","9","19.1","7","146","38.0","20.86","16.22","146.0","77.8","1","50.0","1","1","0","27.6","27.6","27.6","20.6"
"53","Tank Dell","HST","WR","1","2023","1","3","JAX","7","23.3","5","145","51.8","29.00","20.71","145.0","71.4","1","50.0","0","1","0","25.5","25.5","25.5","20.5"
"54","Adam Thielen","CAR","WR","1","2023","1","3","SEA","14","24.1","11","145","40.2","13.18","10.36","145.0","78.6","1","50.0","0","1","0","31.5","31.5","31.5","20.5"
"55","Amon-Ra St. Brown","DET","WR","1","2023","1","18","MIN","10","31.3","7","144","45.0","20.57","14.40","144.0","70.0","1","50.0","0","1","0","27.4","27.4","27.4","20.4"
"56","Mike Evans","TB","WR","1","2023","1","10","TEN","10","34.5","6","143","51.4","23.83","14.30","143.0","60.0","1","50.0","1","1","0","26.3","26.3","26.3","20.3"
"57","CeeDee Lamb","DAL","WR","1","2023","1","2","NYJ","13","34.2","11","143","56.1","13.00","11.00","143.0","84.6","0","0.0","0","0","1","25.3","25.3","25.3","14.3"
"58","Jaylen Waddle","MIA","WR","1","2023","1","15","NYJ","9","34.6","8","142","62.3","17.75","15.78","142.0","88.9","1","100.0","0","0","0","28.2","28.2","28.2","20.2"
"59","Ja'Marr Chase","CIN","WR","1","2023","1","3","LA","15","30.6","12","141","54.4","11.75","9.40","141.0","80.0","0","0.0","0","1","0","26.1","26.1","26.1","14.1"
"60","Justin Jefferson","MIN","WR","1","2023","1","16","DET","10","27.8","6","141","34.3","23.50","14.10","141.0","60.0","1","50.0","1","1","0","26.1","26.1","26.1","20.1"
"61","Terry McLaurin","WAS","WR","1","2023","1","15","LA","12","33.3","6","141","62.4","23.50","11.75","141.0","50.0","1","33.3","0","0","0","26.1","26.1","26.1","20.1"
"62","Tee Higgins","CIN","WR","1","2023","1","16","PIT","8","19.0","5","140","41.8","28.00","17.50","140.0","62.5","1","100.0","1","1","0","25.0","25.0","25.0","20.0"
"63","Sam LaPorta","DET","TE","1","2023","1","13","NO","9","36.0","9","140","65.7","15.56","15.56","140.0","100.0","1","50.0","0","1","0","29.0","29.0","29.0","20.0"
"64","DeAndre Hopkins","TEN","WR","1","2023","1","5","IND","11","31.4","8","140","53.0","17.50","12.73","140.0","72.7","0","0.0","0","1","0","22.0","22.0","22.0","14.0"
"65","Amari Cooper","CLV","WR","1","2023","1","9","ARZ","5","16.7","5","139","63.5","27.80","27.80","139.0","100.0","1","50.0","0","1","0","24.9","24.9","24.9","19.9"
"66","A.J. Brown","PHI","WR","1","2023","1","7","MIA","13","41.9","10","137","49.1","13.70","10.54","137.0","76.9","1","50.0","0","1","0","29.7","29.7","29.7","19.7"
"67","David Njoku","CLV","TE","1","2023","1","17","NYJ","8","27.6","6","134","43.4","22.33","16.75","134.0","75.0","0","0.0","0","0","1","18.4","18.4","18.4","12.4"
"68","T.J. Hockenson","MIN","TE","1","2023","1","10","NO","15","44.1","11","134","50.0","12.18","8.93","134.0","73.3","1","100.0","1","1","0","30.4","30.4","30.4","19.4"
"69","DK Metcalf","SEA","WR","1","2023","1","13","DAL","8","19.5","6","134","40.1","22.33","16.75","134.0","75.0","3","100.0","2","3","0","37.4","37.4","37.4","31.4"
"70","Josh Palmer","LAC","WR","1","2023","1","7","KC","6","20.0","5","133","51.4","26.60","22.17","133.0","83.3","0","0.0","0","0","0","18.3","18.3","18.3","13.3"
"71","A.J. Brown","PHI","WR","1","2023","1","3","TB","14","37.8","9","131","47.3","14.56","9.36","131.0","64.3","0","0.0","2","4","0","22.1","22.1","22.1","13.1"
"72","A.J. Brown","PHI","WR","1","2023","1","6","NYJ","9","20.0","7","131","46.8","18.71","14.56","131.0","77.8","0","0.0","0","0","0","20.1","20.1","20.1","13.1"
"73","Trey McBride","ARZ","TE","1","2023","1","10","ATL","9","28.1","8","131","52.6","16.38","14.56","131.0","88.9","0","0.0","0","0","0","21.1","21.1","21.1","13.1"
"74","George Pickens","PIT","WR","1","2023","1","17","SEA","9","37.5","7","131","47.8","18.71","14.56","131.0","77.8","0","0.0","0","1","1","20.1","20.1","20.1","13.1"
"75","D.J. Moore","CHI","WR","1","2023","1","4","DEN","10","28.6","8","131","39.1","16.38","13.10","131.0","80.0","1","25.0","0","0","0","27.1","27.1","27.1","19.1"
"76","DeVonta Smith","PHI","WR","1","2023","1","2","MIN","5","21.7","4","131","67.9","32.75","26.20","131.0","80.0","1","100.0","0","0","0","23.1","23.1","23.1","19.1"
"77","Dalton Schultz","HST","TE","1","2023","1","9","TB","11","26.2","10","130","27.7","13.00","11.82","130.0","90.9","1","20.0","1","3","1","28.0","28.0","28.0","18.0"
"78","Gabe Davis","BUF","WR","1","2023","1","16","LAC","5","23.8","4","130","54.9","32.50","26.00","130.0","80.0","1","100.0","0","0","0","23.0","23.0","23.0","19.0"
"79","A.J. Brown","PHI","WR","1","2023","1","8","WAS","8","21.1","8","130","40.8","16.25","16.25","130.0","100.0","2","50.0","0","1","0","33.0","33.0","33.0","25.0"
"80","George Pickens","PIT","WR","1","2023","1","5","BLT","10","31.3","6","130","58.0","21.67","13.00","130.0","60.0","1","100.0","1","1","0","26.6","26.6","26.6","20.6"
"81","Rashee Rice","KC","WR","1","2023","2","1","MIA","10","24.4","8","130","49.6","16.25","13.00","130.0","80.0","1","100.0","0","1","0","27.0","27.0","27.0","19.0"
"82","Brandon Aiyuk","SF","WR","1","2023","1","1","PIT","8","27.6","8","129","58.6","16.13","16.13","129.0","100.0","2","100.0","1","2","0","32.9","32.9","32.9","24.9"
"83","Deebo Samuel","SF","WR","1","2023","1","3","NYG","11","29.7","6","129","41.6","21.50","11.73","129.0","54.5","1","50.0","0","3","0","25.1","25.1","25.1","19.1"
"84","DeAndre Hopkins","TEN","WR","1","2023","1","8","ATL","5","17.2","4","128","53.8","32.00","25.60","128.0","80.0","3","75.0","0","1","0","34.8","34.8","34.8","30.8"
"85","George Pickens","PIT","WR","1","2023","1","2","CLV","9","30.0","4","127","57.2","31.75","14.11","127.0","44.4","1","100.0","0","0","0","22.7","22.7","22.7","18.7"
"86","A.J. Brown","PHI","WR","1","2023","1","5","LA","8","21.1","6","127","41.9","21.17","15.88","127.0","75.0","0","0.0","0","1","0","18.7","18.7","18.7","12.7"
"87","Rashee Rice","KC","WR","1","2023","1","17","CIN","6","20.7","5","127","51.8","25.40","21.17","127.0","83.3","0","0.0","0","0","0","17.7","17.7","17.7","12.7"
"88","George Kittle","SF","TE","1","2023","1","16","BLT","10","21.7","7","126","37.5","18.00","12.60","126.0","70.0","0","0.0","0","1","0","19.6","19.6","19.6","12.6"
"89","Brandon Aiyuk","SF","WR","1","2023","1","14","SEA","8","29.6","6","126","34.2","21.00","15.75","126.0","75.0","0","0.0","0","0","1","17.6","17.6","17.6","11.6"
"90","Davante Adams","LV","WR","1","2023","1","17","IND","21","44.7","13","126","42.1","9.69","6.00","126.0","61.9","2","100.0","3","5","0","37.6","37.6","37.6","24.6"
"91","Drake London","ATL","WR","1","2023","1","6","WAS","12","25.5","9","125","40.7","13.89","10.42","125.0","75.0","0","0.0","1","1","0","21.5","21.5","21.5","12.5"
"92","Josh Downs","IND","WR","1","2023","1","7","CLV","6","26.1","5","125","41.0","25.00","20.83","125.0","83.3","1","50.0","0","0","0","23.5","23.5","23.5","18.5"
"93","Travis Kelce","KC","TE","1","2023","1","6","DEN","9","22.0","9","124","40.5","13.78","13.78","124.0","100.0","0","0.0","0","1","0","21.4","21.4","21.4","12.4"
"94","Amon-Ra St. Brown","DET","WR","1","2023","1","6","TB","14","31.8","12","124","35.1","10.33","8.86","124.0","85.7","1","50.0","0","1","0","30.4","30.4","30.4","18.4"
"95","DeAndre Hopkins","TEN","WR","1","2023","1","14","MIA","12","31.6","7","124","37.9","17.71","10.33","124.0","58.3","1","100.0","3","3","0","25.4","25.4","25.4","18.4"
"96","Ja'Marr Chase","CIN","WR","1","2023","1","10","HST","6","15.0","5","124","35.7","24.80","20.67","124.0","83.3","1","50.0","0","0","0","23.4","23.4","23.4","18.4"
"97","Chris Olave","NO","WR","1","2023","1","16","LA","13","32.5","9","123","38.6","13.67","9.46","123.0","69.2","0","0.0","0","0","0","23.3","23.3","23.3","14.3"
"98","Jordan Addison","MIN","WR","1","2023","1","7","SF","10","22.2","7","123","32.5","17.57","12.30","123.0","70.0","2","100.0","2","3","0","31.3","31.3","31.3","24.3"
"99","Calvin Ridley","JAX","WR","1","2023","1","5","BUF","8","21.6","7","122","38.7","17.43","15.25","122.0","87.5","0","0.0","0","1","0","20.6","20.6","20.6","13.6"
"100","Stefon Diggs","BUF","WR","1","2023","1","5","JAX","11","27.5","8","121","33.7","15.13","11.00","121.0","72.7","1","50.0","1","2","1","25.1","25.1","25.1","17.1"
"101","Jaylen Waddle","MIA","WR","1","2023","1","8","NE","12","26.7","7","121","37.3","17.29","10.08","121.0","58.3","1","33.3","0","1","0","25.1","25.1","25.1","18.1"
"102","Mike Williams","LAC","WR","1","2023","1","3","MIN","8","16.7","7","121","26.7","17.29","15.13","121.0","87.5","1","25.0","0","0","0","25.1","25.1","25.1","18.1"
"103","Pat Freiermuth","PIT","TE","1","2023","1","12","CIN","11","33.3","9","120","43.2","13.33","10.91","120.0","81.8","0","0.0","0","0","0","21.0","21.0","21.0","12.0"
"104","Stefon Diggs","BUF","WR","1","2023","1","4","MIA","7","28.0","6","120","37.5","20.00","17.14","120.0","85.7","3","75.0","1","3","0","36.0","36.0","36.0","30.0"
"105","Brian Robinson","WAS","RB","1","2023","1","10","SEA","6","13.6","6","119","38.1","19.83","19.83","119.0","100.0","1","33.3","0","0","0","27.7","27.7","27.7","21.7"
"106","Tutu Atwell","LA","WR","1","2023","1","1","SEA","8","21.1","6","119","35.6","19.83","14.88","119.0","75.0","0","0.0","0","0","0","17.9","17.9","17.9","11.9"
"107","Chris Olave","NO","WR","1","2023","1","13","DET","8","27.6","5","119","44.6","23.80","14.88","119.0","62.5","0","0.0","0","0","0","16.9","16.9","16.9","11.9"
"108","Puka Nacua","LA","WR","1","2023","1","1","SEA","15","39.5","10","119","35.6","11.90","7.93","119.0","66.7","0","0.0","0","1","0","21.9","21.9","21.9","11.9"
"109","CeeDee Lamb","DAL","WR","1","2023","1","16","MIA","10","31.3","6","118","46.6","19.67","11.80","118.0","60.0","1","50.0","2","2","0","25.2","25.2","25.2","19.2"
"110","Cooper Kupp","LA","WR","1","2023","1","5","PHI","12","32.4","8","118","53.2","14.75","9.83","118.0","66.7","0","0.0","0","1","0","19.8","19.8","19.8","11.8"
"111","Puka Nacua","LA","WR","1","2023","1","17","NYG","8","23.5","5","118","37.2","23.60","14.75","118.0","62.5","0","0.0","0","1","0","18.7","18.7","18.7","13.7"
"112","CeeDee Lamb","DAL","WR","1","2023","1","6","LAC","7","23.3","7","117","43.0","16.71","16.71","117.0","100.0","0","0.0","0","1","0","18.7","18.7","18.7","11.7"
"113","Tyler Boyd","CIN","WR","1","2023","1","10","HST","12","30.0","8","117","33.7","14.63","9.75","117.0","66.7","0","0.0","0","2","0","19.7","19.7","19.7","11.7"
"114","Dallas Goedert","PHI","TE","1","2023","1","5","LA","9","23.7","8","117","38.6","14.63","13.00","117.0","88.9","1","100.0","1","1","0","25.7","25.7","25.7","17.7"
"115","Deebo Samuel","SF","WR","1","2023","1","13","PHI","4","14.8","4","116","36.9","29.00","29.00","116.0","100.0","2","50.0","0","0","0","35.8","35.8","35.8","31.8"
"116","Amari Cooper","CLV","WR","1","2023","1","3","TEN","8","24.2","7","116","40.1","16.57","14.50","116.0","87.5","1","50.0","0","0","0","24.6","24.6","24.6","17.6"
"117","CeeDee Lamb","DAL","WR","1","2023","1","13","SEA","17","41.5","12","116","38.8","9.67","6.82","116.0","70.6","1","33.3","1","6","0","32.6","32.6","32.6","20.6"
"118","Keenan Allen","LAC","WR","1","2023","1","11","GB","16","44.4","10","116","44.6","11.60","7.25","116.0","62.5","1","50.0","4","4","0","27.6","27.6","27.6","17.6"
"119","Odell Beckham","BLT","WR","1","2023","1","11","CIN","7","26.9","4","116","43.9","29.00","16.57","116.0","57.1","0","0.0","1","1","0","15.6","15.6","15.6","11.6"
"120","Travis Kelce","KC","TE","1","2023","2","3","BLT","11","28.2","11","116","48.1","10.55","10.55","116.0","100.0","1","100.0","0","1","0","29.1","29.1","29.1","18.1"
"121","George Kittle","SF","TE","1","2023","1","10","JAX","4","14.3","3","116","38.4","38.67","29.00","116.0","75.0","1","33.3","0","0","0","20.6","20.6","20.6","17.6"
"122","Adam Thielen","CAR","WR","1","2023","1","6","MIA","13","33.3","11","115","51.3","10.45","8.85","115.0","84.6","1","100.0","1","1","0","28.5","28.5","28.5","17.5"
"123","Cooper Kupp","LA","WR","1","2023","1","14","BLT","10","24.4","8","115","39.1","14.38","11.50","115.0","80.0","1","33.3","3","4","0","25.5","25.5","25.5","17.5"
"124","Khalil Shakir","BUF","WR","1","2023","1","11","NYJ","4","12.5","3","115","41.8","38.33","28.75","115.0","75.0","1","33.3","0","0","0","20.5","20.5","20.5","17.5"
"125","Zay Flowers","BLT","WR","1","2023","2","3","KC","8","21.6","5","115","42.3","23.00","14.38","115.0","62.5","1","100.0","1","1","1","21.9","21.9","21.9","16.9"
"126","D.J. Moore","CHI","WR","1","2023","1","12","MIN","13","35.1","11","114","52.5","10.36","8.77","114.0","84.6","0","0.0","0","0","0","22.4","22.4","22.4","11.4"
"127","Chris Olave","NO","WR","1","2023","1","12","ATL","9","23.7","7","114","37.5","16.29","12.67","114.0","77.8","0","0.0","0","0","0","18.4","18.4","18.4","11.4"
"128","Jaylen Waddle","MIA","WR","1","2023","1","12","NYJ","8","26.7","8","114","46.9","14.25","14.25","114.0","100.0","0","0.0","0","0","0","19.4","19.4","19.4","11.4"
"129","Chris Godwin","TB","WR","1","2023","1","4","NO","11","33.3","8","114","46.3","14.25","10.36","114.0","72.7","0","0.0","1","2","0","19.4","19.4","19.4","11.4"
"130","Tank Dell","HST","WR","1","2023","1","9","TB","11","26.2","6","114","24.3","19.00","10.36","114.0","54.5","2","40.0","0","1","0","29.6","29.6","29.6","23.6"
"131","Brandon Aiyuk","SF","WR","1","2023","1","17","WAS","8","28.6","7","114","49.6","16.29","14.25","114.0","87.5","1","50.0","1","2","0","24.4","24.4","24.4","17.4"
"132","A.J. Brown","PHI","WR","1","2023","1","13","SF","13","27.1","8","114","36.3","14.25","8.77","114.0","61.5","0","0.0","2","6","0","19.4","19.4","19.4","11.4"
"133","Brandon Aiyuk","SF","WR","1","2023","1","16","BLT","7","15.2","6","113","33.6","18.83","16.14","113.0","85.7","0","0.0","0","1","0","17.3","17.3","17.3","11.3"
"134","Marvin Mims","DEN","WR","1","2023","1","2","WAS","2","6.3","2","113","36.7","56.50","56.50","113.0","100.0","1","33.3","0","0","0","20.3","20.3","20.3","18.3"
"135","Josh Palmer","LAC","WR","1","2023","1","15","LV","4","12.5","4","113","44.0","28.25","28.25","113.0","100.0","1","33.3","0","0","0","21.3","21.3","21.3","17.3"
"136","DK Metcalf","SEA","WR","1","2023","1","3","CAR","8","22.2","6","112","37.8","18.67","14.00","112.0","75.0","0","0.0","0","0","0","17.2","17.2","17.2","11.2"
"137","Chris Olave","NO","WR","1","2023","1","1","TEN","10","30.3","8","112","36.7","14.00","11.20","112.0","80.0","0","0.0","0","0","0","19.2","19.2","19.2","11.2"
"138","Tyreek Hill","MIA","WR","1","2023","1","8","NE","13","28.9","8","112","34.6","14.00","8.62","112.0","61.5","1","33.3","3","4","0","25.2","25.2","25.2","17.2"
"139","Amon-Ra St. Brown","DET","WR","1","2023","1","15","DEN","9","26.5","7","112","40.3","16.00","12.44","112.0","77.8","1","20.0","1","4","0","24.2","24.2","24.2","17.2"
"140","Jayden Reed","GB","WR","1","2023","1","18","CHI","4","12.5","4","112","35.4","28.00","28.00","112.0","100.0","0","0.0","0","0","0","15.2","15.2","15.2","11.2"
"141","Stefon Diggs","BUF","WR","1","2023","1","3","WAS","11","34.4","8","111","50.9","13.88","10.09","111.0","72.7","0","0.0","0","0","0","19.1","19.1","19.1","11.1"
"142","Jordan Addison","MIN","WR","1","2023","1","15","CIN","6","17.6","6","111","36.6","18.50","18.50","111.0","100.0","2","100.0","1","1","0","29.1","29.1","29.1","23.1"
"143","Cooper Kupp","LA","WR","1","2023","1","15","WAS","8","24.2","8","111","43.0","13.88","13.88","111.0","100.0","1","50.0","1","2","0","25.1","25.1","25.1","17.1"
"144","Keenan Allen","LAC","WR","1","2023","1","2","TEN","10","24.4","8","111","36.4","13.88","11.10","111.0","80.0","2","100.0","2","3","0","31.1","31.1","31.1","23.1"
"145","Christian Kirk","JAX","WR","1","2023","1","2","KC","14","33.3","11","110","51.2","10.00","7.86","110.0","78.6","0","0.0","0","0","0","22.0","22.0","22.0","11.0"
"146","CeeDee Lamb","DAL","WR","1","2023","2","1","GB","18","30.0","9","110","27.3","12.22","6.11","110.0","50.0","0","0.0","1","2","0","20.5","20.5","20.5","11.5"
"147","Amon-Ra St. Brown","DET","WR","1","2023","2","1","LA","8","29.6","7","110","39.7","15.71","13.75","110.0","87.5","0","0.0","0","0","0","18.0","18.0","18.0","11.0"
"148","Tee Higgins","CIN","WR","1","2023","1","9","BUF","9","20.5","8","110","31.6","13.75","12.22","110.0","88.9","0","0.0","0","2","0","19.0","19.0","19.0","11.0"
"149","Jalin Hyatt","NYG","WR","1","2023","1","12","NE","6","24.0","5","109","57.1","21.80","18.17","109.0","83.3","0","0.0","0","0","0","15.9","15.9","15.9","10.9"
"150","Amari Cooper","CLV","WR","1","2023","1","15","CHI","8","17.8","4","109","28.8","27.25","13.63","109.0","50.0","1","50.0","0","1","0","20.9","20.9","20.9","16.9"
"151","Brandon Aiyuk","SF","WR","1","2023","1","8","CIN","9","29.0","5","109","29.9","21.80","12.11","109.0","55.6","0","0.0","0","0","0","15.9","15.9","15.9","10.9"
"152","Michael Pittman","IND","WR","1","2023","1","6","JAX","13","23.6","9","109","33.1","12.11","8.38","109.0","69.2","0","0.0","0","2","0","19.9","19.9","19.9","10.9"
"153","Jahan Dotson","WAS","WR","1","2023","1","8","PHI","10","19.2","8","108","27.2","13.50","10.80","108.0","80.0","1","25.0","0","0","0","24.8","24.8","24.8","16.8"
