"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"313","Demario Douglas","NE","WR","1","2023","1","10","IND","9","33.3","6","84","43.1","14.00","9.33","84.0","66.7","0","0.0","0","0","0","14.4","14.4","14.4","8.4"
"314","Sam LaPorta","DET","TE","1","2023","1","3","ATL","11","33.3","8","84","34.6","10.50","7.64","84.0","72.7","1","100.0","0","0","0","22.4","22.4","22.4","14.4"
"315","Justin Jefferson","MIN","WR","1","2023","1","15","CIN","10","29.4","7","84","27.7","12.00","8.40","84.0","70.0","0","0.0","0","1","0","15.4","15.4","15.4","8.4"
"316","Jayden Reed","GB","WR","1","2023","1","10","PIT","5","12.5","5","84","29.1","16.80","16.80","84.0","100.0","1","50.0","0","1","0","19.4","19.4","19.4","14.4"
"317","Michael Pittman","IND","WR","1","2023","1","10","NE","11","39.3","8","84","43.3","10.50","7.64","84.0","72.7","0","0.0","0","1","0","16.4","16.4","16.4","8.4"
"318","Dalton Kincaid","BUF","TE","1","2023","1","18","MIA","8","21.1","7","84","23.4","12.00","10.50","84.0","87.5","0","0.0","0","0","0","15.4","15.4","15.4","8.4"
"319","Davante Adams","LV","WR","1","2023","1","2","BUF","8","33.3","6","84","45.4","14.00","10.50","84.0","75.0","1","100.0","0","1","0","20.4","20.4","20.4","14.4"
"320","Christian Kirk","JAX","WR","1","2023","1","4","ATL","11","36.7","8","84","40.6","10.50","7.64","84.0","72.7","0","0.0","0","1","0","16.4","16.4","16.4","8.4"
"321","Marquez Valdes-Scantling","KC","WR","1","2023","1","7","LAC","5","11.9","3","84","19.8","28.00","16.80","84.0","60.0","1","25.0","0","0","0","17.4","17.4","17.4","14.4"
"322","Sam LaPorta","DET","TE","1","2023","1","17","DAL","11","31.4","7","84","27.8","12.00","7.64","84.0","63.6","0","0.0","2","2","0","15.4","15.4","15.4","8.4"
"323","Puka Nacua","LA","WR","1","2023","1","14","BLT","8","19.5","5","84","28.6","16.80","10.50","84.0","62.5","0","0.0","1","1","0","14.0","14.0","14.0","9.0"
"324","Trey Palmer","TB","WR","1","2023","1","17","NO","5","15.2","4","84","27.2","21.00","16.80","84.0","80.0","1","50.0","0","0","1","17.4","17.4","17.4","13.4"
"325","Donald Parham","LAC","TE","1","2023","1","18","KC","6","12.8","5","83","32.2","16.60","13.83","83.0","83.3","0","0.0","0","0","0","13.3","13.3","13.3","8.3"
"326","James Cook","BUF","RB","1","2023","1","14","KC","5","11.9","5","83","35.6","16.60","16.60","83.0","100.0","1","100.0","0","0","0","25.1","25.1","25.1","20.1"
"327","Isaiah Likely","BLT","TE","1","2023","1","14","LA","7","16.3","5","83","26.3","16.60","11.86","83.0","71.4","1","33.3","0","1","0","19.3","19.3","19.3","14.3"
"328","Calvin Ridley","JAX","WR","1","2023","1","8","PIT","10","31.3","6","83","28.4","13.83","8.30","83.0","60.0","0","0.0","1","1","0","14.3","14.3","14.3","8.3"
"329","Michael Pittman","IND","WR","1","2023","1","7","CLV","5","21.7","2","83","27.2","41.50","16.60","83.0","40.0","1","50.0","0","2","0","16.3","16.3","16.3","14.3"
"330","Garrett Wilson","NYJ","WR","1","2023","1","2","DAL","7","25.9","2","83","48.8","41.50","11.86","83.0","28.6","1","100.0","0","0","0","16.3","16.3","16.3","14.3"
"331","Elijah Moore","CLV","WR","1","2023","1","13","LA","12","27.3","4","83","32.7","20.75","6.92","83.0","33.3","0","0.0","1","1","0","12.3","12.3","12.3","8.3"
"332","Mike Williams","LAC","WR","1","2023","1","2","TEN","13","31.7","8","83","27.2","10.38","6.38","83.0","61.5","0","0.0","1","1","0","16.6","16.6","16.6","8.6"
"333","Romeo Doubs","GB","WR","1","2023","2","2","SF","6","17.6","4","83","42.8","20.75","13.83","83.0","66.7","0","0.0","0","2","0","12.3","12.3","12.3","8.3"
"334","Travis Kelce","KC","TE","1","2023","1","14","BUF","9","20.9","6","83","30.6","13.83","9.22","83.0","66.7","0","0.0","1","1","0","14.3","14.3","14.3","8.3"
"335","Jayden Reed","GB","WR","1","2023","1","8","MIN","6","14.6","4","83","36.2","20.75","13.83","83.0","66.7","0","0.0","0","0","0","12.3","12.3","12.3","8.3"
"336","Davante Adams","LV","WR","1","2023","1","11","MIA","12","29.3","7","82","30.3","11.71","6.83","82.0","58.3","1","100.0","0","1","0","21.2","21.2","21.2","14.2"
"337","Evan Engram","JAX","TE","1","2023","1","13","CIN","9","23.1","9","82","25.5","9.11","9.11","82.0","100.0","1","50.0","0","0","0","23.2","23.2","23.2","14.2"
"338","Jordan Addison","MIN","WR","1","2023","1","8","GB","8","22.9","7","82","27.6","11.71","10.25","82.0","87.5","1","50.0","0","3","0","21.4","21.4","21.4","14.4"
"339","Noah Brown","HST","WR","1","2023","1","15","TEN","11","30.6","8","82","35.8","10.25","7.45","82.0","72.7","1","100.0","2","3","0","22.2","22.2","22.2","14.2"
"340","Demarcus Robinson","LA","WR","1","2023","1","16","NO","6","17.6","6","82","25.0","13.67","13.67","82.0","100.0","1","50.0","1","1","0","20.2","20.2","20.2","14.2"
"341","Tyreek Hill","MIA","WR","1","2023","1","18","BUF","13","48.1","7","82","47.4","11.71","6.31","82.0","53.8","1","100.0","1","2","0","21.2","21.2","21.2","14.2"
"342","Darius Slayton","NYG","WR","1","2023","1","11","WAS","5","19.2","4","82","33.3","20.50","16.40","82.0","80.0","1","33.3","0","0","0","18.2","18.2","18.2","14.2"
"343","Mike Evans","TB","WR","1","2023","1","7","ATL","8","19.0","6","82","29.8","13.67","10.25","82.0","75.0","1","100.0","0","1","0","20.2","20.2","20.2","14.2"
"344","Greg Dortch","ARZ","WR","1","2023","1","17","PHI","7","22.6","7","82","35.3","11.71","11.71","82.0","100.0","0","0.0","0","1","0","15.2","15.2","15.2","8.2"
"345","Darnell Mooney","CHI","WR","1","2023","1","9","NO","6","20.0","5","82","37.3","16.40","13.67","82.0","83.3","0","0.0","0","0","0","13.2","13.2","13.2","8.2"
"346","Tyler Lockett","SEA","WR","1","2023","1","16","TEN","11","30.6","8","81","35.7","10.13","7.36","81.0","72.7","0","0.0","0","0","0","16.1","16.1","16.1","8.1"
"347","Dalton Kincaid","BUF","TE","1","2023","1","9","CIN","11","28.9","10","81","31.4","8.10","7.36","81.0","90.9","0","0.0","0","1","1","17.1","17.1","17.1","7.1"
"348","Chris Godwin","TB","WR","1","2023","1","17","NO","4","12.1","3","81","26.2","27.00","20.25","81.0","75.0","1","50.0","0","0","0","17.1","17.1","17.1","14.1"
"349","Josh Jacobs","LV","RB","1","2023","1","4","LAC","10","25.6","8","81","34.0","10.13","8.10","81.0","80.0","0","0.0","1","2","0","27.9","27.9","27.9","19.9"
"350","Jakobi Meyers","LV","WR","1","2023","1","1","DEN","10","38.5","9","81","40.5","9.00","8.10","81.0","90.0","2","100.0","3","3","0","29.1","29.1","29.1","20.1"
"351","Terry McLaurin","WAS","WR","1","2023","1","6","ATL","11","47.8","6","81","53.6","13.50","7.36","81.0","54.5","0","0.0","0","0","0","14.1","14.1","14.1","8.1"
"352","Tyler Lockett","SEA","WR","1","2023","1","8","CLV","9","24.3","8","81","31.9","10.13","9.00","81.0","88.9","1","50.0","0","2","0","22.1","22.1","22.1","14.1"
"353","Travis Kelce","KC","TE","1","2023","1","13","GB","5","15.2","4","81","38.6","20.25","16.20","81.0","80.0","0","0.0","0","0","0","12.1","12.1","12.1","8.1"
"354","Ja'Marr Chase","CIN","WR","1","2023","1","12","PIT","6","23.1","4","81","35.7","20.25","13.50","81.0","66.7","0","0.0","0","1","0","12.1","12.1","12.1","8.1"
"355","Jerry Jeudy","DEN","WR","1","2023","1","3","MIA","7","18.4","5","81","26.5","16.20","11.57","81.0","71.4","0","0.0","1","1","1","13.1","13.1","13.1","8.1"
"356","George Kittle","SF","TE","1","2023","2","2","GB","7","17.9","4","81","32.1","20.25","11.57","81.0","57.1","1","100.0","0","0","0","18.1","18.1","18.1","14.1"
"357","Nico Collins","HST","WR","1","2023","1","1","BLT","11","25.0","6","80","33.1","13.33","7.27","80.0","54.5","0","0.0","0","0","0","14.0","14.0","14.0","8.0"
"358","Mark Andrews","BLT","TE","1","2023","1","9","SEA","10","30.3","9","80","35.6","8.89","8.00","80.0","90.0","0","0.0","0","2","0","17.0","17.0","17.0","8.0"
"359","Nico Collins","HST","WR","1","2023","1","6","NO","6","22.2","4","80","40.2","20.00","13.33","80.0","66.7","0","0.0","0","0","0","12.0","12.0","12.0","8.0"
"360","A.J. Brown","PHI","WR","1","2023","1","16","NYG","10","26.3","6","80","26.6","13.33","8.00","80.0","60.0","0","0.0","0","1","0","14.0","14.0","14.0","8.0"
"361","Nico Collins","HST","WR","1","2023","1","17","TEN","8","25.0","7","80","37.6","11.43","10.00","80.0","87.5","0","0.0","1","1","1","15.7","15.7","15.7","8.7"
"362","Christian McCaffrey","SF","RB","1","2023","2","4","KC","8","20.5","8","80","29.0","10.00","10.00","80.0","100.0","1","50.0","0","0","0","29.0","29.0","29.0","21.0"
"363","Gus Edwards","BLT","RB","1","2023","1","7","DET","1","3.6","1","80","22.4","80.00","80.00","80.0","100.0","0","0.0","0","0","0","21.4","21.4","21.4","20.4"
"364","Josh Reynolds","DET","WR","1","2023","2","1","LA","7","25.9","5","80","28.9","16.00","11.43","80.0","71.4","0","0.0","1","1","0","13.0","13.0","13.0","8.0"
"365","Chase Brown","CIN","RB","1","2023","1","14","IND","3","12.0","3","80","29.2","26.67","26.67","80.0","100.0","1","50.0","0","0","0","19.5","19.5","19.5","16.5"
"366","Tony Pollard","DAL","RB","1","2023","1","6","LAC","7","23.3","6","80","29.4","13.33","11.43","80.0","85.7","0","0.0","0","2","0","17.0","17.0","17.0","11.0"
"367","Ja'Marr Chase","CIN","WR","1","2023","1","6","SEA","12","34.3","6","80","43.2","13.33","6.67","80.0","50.0","0","0.0","0","1","0","14.0","14.0","14.0","8.0"
"368","Josh Reynolds","DET","WR","1","2023","1","1","KC","6","17.1","4","80","31.6","20.00","13.33","80.0","66.7","0","0.0","0","0","0","12.0","12.0","12.0","8.0"
"369","Garrett Wilson","NYJ","WR","1","2023","1","9","LAC","12","24.5","7","80","30.4","11.43","6.67","80.0","58.3","0","0.0","0","0","1","14.0","14.0","14.0","7.0"
"370","Mark Andrews","BLT","TE","1","2023","1","4","CLV","5","26.3","5","80","43.0","16.00","16.00","80.0","100.0","2","100.0","1","2","0","25.0","25.0","25.0","20.0"
"371","Romeo Doubs","GB","WR","1","2023","1","16","CAR","5","17.9","4","79","36.1","19.75","15.80","79.0","80.0","1","50.0","1","1","1","17.9","17.9","17.9","13.9"
"372","Cole Kmet","CHI","TE","1","2023","1","8","LAC","10","27.0","10","79","34.1","7.90","7.90","79.0","100.0","0","0.0","0","1","0","17.9","17.9","17.9","7.9"
"373","Tre Tucker","LV","WR","1","2023","1","18","DEN","5","15.6","5","79","32.4","15.80","15.80","79.0","100.0","0","0.0","0","0","0","14.0","14.0","14.0","9.0"
"374","Jaylen Waddle","MIA","WR","1","2023","1","14","TEN","8","24.2","6","79","32.9","13.17","9.88","79.0","75.0","0","0.0","0","0","0","13.9","13.9","13.9","7.9"
"375","Deebo Samuel","SF","WR","1","2023","1","12","SEA","9","29.0","7","79","37.8","11.29","8.78","79.0","77.8","0","0.0","0","3","0","22.4","22.4","22.4","15.4"
"376","Evan Engram","JAX","TE","1","2023","1","18","TEN","13","30.2","10","79","28.2","7.90","6.08","79.0","76.9","1","50.0","0","1","0","23.9","23.9","23.9","13.9"
"377","Jerry Jeudy","DEN","WR","1","2023","1","18","LV","6","17.6","3","79","29.0","26.33","13.17","79.0","50.0","1","100.0","0","0","0","16.9","16.9","16.9","13.9"
"378","Wan'Dale Robinson","NYG","WR","1","2023","1","14","GB","7","33.3","6","79","50.0","13.17","11.29","79.0","85.7","0","0.0","0","0","0","17.5","17.5","17.5","11.5"
"379","Diontae Johnson","PIT","WR","1","2023","1","7","LA","6","24.0","5","79","34.3","15.80","13.17","79.0","83.3","0","0.0","0","0","0","12.9","12.9","12.9","7.9"
"380","Jakobi Meyers","LV","WR","1","2023","1","12","KC","7","20.6","6","79","31.9","13.17","11.29","79.0","85.7","1","100.0","0","1","0","20.1","20.1","20.1","14.1"
"381","DeVonta Smith","PHI","WR","1","2023","1","16","NYG","5","13.2","4","79","26.2","19.75","15.80","79.0","80.0","1","100.0","0","0","0","17.9","17.9","17.9","13.9"
"382","A.J. Brown","PHI","WR","1","2023","1","1","NE","9","27.3","7","79","46.5","11.29","8.78","79.0","77.8","0","0.0","0","0","0","14.9","14.9","14.9","7.9"
"383","George Kittle","SF","TE","1","2023","1","7","MIN","7","23.3","5","78","28.7","15.60","11.14","78.0","71.4","0","0.0","0","0","0","13.0","13.0","13.0","8.0"
"384","DK Metcalf","SEA","WR","1","2023","1","15","PHI","6","18.2","5","78","37.5","15.60","13.00","78.0","83.3","0","0.0","0","1","0","12.8","12.8","12.8","7.8"
"385","Zay Jones","JAX","WR","1","2023","1","13","CIN","8","20.5","5","78","24.3","15.60","9.75","78.0","62.5","0","0.0","0","0","0","12.8","12.8","12.8","7.8"
"386","Drake London","ATL","WR","1","2023","1","5","HST","9","23.7","6","78","22.2","13.00","8.67","78.0","66.7","0","0.0","0","1","0","14.7","14.7","14.7","8.7"
"387","Michael Pittman","IND","WR","1","2023","1","15","PIT","5","17.9","4","78","36.3","19.50","15.60","78.0","80.0","0","0.0","0","0","0","11.8","11.8","11.8","7.8"
"388","T.J. Hockenson","MIN","TE","1","2023","1","3","LAC","11","22.0","8","78","21.3","9.75","7.09","78.0","72.7","0","0.0","1","4","1","14.8","14.8","14.8","6.8"
"389","DeVonta Smith","PHI","WR","1","2023","1","4","WAS","8","21.6","7","78","24.5","11.14","9.75","78.0","87.5","0","0.0","0","0","0","14.8","14.8","14.8","7.8"
"390","Zay Flowers","BLT","WR","1","2023","1","1","HST","10","45.5","9","78","46.2","8.67","7.80","78.0","90.0","0","0.0","1","4","0","17.7","17.7","17.7","8.7"
"391","Chris Godwin","TB","WR","1","2023","1","16","JAX","10","28.6","6","78","27.6","13.00","7.80","78.0","60.0","0","0.0","1","1","0","13.9","13.9","13.9","7.9"
"392","Jaylen Waddle","MIA","WR","1","2023","1","1","LAC","5","11.1","4","78","16.7","19.50","15.60","78.0","80.0","0","0.0","0","0","0","11.8","11.8","11.8","7.8"
"393","Christian Kirk","JAX","WR","1","2023","1","5","BUF","7","18.9","6","78","24.8","13.00","11.14","78.0","85.7","0","0.0","0","1","0","14.4","14.4","14.4","8.4"
"394","Jake Ferguson","DAL","TE","1","2023","1","13","SEA","7","17.1","6","77","25.8","12.83","11.00","77.0","85.7","1","33.3","0","3","0","19.7","19.7","19.7","13.7"
"395","Courtland Sutton","DEN","WR","1","2023","1","13","HST","7","26.9","2","77","41.4","38.50","11.00","77.0","28.6","1","100.0","1","1","0","15.7","15.7","15.7","13.7"
"396","David Njoku","CLV","TE","1","2023","1","8","SEA","7","21.9","4","77","30.0","19.25","11.00","77.0","57.1","1","100.0","1","3","0","17.7","17.7","17.7","13.7"
"397","Amari Cooper","CLV","WR","1","2023","1","14","JAX","14","31.1","7","77","24.8","11.00","5.50","77.0","50.0","0","0.0","0","0","1","13.7","13.7","13.7","6.7"
"398","CeeDee Lamb","DAL","WR","1","2023","1","1","NYG","4","16.0","4","77","53.8","19.25","19.25","77.0","100.0","0","0.0","0","0","0","11.7","11.7","11.7","7.7"
"399","Mecole Hardman","KC","WR","1","2023","1","18","LAC","11","36.7","6","77","50.0","12.83","7.00","77.0","54.5","0","0.0","0","0","0","13.7","13.7","13.7","7.7"
"400","Dallas Goedert","PHI","TE","1","2023","1","7","MIA","5","16.1","5","77","27.6","15.40","15.40","77.0","100.0","1","50.0","0","1","0","18.7","18.7","18.7","13.7"
"401","Jake Ferguson","DAL","TE","1","2023","1","4","NE","7","19.4","7","77","27.4","11.00","11.00","77.0","100.0","0","0.0","1","2","0","14.7","14.7","14.7","7.7"
"402","Michael Pittman","IND","WR","1","2023","1","3","BLT","11","25.0","9","77","33.9","8.56","7.00","77.0","81.8","0","0.0","0","2","0","16.7","16.7","16.7","7.7"
"403","Josh Palmer","LAC","WR","1","2023","1","4","LV","8","33.3","3","77","46.1","25.67","9.63","77.0","37.5","0","0.0","0","0","0","10.7","10.7","10.7","7.7"
"404","Chris Godwin","TB","WR","1","2023","1","6","DET","7","18.9","6","77","37.4","12.83","11.00","77.0","85.7","0","0.0","0","0","0","13.7","13.7","13.7","7.7"
"405","Amon-Ra St. Brown","DET","WR","1","2023","2","2","TB","13","30.2","8","77","26.8","9.63","5.92","77.0","61.5","1","50.0","2","4","0","21.7","21.7","21.7","13.7"
"406","Logan Thomas","WAS","TE","1","2023","1","5","CHI","11","21.6","9","77","19.8","8.56","7.00","77.0","81.8","1","50.0","2","2","1","21.7","21.7","21.7","12.7"
"407","Xavier Gipson","NYJ","WR","1","2023","1","13","ATL","6","15.8","5","77","36.0","15.40","12.83","77.0","83.3","0","0.0","0","1","0","12.8","12.8","12.8","7.8"
"408","Keenan Allen","LAC","WR","1","2023","1","9","NYJ","9","30.0","8","77","56.6","9.63","8.56","77.0","88.9","0","0.0","0","0","0","15.7","15.7","15.7","7.7"
"409","Amon-Ra St. Brown","DET","WR","1","2023","1","11","CHI","11","31.4","8","77","32.6","9.63","7.00","77.0","72.7","1","50.0","3","4","0","21.7","21.7","21.7","13.7"
"410","Tutu Atwell","LA","WR","1","2023","1","2","SF","9","16.4","7","77","25.1","11.00","8.56","77.0","77.8","0","0.0","0","0","0","15.2","15.2","15.2","8.2"
"411","Keenan Allen","LAC","WR","1","2023","1","1","MIA","9","27.3","6","76","33.2","12.67","8.44","76.0","66.7","0","0.0","1","1","0","14.2","14.2","14.2","8.2"
"412","Tyreek Hill","MIA","WR","1","2023","1","17","BLT","12","31.6","6","76","32.1","12.67","6.33","76.0","50.0","0","0.0","2","3","0","13.6","13.6","13.6","7.6"
"413","Darren Waller","NYG","TE","1","2023","1","2","ARZ","8","21.6","6","76","23.7","12.67","9.50","76.0","75.0","0","0.0","0","2","0","13.6","13.6","13.6","7.6"
"414","Brandon Aiyuk","SF","WR","1","2023","1","6","CLV","10","37.0","4","76","60.8","19.00","7.60","76.0","40.0","0","0.0","0","0","0","11.6","11.6","11.6","7.6"
"415","Pat Freiermuth","PIT","TE","1","2023","2","1","BUF","6","15.4","5","76","33.2","15.20","12.67","76.0","83.3","0","0.0","0","0","1","12.6","12.6","12.6","7.6"
"416","Greg Dortch","ARZ","WR","1","2023","1","11","HST","7","23.3","6","76","35.5","12.67","10.86","76.0","85.7","0","0.0","0","0","0","13.6","13.6","13.6","7.6"
"417","Brevin Jordan","HST","TE","1","2023","2","1","CLV","1","4.5","1","76","27.1","76.00","76.00","76.0","100.0","1","33.3","0","0","0","14.6","14.6","14.6","13.6"
"418","Diontae Johnson","PIT","WR","1","2023","1","17","SEA","4","16.7","4","76","27.7","19.00","19.00","76.0","100.0","0","0.0","0","1","1","11.6","11.6","11.6","7.6"
"419","George Kittle","SF","TE","1","2023","1","14","SEA","5","18.5","3","76","20.7","25.33","15.20","76.0","60.0","1","50.0","0","0","0","16.6","16.6","16.6","13.6"
"420","Garrett Wilson","NYJ","WR","1","2023","1","16","WAS","15","30.6","9","76","35.0","8.44","5.07","76.0","60.0","0","0.0","3","3","0","15.8","15.8","15.8","6.8"
"421","Tutu Atwell","LA","WR","1","2023","1","12","ARZ","3","9.1","3","76","33.2","25.33","25.33","76.0","100.0","0","0.0","0","0","0","10.6","10.6","10.6","7.6"
"422","Treylon Burks","TEN","WR","1","2023","1","2","LAC","4","16.7","3","76","30.9","25.33","19.00","76.0","75.0","0","0.0","0","1","0","10.6","10.6","10.6","7.6"
"423","Breece Hall","NYJ","RB","1","2023","1","8","NYG","8","22.2","6","76","31.7","12.67","9.50","76.0","75.0","1","100.0","0","0","0","21.3","21.3","21.3","15.3"
"424","Michael Wilson","ARZ","WR","1","2023","1","4","SF","7","17.1","7","76","28.7","10.86","10.86","76.0","100.0","2","100.0","1","2","0","26.6","26.6","26.6","19.6"
"425","Courtland Sutton","DEN","WR","1","2023","1","7","GB","6","20.7","6","76","39.2","12.67","12.67","76.0","100.0","1","100.0","0","1","0","19.6","19.6","19.6","13.6"
"426","Adam Thielen","CAR","WR","1","2023","1","4","MIN","8","25.0","7","76","37.3","10.86","9.50","76.0","87.5","0","0.0","0","0","0","15.2","15.2","15.2","8.2"
"427","Josh Reynolds","DET","WR","1","2023","1","5","CAR","5","17.9","4","76","32.2","19.00","15.20","76.0","80.0","1","33.3","1","1","0","17.6","17.6","17.6","13.6"
"428","DeAndre Hopkins","TEN","WR","1","2023","1","13","IND","12","36.4","5","75","33.5","15.00","6.25","75.0","41.7","1","100.0","2","2","0","18.9","18.9","18.9","13.9"
"429","Davante Adams","LV","WR","1","2023","1","4","LAC","13","33.3","8","75","31.5","9.38","5.77","75.0","61.5","0","0.0","2","5","0","15.5","15.5","15.5","7.5"
"430","KhaDarel Hodge","ATL","WR","1","2023","1","8","TEN","3","8.8","3","75","30.5","25.00","25.00","75.0","100.0","0","0.0","0","0","0","10.5","10.5","10.5","7.5"
"431","Michael Mayer","LV","TE","1","2023","1","6","NE","6","18.8","5","75","28.4","15.00","12.50","75.0","83.3","0","0.0","0","2","0","12.5","12.5","12.5","7.5"
"432","Jalin Hyatt","NYG","WR","1","2023","1","7","WAS","5","17.2","2","75","26.9","37.50","15.00","75.0","40.0","0","0.0","0","0","0","9.5","9.5","9.5","7.5"
"433","Tyler Allgeier","ATL","RB","1","2023","1","17","CHI","1","3.0","1","75","41.7","75.00","75.00","75.0","100.0","1","100.0","0","0","0","15.8","15.8","15.8","14.8"
"434","Zay Flowers","BLT","WR","1","2023","1","7","DET","6","21.4","4","75","21.0","18.75","12.50","75.0","66.7","0","0.0","0","1","0","11.5","11.5","11.5","7.5"
"435","Dalton Kincaid","BUF","TE","1","2023","1","7","NE","8","19.5","8","75","28.3","9.38","9.38","75.0","100.0","0","0.0","1","1","0","15.5","15.5","15.5","7.5"
"436","Travis Kelce","KC","TE","1","2023","2","2","BUF","6","26.1","5","75","34.9","15.00","12.50","75.0","83.3","2","100.0","2","2","0","24.5","24.5","24.5","19.5"
"437","DK Metcalf","SEA","WR","1","2023","1","2","DET","6","14.6","6","75","22.9","12.50","12.50","75.0","100.0","0","0.0","0","2","0","13.5","13.5","13.5","7.5"
"438","Jakobi Meyers","LV","WR","1","2023","1","5","GB","10","32.3","7","75","36.1","10.71","7.50","75.0","70.0","1","100.0","1","1","0","20.5","20.5","20.5","13.5"
"439","George Pickens","PIT","WR","1","2023","1","3","LV","6","21.4","4","75","31.9","18.75","12.50","75.0","66.7","0","0.0","0","0","0","11.5","11.5","11.5","7.5"
"440","Demario Douglas","NE","WR","1","2023","1","16","DEN","8","24.2","5","74","28.9","14.80","9.25","74.0","62.5","0","0.0","0","1","0","12.4","12.4","12.4","7.4"
"441","Jerry Jeudy","DEN","WR","1","2023","1","15","DET","6","18.8","3","74","33.2","24.67","12.33","74.0","50.0","0","0.0","0","0","0","10.4","10.4","10.4","7.4"
"442","Adam Thielen","CAR","WR","1","2023","1","11","DAL","11","37.9","8","74","60.2","9.25","6.73","74.0","72.7","0","0.0","0","1","1","15.4","15.4","15.4","7.4"
"443","Stefon Diggs","BUF","WR","1","2023","1","12","PHI","11","21.6","6","74","21.8","12.33","6.73","74.0","54.5","1","50.0","0","1","0","19.4","19.4","19.4","13.4"
"444","Robert Woods","HST","WR","1","2023","1","2","IND","9","19.1","6","74","19.3","12.33","8.22","74.0","66.7","0","0.0","1","3","0","13.4","13.4","13.4","7.4"
"445","Adam Thielen","CAR","WR","1","2023","1","14","NO","7","19.4","5","74","54.0","14.80","10.57","74.0","71.4","0","0.0","0","0","1","12.4","12.4","12.4","7.4"
"446","Davante Adams","LV","WR","1","2023","1","12","KC","7","20.6","5","73","29.4","14.60","10.43","73.0","71.4","0","0.0","0","1","0","12.3","12.3","12.3","7.3"
"447","Romeo Doubs","GB","WR","1","2023","1","3","NO","11","25.0","5","73","28.2","14.60","6.64","73.0","45.5","1","100.0","2","3","0","18.3","18.3","18.3","13.3"
"448","Ja'Marr Chase","CIN","WR","1","2023","1","4","TEN","9","30.0","7","73","44.2","10.43","8.11","73.0","77.8","0","0.0","0","0","0","14.3","14.3","14.3","7.3"
"449","Zay Flowers","BLT","WR","1","2023","1","10","CLV","6","26.1","5","73","32.7","14.60","12.17","73.0","83.3","0","0.0","0","0","0","12.3","12.3","12.3","7.3"
"450","DeVonta Smith","PHI","WR","1","2023","1","14","DAL","10","35.7","5","73","32.4","14.60","7.30","73.0","50.0","0","0.0","0","0","1","11.3","11.3","11.3","6.3"
"451","Samaje Perine","DEN","RB","1","2023","1","5","NYJ","5","16.1","4","73","37.2","18.25","14.60","73.0","80.0","0","0.0","0","0","0","12.5","12.5","12.5","8.5"
"452","Zay Flowers","BLT","WR","1","2023","1","5","PIT","10","26.3","5","73","30.9","14.60","7.30","73.0","50.0","0","0.0","1","1","0","12.3","12.3","12.3","7.3"
"453","Marvin Mims","DEN","WR","1","2023","1","3","MIA","5","13.2","3","73","23.9","24.33","14.60","73.0","60.0","0","0.0","0","0","0","10.6","10.6","10.6","7.6"
"454","Terry McLaurin","WAS","WR","1","2023","1","9","NE","6","13.3","5","73","22.5","14.60","12.17","73.0","83.3","0","0.0","0","0","0","12.3","12.3","12.3","7.3"
"455","Christian McCaffrey","SF","RB","1","2023","1","15","ARZ","5","17.9","5","72","27.5","14.40","14.40","72.0","100.0","2","50.0","1","1","0","41.7","41.7","41.7","36.7"
"456","Rashee Rice","KC","WR","1","2023","1","6","DEN","4","9.8","4","72","23.5","18.00","18.00","72.0","100.0","0","0.0","0","0","0","11.2","11.2","11.2","7.2"
"457","Zay Flowers","BLT","WR","1","2023","1","16","SF","13","37.1","9","72","28.6","8.00","5.54","72.0","69.2","1","50.0","1","3","0","22.2","22.2","22.2","13.2"
"458","Tank Dell","HST","WR","1","2023","1","2","IND","10","21.3","7","72","18.8","10.29","7.20","72.0","70.0","1","50.0","0","0","0","20.2","20.2","20.2","13.2"
"459","Jordan Addison","MIN","WR","1","2023","1","2","PHI","5","11.4","3","72","19.8","24.00","14.40","72.0","60.0","1","25.0","0","0","0","16.2","16.2","16.2","13.2"
"460","Rashee Rice","KC","WR","1","2023","1","14","BUF","10","23.3","7","72","26.6","10.29","7.20","72.0","70.0","1","100.0","2","3","1","19.2","19.2","19.2","12.2"
"461","Puka Nacua","LA","WR","1","2023","1","3","CIN","6","18.2","5","72","26.8","14.40","12.00","72.0","83.3","0","0.0","0","0","0","12.2","12.2","12.2","7.2"
"462","DeAndre Hopkins","TEN","WR","1","2023","1","17","HST","7","26.9","7","72","39.1","10.29","10.29","72.0","100.0","0","0.0","0","1","0","14.2","14.2","14.2","7.2"
"463","Romeo Doubs","GB","WR","1","2023","1","13","KC","5","13.9","4","72","27.0","18.00","14.40","72.0","80.0","0","0.0","0","0","0","11.2","11.2","11.2","7.2"
"464","Kylen Granson","IND","TE","1","2023","1","13","TEN","3","7.1","3","72","23.1","24.00","24.00","72.0","100.0","0","0.0","0","0","0","10.4","10.4","10.4","7.4"
"465","Jake Ferguson","DAL","TE","1","2023","1","14","PHI","8","20.5","5","72","26.6","14.40","9.00","72.0","62.5","0","0.0","1","1","0","12.2","12.2","12.2","7.2"
"466","Brandin Cooks","DAL","WR","1","2023","1","12","WAS","5","15.6","4","72","21.8","18.00","14.40","72.0","80.0","1","25.0","0","0","0","17.2","17.2","17.2","13.2"
"467","Adam Thielen","CAR","WR","1","2023","1","8","HST","11","35.5","8","72","30.6","9.00","6.55","72.0","72.7","0","0.0","1","2","0","15.2","15.2","15.2","7.2"
