"Player Details","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"Rank","Name","Team","POS","G","Season","Season Type","WEEK","Opponent","TGT","TGT %","REC","YDS","TM YDS %","YPR","YPT","RecYDS/G","CR %","TD","TM TD %","i10","i20 TGT","FUM","FP/G","FP","PPR","NON-PPR"
"1281","Robert Woods","TEN","WR","1","2022","1","2","BUF","5","20.8","4","39","31.7","9.75","7.80","39.0","80.0","0","0.0","0","0","0","7.9","7.9","7.9","3.9"
"1282","DeVonta Smith","PHI","WR","1","2022","1","10","WAS","8","30.8","6","39","22.3","6.50","4.88","39.0","75.0","1","50.0","0","1","1","14.9","14.9","14.9","8.9"
"1283","Melvin Gordon","DEN","RB","1","2022","1","11","LV","5","16.1","5","39","15.8","7.80","7.80","39.0","100.0","0","0.0","0","0","0","12.0","12.0","12.0","7.0"
"1284","Durham Smythe","MIA","TE","1","2022","1","18","NYJ","5","16.1","3","39","25.7","13.00","7.80","39.0","60.0","0","0.0","0","0","0","6.9","6.9","6.9","3.9"
"1285","Josh Jacobs","LV","RB","1","2022","1","5","KC","5","16.7","5","39","16.2","7.80","7.80","39.0","100.0","0","0.0","0","0","0","30.3","30.3","30.3","25.3"
"1286","Tyler Lockett","SEA","WR","1","2022","2","1","SF","8","22.9","6","39","15.4","6.50","4.88","39.0","75.0","0","0.0","1","1","0","9.9","9.9","9.9","3.9"
"1287","Byron Pringle","CHI","WR","1","2022","1","15","PHI","2","9.1","2","39","25.7","19.50","19.50","39.0","100.0","1","50.0","0","0","0","11.9","11.9","11.9","9.9"
"1288","Chase Edmonds","DEN","RB","1","2022","1","17","KC","3","7.9","3","39","17.6","13.00","13.00","39.0","100.0","0","0.0","0","0","0","10.3","10.3","10.3","7.3"
"1289","Ameer Abdullah","LV","RB","1","2022","1","12","SEA","3","8.3","3","39","13.2","13.00","13.00","39.0","100.0","1","33.3","0","1","0","14.5","14.5","14.5","11.5"
"1290","Equanimeous St. Brown","CHI","WR","1","2022","1","2","GB","4","36.4","2","39","55.7","19.50","9.75","39.0","50.0","0","0.0","0","0","0","5.9","5.9","5.9","3.9"
"1291","Brandon Aiyuk","SF","WR","1","2022","1","3","DEN","8","27.6","3","39","18.5","13.00","4.88","39.0","37.5","1","100.0","1","1","0","12.9","12.9","12.9","9.9"
"1292","D'Andre Swift","DET","RB","1","2022","1","17","CHI","4","13.8","4","39","15.3","9.75","9.75","39.0","100.0","1","33.3","0","0","0","27.7","27.7","27.7","23.7"
"1293","Tyler Higbee","LA","TE","1","2022","1","1","BUF","8","19.5","5","39","16.3","7.80","4.88","39.0","62.5","0","0.0","0","0","0","8.9","8.9","8.9","3.9"
"1294","Jordan Akins","HST","TE","1","2022","1","16","TEN","3","9.4","3","39","17.9","13.00","13.00","39.0","100.0","0","0.0","0","0","0","6.9","6.9","6.9","3.9"
"1295","George Pickens","PIT","WR","1","2022","1","3","CLV","7","21.9","3","39","18.8","13.00","5.57","39.0","42.9","0","0.0","0","0","0","6.9","6.9","6.9","3.9"
"1296","Gabe Davis","BUF","WR","1","2022","1","18","NE","9","29.0","3","39","15.4","13.00","4.33","39.0","33.3","0","0.0","0","1","0","6.9","6.9","6.9","3.9"
"1297","Olamide Zaccheaus","ATL","WR","1","2022","1","5","TB","4","16.0","2","39","26.5","19.50","9.75","39.0","50.0","1","100.0","0","1","0","11.9","11.9","11.9","9.9"
"1298","Josh Palmer","LAC","WR","1","2022","1","18","DEN","5","11.4","4","39","13.1","9.75","7.80","39.0","80.0","0","0.0","0","0","0","9.9","9.9","9.9","5.9"
"1299","Samaje Perine","CIN","RB","1","2022","1","5","BLT","4","11.4","4","39","18.0","9.75","9.75","39.0","100.0","0","0.0","0","1","0","9.6","9.6","9.6","5.6"
"1300","Russell Gage","TB","WR","1","2022","1","7","CAR","5","10.2","4","39","13.4","9.75","7.80","39.0","80.0","0","0.0","1","2","0","7.9","7.9","7.9","3.9"
"1301","Christian McCaffrey","SF","RB","1","2022","1","10","LAC","5","17.9","4","39","16.3","9.75","7.80","39.0","80.0","0","0.0","0","1","0","17.7","17.7","17.7","13.7"
"1302","Jalen Reagor","MIN","WR","1","2022","1","13","NYJ","1","2.9","1","38","22.0","38.00","38.00","38.0","100.0","0","0.0","0","0","0","5.6","5.6","5.6","4.6"
"1303","Drake London","ATL","WR","1","2022","1","10","CAR","6","20.0","5","38","20.4","7.60","6.33","38.0","83.3","1","50.0","1","1","0","14.8","14.8","14.8","9.8"
"1304","Corey Davis","NYJ","WR","1","2022","1","5","MIA","3","14.3","2","38","18.1","19.00","12.67","38.0","66.7","0","0.0","0","0","0","5.8","5.8","5.8","3.8"
"1305","Jerry Jeudy","DEN","WR","1","2022","1","17","KC","8","21.1","7","38","17.1","5.43","4.75","38.0","87.5","0","0.0","0","0","0","10.8","10.8","10.8","3.8"
"1306","O.J. Howard","HST","TE","1","2022","1","1","IND","2","5.4","2","38","15.8","19.00","19.00","38.0","100.0","2","100.0","0","1","0","17.8","17.8","17.8","15.8"
"1307","David Montgomery","CHI","RB","1","2022","1","15","PHI","3","13.6","3","38","25.0","12.67","12.67","38.0","100.0","1","50.0","1","1","0","24.1","24.1","24.1","21.1"
"1308","Marquise Goodwin","SEA","WR","1","2022","1","10","TB","2","6.1","2","38","13.8","19.00","19.00","38.0","100.0","1","50.0","0","1","0","11.8","11.8","11.8","9.8"
"1309","Ross Dwelley","SF","TE","1","2022","1","2","SEA","1","4.2","1","38","20.7","38.00","38.00","38.0","100.0","1","100.0","0","0","0","10.8","10.8","10.8","9.8"
"1310","Marvin Jones","JAX","WR","1","2022","1","1","WAS","6","14.3","4","38","13.8","9.50","6.33","38.0","66.7","0","0.0","0","0","0","7.8","7.8","7.8","3.8"
"1311","Dawson Knox","BUF","TE","1","2022","1","16","CHI","5","19.2","3","38","22.1","12.67","7.60","38.0","60.0","1","50.0","0","2","0","12.8","12.8","12.8","9.8"
"1312","K.J. Osborn","MIN","WR","1","2022","1","14","DET","5","12.2","5","38","8.9","7.60","7.60","38.0","100.0","1","50.0","0","2","0","14.8","14.8","14.8","9.8"
"1313","Travis Kelce","KC","TE","1","2022","1","18","LV","7","26.9","6","38","18.8","6.33","5.43","38.0","85.7","0","0.0","2","2","0","9.8","9.8","9.8","3.8"
"1314","Tyler Boyd","CIN","WR","1","2022","1","8","CLV","5","14.3","3","38","16.4","12.67","7.60","38.0","60.0","1","50.0","0","1","0","12.8","12.8","12.8","9.8"
"1315","Julio Jones","TB","WR","1","2022","1","14","SF","8","14.5","5","38","15.0","7.60","4.75","38.0","62.5","0","0.0","1","2","0","8.8","8.8","8.8","3.8"
"1316","Chigoziem Okonkwo","TEN","TE","1","2022","1","4","IND","3","14.3","3","38","27.7","12.67","12.67","38.0","100.0","1","50.0","1","1","0","12.8","12.8","12.8","9.8"
"1317","Austin Hooper","TEN","TE","1","2022","1","18","JAX","4","13.8","4","38","21.2","9.50","9.50","38.0","100.0","0","0.0","0","0","0","7.8","7.8","7.8","3.8"
"1318","Mike Gesicki","MIA","TE","1","2022","1","8","DET","4","11.1","3","38","9.9","12.67","9.50","38.0","75.0","1","33.3","0","1","0","12.8","12.8","12.8","9.8"
"1319","Aaron Jones","GB","RB","1","2022","1","2","CHI","3","12.0","3","38","16.2","12.67","12.67","38.0","100.0","1","50.0","1","1","0","32.0","32.0","32.0","29.0"
"1320","Kalif Raymond","DET","WR","1","2022","1","4","SEA","5","12.5","3","38","9.9","12.67","7.60","38.0","60.0","0","0.0","0","0","1","6.1","6.1","6.1","3.1"
"1321","Kendall Hinton","DEN","WR","1","2022","1","14","KC","6","13.6","5","38","14.4","7.60","6.33","38.0","83.3","0","0.0","1","2","0","8.8","8.8","8.8","3.8"
"1322","Ty Johnson","NYJ","RB","1","2022","1","13","MIN","7","12.1","6","38","10.3","6.33","5.43","38.0","85.7","0","0.0","0","0","0","10.1","10.1","10.1","4.1"
"1323","Isaiah Hodgins","NYG","WR","1","2022","1","14","PHI","6","18.8","4","38","17.6","9.50","6.33","38.0","66.7","1","50.0","1","2","0","15.8","15.8","15.8","11.8"
"1324","Diontae Johnson","PIT","WR","1","2022","1","18","CLV","8","27.6","2","38","19.5","19.00","4.75","38.0","25.0","0","0.0","0","0","0","7.8","7.8","7.8","5.8"
"1325","T.J. Hockenson","DET","TE","1","2022","1","1","PHI","7","18.9","4","38","17.7","9.50","5.43","38.0","57.1","0","0.0","0","1","0","7.8","7.8","7.8","3.8"
"1326","Kenneth Gainwell","PHI","RB","1","2022","1","13","TEN","3","7.3","3","38","9.7","12.67","12.67","38.0","100.0","0","0.0","0","0","0","8.3","8.3","8.3","5.3"
"1327","Justin Jefferson","MIN","WR","1","2022","1","18","CHI","5","15.2","4","38","11.1","9.50","7.60","38.0","80.0","0","0.0","1","2","0","7.8","7.8","7.8","3.8"
"1328","Curtis Samuel","WAS","WR","1","2022","1","4","DAL","7","16.7","4","38","22.4","9.50","5.43","38.0","57.1","0","0.0","1","1","0","7.8","7.8","7.8","3.8"
"1329","Breece Hall","NYJ","RB","1","2022","1","1","BLT","8","13.6","6","38","12.3","6.33","4.75","38.0","75.0","0","0.0","1","2","1","11.1","11.1","11.1","5.1"
"1330","Gabe Davis","BUF","WR","1","2022","1","12","DET","5","11.9","4","38","15.0","9.50","7.60","38.0","80.0","0","0.0","0","0","0","7.8","7.8","7.8","3.8"
"1331","JuJu Smith-Schuster","KC","WR","1","2022","1","12","LA","3","7.1","3","38","11.9","12.67","12.67","38.0","100.0","0","0.0","0","0","0","6.8","6.8","6.8","3.8"
"1332","Jordan Akins","HST","TE","1","2022","1","17","JAX","3","6.8","2","38","18.0","19.00","12.67","38.0","66.7","0","0.0","0","0","0","5.8","5.8","5.8","3.8"
"1333","Josh Reynolds","DET","WR","1","2022","1","2","WAS","3","8.8","3","38","14.8","12.67","12.67","38.0","100.0","1","25.0","1","2","0","12.8","12.8","12.8","9.8"
"1334","Leonard Fournette","TB","RB","1","2022","1","6","PIT","6","15.0","6","38","15.6","6.33","6.33","38.0","100.0","1","100.0","0","1","0","22.1","22.1","22.1","16.1"
"1335","Kylen Granson","IND","TE","1","2022","1","6","JAX","4","6.9","4","38","9.8","9.50","9.50","38.0","100.0","0","0.0","0","1","1","7.8","7.8","7.8","3.8"
"1336","Daniel Bellinger","NYG","TE","1","2022","1","6","BLT","5","18.5","5","38","22.0","7.60","7.60","38.0","100.0","1","50.0","1","2","0","14.8","14.8","14.8","9.8"
"1337","KhaDarel Hodge","ATL","WR","1","2022","1","1","NO","3","9.1","3","38","17.7","12.67","12.67","38.0","100.0","0","0.0","0","0","0","6.8","6.8","6.8","3.8"
"1338","Parris Campbell","IND","WR","1","2022","1","1","HST","4","8.0","3","37","10.5","12.33","9.25","37.0","75.0","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1339","Adam Trautman","NO","TE","1","2022","1","4","MIN","3","10.7","3","37","15.7","12.33","12.33","37.0","100.0","0","0.0","0","1","0","6.7","6.7","6.7","3.7"
"1340","Amari Rodgers","HST","WR","1","2022","1","16","TEN","2","6.3","1","37","17.0","37.00","18.50","37.0","50.0","0","0.0","0","0","0","4.7","4.7","4.7","3.7"
"1341","DeAndre Carter","LAC","WR","1","2022","1","7","SEA","6","11.8","3","37","12.6","12.33","6.17","37.0","50.0","0","0.0","0","1","0","6.7","6.7","6.7","3.7"
"1342","David Sills","NYG","WR","1","2022","1","2","CAR","4","11.8","3","37","21.0","12.33","9.25","37.0","75.0","0","0.0","0","1","0","6.7","6.7","6.7","3.7"
"1343","Brandin Cooks","HST","WR","1","2022","1","10","NYG","7","18.9","4","37","11.6","9.25","5.29","37.0","57.1","0","0.0","0","1","0","8.2","8.2","8.2","4.2"
"1344","Stefon Diggs","BUF","WR","1","2022","1","14","NYJ","5","18.5","3","37","25.2","12.33","7.40","37.0","60.0","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1345","Randall Cobb","GB","WR","1","2022","1","2","CHI","3","12.0","3","37","15.8","12.33","12.33","37.0","100.0","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1346","Robert Tonyan","GB","TE","1","2022","1","3","TB","7","20.0","6","37","14.5","6.17","5.29","37.0","85.7","0","0.0","0","0","0","9.7","9.7","9.7","3.7"
"1347","Jamal Agnew","JAX","WR","1","2022","1","12","BLT","5","13.5","5","37","11.5","7.40","7.40","37.0","100.0","1","33.3","1","3","0","14.7","14.7","14.7","9.7"
"1348","Braxton Berrios","NYJ","WR","1","2022","1","1","BLT","6","10.2","5","37","12.0","7.40","6.17","37.0","83.3","0","0.0","0","1","0","8.7","8.7","8.7","3.7"
"1349","Isaiah McKenzie","BUF","WR","1","2022","1","10","MIN","4","9.3","4","37","11.2","9.25","9.25","37.0","100.0","0","0.0","0","1","0","9.5","9.5","9.5","5.5"
"1350","Gabe Davis","BUF","WR","1","2022","1","3","MIA","6","9.5","3","37","9.3","12.33","6.17","37.0","50.0","0","0.0","0","1","0","6.7","6.7","6.7","3.7"
"1351","Devin Singletary","BUF","RB","1","2022","2","2","CIN","6","14.3","5","37","14.0","7.40","6.17","37.0","83.3","0","0.0","0","1","0","11.2","11.2","11.2","6.2"
"1352","Quez Watkins","PHI","WR","1","2022","1","13","TEN","6","14.6","5","37","9.5","7.40","6.17","37.0","83.3","0","0.0","0","0","0","8.7","8.7","8.7","3.7"
"1353","Wan'Dale Robinson","NYG","WR","1","2022","1","6","BLT","4","14.8","3","37","21.4","12.33","9.25","37.0","75.0","1","50.0","1","1","0","12.7","12.7","12.7","9.7"
"1354","George Kittle","SF","TE","1","2022","2","1","SEA","2","6.7","2","37","11.1","18.50","18.50","37.0","100.0","0","0.0","0","0","0","7.7","7.7","7.7","5.7"
"1355","Romeo Doubs","GB","WR","1","2022","1","1","MIN","5","12.8","4","37","14.2","9.25","7.40","37.0","80.0","0","0.0","0","1","0","8.8","8.8","8.8","4.8"
"1356","Tyquan Thornton","NE","WR","1","2022","1","6","CLV","5","14.7","4","37","12.0","9.25","7.40","37.0","80.0","1","50.0","2","2","0","21.3","21.3","21.3","17.3"
"1357","Hayden Hurst","CIN","TE","1","2022","2","3","KC","5","12.2","4","37","13.7","9.25","7.40","37.0","80.0","0","0.0","0","2","0","7.7","7.7","7.7","3.7"
"1358","Robert Woods","TEN","WR","1","2022","1","5","WAS","7","28.0","4","37","20.4","9.25","5.29","37.0","57.1","0","0.0","0","1","0","7.7","7.7","7.7","3.7"
"1359","Jarvis Landry","NO","WR","1","2022","1","10","PIT","6","21.4","3","37","21.3","12.33","6.17","37.0","50.0","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1360","Justin Watson","KC","WR","1","2022","1","9","TEN","4","5.9","2","37","8.3","18.50","9.25","37.0","50.0","0","0.0","0","0","0","5.7","5.7","5.7","3.7"
"1361","Olamide Zaccheaus","ATL","WR","1","2022","1","18","TB","7","23.3","4","37","16.5","9.25","5.29","37.0","57.1","1","50.0","2","2","0","13.7","13.7","13.7","9.7"
"1362","Alec Pierce","IND","WR","1","2022","1","7","TEN","4","9.1","3","37","15.2","12.33","9.25","37.0","75.0","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1363","Rashid Shaheed","NO","WR","1","2022","1","8","LV","3","9.7","2","37","16.0","18.50","12.33","37.0","66.7","0","0.0","0","0","0","5.7","5.7","5.7","3.7"
"1364","Jahan Dotson","WAS","WR","1","2022","1","17","CLV","7","25.0","3","37","25.9","12.33","5.29","37.0","42.9","0","0.0","0","0","0","6.7","6.7","6.7","3.7"
"1365","J.D. McKissic","WAS","RB","1","2022","1","5","TEN","7","18.4","5","37","10.3","7.40","5.29","37.0","71.4","0","0.0","2","2","0","8.7","8.7","8.7","3.7"
"1366","Logan Thomas","WAS","TE","1","2022","1","2","DET","5","10.9","3","37","11.0","12.33","7.40","37.0","60.0","1","33.3","0","1","0","12.7","12.7","12.7","9.7"
"1367","Samori Toure","GB","WR","1","2022","1","8","BUF","3","10.0","1","37","18.2","37.00","12.33","37.0","33.3","1","50.0","0","0","0","10.7","10.7","10.7","9.7"
"1368","Isaiah Hodgins","NYG","WR","1","2022","1","15","WAS","4","12.5","4","37","23.1","9.25","9.25","37.0","100.0","0","0.0","0","0","0","7.7","7.7","7.7","3.7"
"1369","DK Metcalf","SEA","WR","1","2022","1","9","ARZ","6","17.6","5","37","13.5","7.40","6.17","37.0","83.3","1","50.0","2","3","0","14.7","14.7","14.7","9.7"
"1370","Dawson Knox","BUF","TE","1","2022","1","6","KC","3","7.5","3","37","11.2","12.33","12.33","37.0","100.0","1","33.3","0","1","0","12.7","12.7","12.7","9.7"
"1371","Alvin Kamara","NO","RB","1","2022","1","12","SF","7","23.3","6","37","18.1","6.17","5.29","37.0","85.7","0","0.0","1","1","1","9.0","9.0","9.0","3.0"
"1372","KhaDarel Hodge","ATL","WR","1","2022","1","10","CAR","2","6.7","2","37","19.9","18.50","18.50","37.0","100.0","1","50.0","0","0","0","11.7","11.7","11.7","9.7"
"1373","Brandon Aiyuk","SF","WR","1","2022","1","4","LA","4","14.8","4","37","15.5","9.25","9.25","37.0","100.0","0","0.0","0","0","0","7.7","7.7","7.7","3.7"
"1374","Isaiah McKenzie","BUF","WR","1","2022","1","2","TEN","3","7.5","2","37","11.7","18.50","12.33","37.0","66.7","0","0.0","0","0","0","5.7","5.7","5.7","3.7"
"1375","James Cook","BUF","RB","1","2022","1","3","MIA","5","7.9","4","37","9.3","9.25","7.40","37.0","80.0","0","0.0","0","2","0","8.0","8.0","8.0","4.0"
"1376","Nyheim Hines","IND","RB","1","2022","1","2","JAX","5","16.7","4","37","19.0","9.25","7.40","37.0","80.0","0","0.0","0","0","0","7.7","7.7","7.7","3.7"
"1377","Tee Higgins","CIN","WR","1","2022","2","1","BLT","6","18.8","4","37","17.7","9.25","6.17","37.0","66.7","0","0.0","0","0","0","9.7","9.7","9.7","5.7"
"1378","Austin Ekeler","LAC","RB","1","2022","1","1","LV","4","11.8","4","36","12.9","9.00","9.00","36.0","100.0","0","0.0","0","0","0","11.2","11.2","11.2","7.2"
"1379","Aaron Jones","GB","RB","1","2022","1","15","LA","5","16.7","4","36","15.7","9.00","7.20","36.0","80.0","1","100.0","1","3","0","21.6","21.6","21.6","17.6"
"1380","Rachaad White","TB","RB","1","2022","2","1","DAL","4","6.1","4","36","10.3","9.00","9.00","36.0","100.0","0","0.0","0","0","0","11.7","11.7","11.7","7.7"
"1381","Marcus Johnson","NYG","WR","1","2022","1","18","PHI","6","15.0","3","36","21.4","12.00","6.00","36.0","50.0","0","0.0","0","0","0","6.6","6.6","6.6","3.6"
"1382","Kadarius Toney","KC","WR","1","2022","2","2","JAX","6","16.2","5","36","16.5","7.20","6.00","36.0","83.3","0","0.0","0","0","0","10.0","10.0","10.0","5.0"
"1383","Richie James","NYG","WR","1","2022","1","3","DAL","5","13.5","4","36","18.4","9.00","7.20","36.0","80.0","0","0.0","0","0","0","8.0","8.0","8.0","4.0"
"1384","Mike Strachan","IND","WR","1","2022","1","1","HST","2","4.0","2","36","10.2","18.00","18.00","36.0","100.0","0","0.0","0","0","0","5.6","5.6","5.6","3.6"
"1385","Jerick McKinnon","KC","RB","1","2022","1","7","SF","3","8.3","2","36","8.5","18.00","12.00","36.0","66.7","0","0.0","0","0","0","6.8","6.8","6.8","4.8"
"1386","DeAndre Hopkins","ARZ","WR","1","2022","1","9","SEA","5","14.3","4","36","20.6","9.00","7.20","36.0","80.0","1","50.0","0","0","0","13.6","13.6","13.6","9.6"
"1387","DeVonta Smith","PHI","WR","1","2022","2","3","SF","3","12.0","2","36","29.8","18.00","12.00","36.0","66.7","0","0.0","0","0","0","5.6","5.6","5.6","3.6"
"1388","Jelani Woods","IND","TE","1","2022","1","15","MIN","1","3.0","1","36","19.8","36.00","36.00","36.0","100.0","0","0.0","0","0","0","4.6","4.6","4.6","3.6"
"1389","Eric Saubert","DEN","TE","1","2022","1","5","IND","6","15.4","5","36","13.1","7.20","6.00","36.0","83.3","0","0.0","0","0","0","8.6","8.6","8.6","3.6"
"1390","Pat Freiermuth","PIT","TE","1","2022","1","10","NO","7","23.3","4","36","18.1","9.00","5.14","36.0","57.1","0","0.0","1","1","0","7.6","7.6","7.6","3.6"
"1391","Adam Thielen","MIN","WR","1","2022","1","1","GB","4","12.5","3","36","13.0","12.00","9.00","36.0","75.0","0","0.0","0","1","0","6.6","6.6","6.6","3.6"
"1392","Michael Gallup","DAL","WR","1","2022","1","16","PHI","7","20.0","4","36","10.4","9.00","5.14","36.0","57.1","1","33.3","1","2","0","13.6","13.6","13.6","9.6"
"1393","Adam Thielen","MIN","WR","1","2022","1","6","MIA","8","26.7","4","36","20.6","9.00","4.50","36.0","50.0","1","50.0","1","1","0","15.6","15.6","15.6","11.6"
"1394","Colby Parkinson","SEA","TE","1","2022","1","17","NYJ","7","24.1","5","36","19.7","7.20","5.14","36.0","71.4","1","50.0","0","3","0","14.6","14.6","14.6","9.6"
"1395","Davante Adams","LV","WR","1","2022","1","3","TEN","9","20.0","5","36","11.7","7.20","4.00","36.0","55.6","1","50.0","2","4","0","14.2","14.2","14.2","9.2"
"1396","Marquez Callaway","NO","WR","1","2022","1","6","CIN","7","19.4","3","36","20.2","12.00","5.14","36.0","42.9","0","0.0","0","1","0","6.6","6.6","6.6","3.6"
"1397","Jamal Agnew","JAX","WR","1","2022","1","14","TEN","3","7.1","3","36","9.8","12.00","12.00","36.0","100.0","0","0.0","0","0","0","7.4","7.4","7.4","4.4"
"1398","Romeo Doubs","GB","WR","1","2022","1","16","MIA","6","15.8","3","36","15.1","12.00","6.00","36.0","50.0","0","0.0","0","1","0","6.6","6.6","6.6","3.6"
"1399","Austin Ekeler","LAC","RB","1","2022","1","18","DEN","4","9.1","4","36","12.1","9.00","9.00","36.0","100.0","0","0.0","0","0","0","10.0","10.0","10.0","6.0"
"1400","Kendrick Bourne","NE","WR","1","2022","1","12","MIN","4","10.3","3","36","9.4","12.00","9.00","36.0","75.0","0","0.0","1","1","0","5.9","5.9","5.9","2.9"
"1401","Robert Tonyan","GB","TE","1","2022","1","1","MIN","4","10.3","3","36","13.8","12.00","9.00","36.0","75.0","0","0.0","0","1","0","6.6","6.6","6.6","3.6"
"1402","Pat Freiermuth","PIT","TE","1","2022","1","17","BLT","5","18.5","3","36","21.4","12.00","7.20","36.0","60.0","0","0.0","0","0","0","6.6","6.6","6.6","3.6"
"1403","Saquon Barkley","NYG","RB","1","2022","1","5","GB","6","22.2","3","36","16.6","12.00","6.00","36.0","50.0","0","0.0","0","0","0","19.6","19.6","19.6","16.6"
"1404","Austin Hooper","TEN","TE","1","2022","1","11","GB","4","13.8","4","36","10.7","9.00","9.00","36.0","100.0","2","66.7","1","2","0","19.6","19.6","19.6","15.6"
"1405","Gerald Everett","LAC","TE","1","2022","1","9","ATL","7","16.3","5","36","14.7","7.20","5.14","36.0","71.4","0","0.0","0","1","0","8.6","8.6","8.6","3.6"
"1406","DK Metcalf","SEA","WR","1","2022","1","1","DEN","7","25.0","7","36","18.5","5.14","5.14","36.0","100.0","0","0.0","0","0","1","9.6","9.6","9.6","2.6"
"1407","Irv Smith","MIN","TE","1","2022","1","2","PHI","8","17.4","5","36","16.3","7.20","4.50","36.0","62.5","1","100.0","1","1","0","14.6","14.6","14.6","9.6"
"1408","Skyy Moore","KC","WR","1","2022","1","12","LA","6","14.3","5","36","11.3","7.20","6.00","36.0","83.3","0","0.0","1","1","0","8.6","8.6","8.6","3.6"
"1409","Chris Godwin","TB","WR","1","2022","1","9","LA","10","17.2","7","36","12.9","5.14","3.60","36.0","70.0","0","0.0","0","0","0","10.7","10.7","10.7","3.7"
"1410","Sammy Watkins","GB","WR","1","2022","1","7","WAS","4","11.4","2","36","18.6","18.00","9.00","36.0","50.0","0","0.0","0","0","0","5.6","5.6","5.6","3.6"
"1411","Denzel Mims","NYJ","WR","1","2022","1","14","BUF","5","10.6","3","35","13.0","11.67","7.00","35.0","60.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1412","Cole Beasley","BUF","WR","1","2022","2","1","MIA","5","12.8","2","35","9.9","17.50","7.00","35.0","40.0","1","33.3","1","1","0","11.5","11.5","11.5","9.5"
"1413","Michael Gallup","DAL","WR","1","2022","1","10","GB","7","15.2","4","35","13.2","8.75","5.00","35.0","57.1","0","0.0","0","0","0","7.5","7.5","7.5","3.5"
"1414","Gabe Davis","BUF","WR","1","2022","1","8","GB","7","28.0","2","35","16.1","17.50","5.00","35.0","28.6","0","0.0","1","1","0","5.5","5.5","5.5","3.5"
"1415","Cole Kmet","CHI","TE","1","2022","1","11","ATL","3","14.3","3","35","22.9","11.67","11.67","35.0","100.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1416","Quez Watkins","PHI","WR","1","2022","1","12","GB","5","17.9","3","35","22.9","11.67","7.00","35.0","60.0","1","50.0","0","1","0","12.5","12.5","12.5","9.5"
"1417","Drake London","ATL","WR","1","2022","1","5","TB","7","28.0","4","35","23.8","8.75","5.00","35.0","57.1","0","0.0","0","0","0","7.5","7.5","7.5","3.5"
"1418","Donald Parham","LAC","TE","1","2022","1","15","TEN","3","7.1","3","35","11.2","11.67","11.67","35.0","100.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1419","JuJu Smith-Schuster","KC","WR","1","2022","1","18","LV","2","7.7","2","35","17.3","17.50","17.50","35.0","100.0","0","0.0","0","1","0","5.5","5.5","5.5","3.5"
"1420","Tyler Boyd","CIN","WR","1","2022","1","15","TB","5","12.8","5","35","17.5","7.00","7.00","35.0","100.0","1","25.0","1","1","0","14.5","14.5","14.5","9.5"
"1421","Samaje Perine","CIN","RB","1","2022","1","12","TEN","6","16.2","4","35","13.0","8.75","5.83","35.0","66.7","0","0.0","0","0","0","19.3","19.3","19.3","15.3"
"1422","Stefon Diggs","BUF","WR","1","2022","2","2","CIN","8","19.0","4","35","13.3","8.75","4.38","35.0","50.0","0","0.0","0","1","0","7.5","7.5","7.5","3.5"
"1423","Marcus Johnson","NYG","WR","1","2022","1","5","GB","3","11.1","3","35","16.1","11.67","11.67","35.0","100.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1424","Chigoziem Okonkwo","TEN","TE","1","2022","1","12","CIN","5","14.7","3","35","12.0","11.67","7.00","35.0","60.0","0","0.0","1","1","0","6.5","6.5","6.5","3.5"
"1425","Darren Waller","LV","TE","1","2022","1","18","KC","5","13.9","2","35","16.0","17.50","7.00","35.0","40.0","0","0.0","1","2","0","5.5","5.5","5.5","3.5"
"1426","Cade Otton","TB","TE","1","2022","1","10","SEA","3","10.0","3","35","13.6","11.67","11.67","35.0","100.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1427","JuJu Smith-Schuster","KC","WR","1","2022","1","13","CIN","4","14.8","3","35","15.7","11.67","8.75","35.0","75.0","0","0.0","0","0","0","6.5","6.5","6.5","3.5"
"1428","Denzel Mims","NYJ","WR","1","2022","1","11","NE","6","27.3","2","35","45.5","17.50","5.83","35.0","33.3","0","0.0","0","0","0","5.5","5.5","5.5","3.5"
"1429","Robert Tonyan","GB","TE","1","2022","1","8","BUF","6","20.0","5","35","17.2","7.00","5.83","35.0","83.3","0","0.0","0","0","0","8.5","8.5","8.5","3.5"
"1430","Taysom Hill","NO","TE","1","2022","1","13","TB","3","10.3","2","35","14.0","17.50","11.67","35.0","66.7","1","100.0","1","1","0","13.3","13.3","13.3","11.3"
"1431","Cam Akers","LA","RB","1","2022","1","15","GB","3","14.3","3","35","31.5","11.67","11.67","35.0","100.0","0","0.0","0","0","0","13.0","13.0","13.0","10.0"
