"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"10","Khalil Herbert","CHI","RB","1","2022","1","3","HST","20","157","157.0","7.85","2","0","0","0","0","90.0","65.0","50.0","30.0","10.0","5.0","5.0","3","100.0","3","100.0","5","71.4","2","11.8","2","12","11.3","6.00","6.00","12.0","100.0","0","0.0","0","0","0","17.1","17.1","30.9","30.9"
"11","Travis Etienne","JAX","RB","1","2022","1","8","DEN","24","156","156.0","6.50","1","0","0","0","0","87.5","58.3","45.8","16.7","8.3","4.2","4.2","4","100.0","4","100.0","6","85.7","3","9.7","3","6","4.5","2.00","2.00","6.0","100.0","0","0.0","0","0","0","21.4","21.4","25.2","25.2"
"12","Josh Jacobs","LV","RB","1","2022","1","5","KC","21","154","154.0","7.33","1","0","0","0","0","100.0","66.7","57.1","19.0","9.5","9.5","4.8","1","100.0","1","100.0","1","50.0","5","16.7","5","39","16.2","7.80","7.80","39.0","100.0","0","0.0","0","0","0","18.6","18.6","30.3","30.3"
"13","Joe Mixon","CIN","RB","1","2022","1","9","CAR","22","153","153.0","6.95","4","0","0","0","0","86.4","68.2","45.5","22.7","13.6","9.1","","3","50.0","6","66.7","7","58.3","4","12.9","4","58","25.4","14.50","14.50","58.0","100.0","1","100.0","0","3","0","25.2","25.2","55.1","55.1"
"14","Saquon Barkley","NYG","RB","1","2022","1","10","HST","35","152","152.0","4.34","1","0","0","0","0","88.6","48.6","34.3","11.4","5.7","2.9","","2","100.0","2","66.7","3","60.0","1","5.9","1","8","4.1","8.00","8.00","8.0","100.0","0","0.0","0","0","0","21.2","21.2","23.0","23.0"
"15","Rashaad Penny","SEA","RB","1","2022","1","4","DET","17","151","151.0","8.88","2","0","0","0","0","76.5","52.9","47.1","23.5","23.5","17.6","11.8","0","0.0","1","33.3","1","25.0","1","3.3","1","6","1.9","6.00","6.00","6.0","100.0","0","0.0","0","0","0","10.7","10.7","28.7","28.7"
"16","Jonathan Taylor","IND","RB","1","2022","1","10","LV","22","147","147.0","6.68","1","0","0","0","0","86.4","72.7","40.9","9.1","4.5","4.5","4.5","1","50.0","1","50.0","2","50.0","2","7.1","2","16","7.2","8.00","8.00","16.0","100.0","0","0.0","1","1","0","16.3","16.3","24.3","24.3"
"17","Saquon Barkley","NYG","RB","1","2022","1","4","CHI","31","146","146.0","4.71","0","0","0","0","0","77.4","61.3","32.3","12.9","6.5","3.2","","0","0.0","0","0.0","2","50.0","2","12.5","2","16","19.5","8.00","8.00","16.0","100.0","0","0.0","0","0","0","19.9","19.9","18.2","18.2"
"18","Josh Jacobs","LV","RB","1","2022","1","13","LAC","26","144","144.0","5.54","1","0","0","0","0","88.5","73.1","46.2","11.5","3.8","3.8","","0","0.0","0","0.0","3","100.0","2","6.7","2","6","2.4","3.00","3.00","6.0","100.0","0","0.0","0","0","1","18.3","18.3","22.0","22.0"
"19","Miles Sanders","PHI","RB","1","2022","1","14","NYG","17","144","144.0","8.47","2","0","0","0","0","88.2","76.5","52.9","29.4","17.6","11.8","5.9","1","50.0","1","33.3","3","42.9","3","9.7","1","11","5.1","11.00","3.67","11.0","33.3","0","0.0","0","0","0","15.4","15.4","28.5","28.5"
"20","Josh Jacobs","LV","RB","1","2022","1","4","DEN","28","144","144.0","5.14","2","0","0","0","0","85.7","67.9","46.4","10.7","3.6","3.6","3.6","1","100.0","5","100.0","6","85.7","6","17.6","5","31","16.5","6.20","5.17","31.0","83.3","0","0.0","0","0","0","27.8","27.8","34.5","34.5"
"21","D'Andre Swift","DET","RB","1","2022","1","1","PHI","15","144","144.0","9.60","1","0","0","0","0","93.3","73.3","60.0","33.3","20.0","6.7","6.7","0","0.0","1","16.7","2","22.2","3","8.1","3","31","14.4","10.33","10.33","31.0","100.0","0","0.0","0","0","0","13.5","13.5","26.5","26.5"
"22","Jamaal Williams","DET","RB","1","2022","1","17","CHI","22","144","144.0","6.55","1","0","0","0","0","81.8","63.6","40.9","9.1","4.5","4.5","4.5","2","100.0","4","80.0","4","50.0","1","3.4","1","13","5.1","13.00","13.00","13.0","100.0","0","0.0","0","0","0","15.7","15.7","22.7","22.7"
"23","Miles Sanders","PHI","RB","1","2022","1","12","GB","21","143","143.0","6.81","2","0","0","0","0","90.5","71.4","57.1","19.0","14.3","9.5","","1","25.0","1","20.0","2","28.6","3","10.7","3","17","11.1","5.67","5.67","17.0","100.0","0","0.0","0","0","0","16.5","16.5","31.0","31.0"
"24","Josh Jacobs","LV","RB","1","2022","1","7","HST","20","143","143.0","7.15","3","0","0","0","0","85.0","85.0","70.0","35.0","5.0","","","1","100.0","2","100.0","3","100.0","4","14.8","3","12","5.0","4.00","3.00","12.0","75.0","0","0.0","0","0","0","18.3","18.3","36.5","36.5"
"25","Aaron Jones","GB","RB","1","2022","1","8","BUF","20","143","143.0","7.15","0","0","0","0","0","95.0","85.0","60.0","20.0","5.0","5.0","5.0","0","0.0","0","0.0","0","0.0","5","16.7","4","14","6.9","3.50","2.80","14.0","80.0","0","0.0","0","1","0","18.0","18.0","19.7","19.7"
"26","Nick Chubb","CLV","RB","1","2022","1","1","CAR","22","141","141.0","6.41","0","0","0","0","0","90.9","72.7","50.0","18.2","13.6","9.1","","0","0.0","1","100.0","2","33.3","1","2.9","1","2","1.4","2.00","2.00","2.0","100.0","0","0.0","0","0","0","14.0","14.0","15.3","15.3"
"27","Cordarrelle Patterson","ATL","RB","1","2022","1","3","SEA","17","141","141.0","8.29","1","0","0","0","0","94.1","82.4","52.9","23.5","23.5","5.9","5.9","0","0.0","0","0.0","2","40.0","1","5.0","1","12","5.2","12.00","12.00","12.0","100.0","0","0.0","0","0","0","11.5","11.5","22.3","22.3"
"28","Tyler Allgeier","ATL","RB","1","2022","1","15","NO","17","139","139.0","8.18","1","0","0","0","0","100.0","88.2","64.7","17.6","11.8","5.9","5.9","1","50.0","1","33.3","3","37.5","1","3.8","1","-3","-3.1","-3.00","-3.00","-3.0","100.0","0","0.0","0","0","0","12.4","12.4","22.6","22.6"
"29","Dameon Pierce","HST","RB","1","2022","1","9","PHI","27","139","139.0","5.15","0","0","0","0","0","85.2","74.1","44.4","11.1","3.7","3.7","3.7","0","0.0","1","100.0","4","80.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","16.7","16.7","13.9","13.9"
"30","Aaron Jones","GB","RB","1","2022","1","10","DAL","24","138","138.0","5.75","1","1","0","0","0","91.7","66.7","50.0","12.5","8.3","4.2","4.2","0","0.0","0","0.0","3","60.0","2","10.0","2","18","8.0","9.00","9.00","18.0","100.0","0","0.0","0","0","0","17.3","17.3","23.6","23.6"
"31","Raheem Mostert","MIA","RB","1","2022","1","15","BUF","17","136","136.0","8.00","0","0","0","0","0","82.4","64.7","41.2","17.6","5.9","5.9","5.9","1","100.0","1","100.0","2","50.0","1","3.3","1","20","8.5","20.00","20.00","20.0","100.0","0","0.0","0","0","0","11.5","11.5","16.6","16.6"
"32","Tyler Allgeier","ATL","RB","1","2022","1","18","TB","24","135","135.0","5.63","0","0","0","0","0","79.2","58.3","45.8","20.8","12.5","4.2","","1","50.0","3","60.0","6","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","16.9","16.9","13.5","13.5"
"33","Nick Chubb","CLV","RB","1","2022","1","5","LAC","17","134","134.0","7.88","2","0","0","0","0","82.4","52.9","41.2","29.4","17.6","11.8","5.9","2","66.7","2","66.7","3","42.9","1","2.9","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","12.4","12.4","25.4","25.4"
"34","Miles Sanders","PHI","RB","1","2022","1","4","JAX","27","134","134.0","4.96","2","0","0","0","0","77.8","55.6","40.7","14.8","3.7","3.7","3.7","1","50.0","3","60.0","7","41.2","3","12.0","2","22","10.8","11.00","7.33","22.0","66.7","0","0.0","0","0","0","23.7","23.7","29.6","29.6"
"35","Kenneth Walker","SEA","RB","1","2022","1","17","NYJ","23","133","133.0","5.78","0","0","0","0","0","78.3","60.9","30.4","13.0","4.3","4.3","4.3","1","100.0","4","100.0","6","100.0","1","3.4","1","9","4.9","9.00","9.00","9.0","100.0","0","0.0","0","0","0","17.9","17.9","15.2","15.2"
"36","Aaron Jones","GB","RB","1","2022","1","2","CHI","15","132","132.0","8.80","1","0","0","0","0","93.3","86.7","66.7","26.7","20.0","6.7","6.7","0","0.0","0","0.0","2","50.0","3","12.0","3","38","16.2","12.67","12.67","38.0","100.0","1","50.0","1","1","0","14.3","14.3","32.0","32.0"
"37","Dameon Pierce","HST","RB","1","2022","1","4","LAC","14","131","131.0","9.36","1","0","0","0","0","85.7","64.3","42.9","14.3","7.1","7.1","7.1","0","0.0","0","0.0","1","100.0","6","17.1","6","8","3.3","1.33","1.33","8.0","100.0","0","0.0","0","0","0","16.6","16.6","25.9","25.9"
"38","Tony Pollard","DAL","RB","1","2022","1","8","CHI","14","131","131.0","9.36","3","0","0","0","0","85.7","57.1","50.0","28.6","21.4","7.1","7.1","0","0.0","1","50.0","2","40.0","1","3.7","1","16","6.4","16.00","16.00","16.0","100.0","0","0.0","0","0","0","10.1","10.1","33.7","33.7"
"39","Latavius Murray","DEN","RB","1","2022","1","15","ARZ","24","130","130.0","5.42","1","0","0","0","0","83.3","62.5","37.5","12.5","8.3","8.3","4.2","1","50.0","2","66.7","2","50.0","1","3.8","1","12","6.1","12.00","12.00","12.0","100.0","0","0.0","0","0","0","15.0","15.0","21.2","21.2"
"40","D'Onta Foreman","CAR","RB","1","2022","1","10","ATL","31","130","130.0","4.19","1","0","0","0","0","80.6","61.3","35.5","12.9","3.2","3.2","","0","0.0","0","0.0","5","100.0","1","6.3","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","21.0","21.0","19.0","19.0"
"41","Derrick Henry","TEN","RB","1","2022","1","7","IND","30","128","128.0","4.27","0","0","0","0","0","80.0","53.3","30.0","10.0","6.7","6.7","","0","0.0","0","0.0","2","100.0","3","15.0","3","10","7.6","3.33","3.33","10.0","100.0","0","0.0","0","0","0","20.9","20.9","16.8","16.8"
"42","Leonard Fournette","TB","RB","1","2022","1","1","DAL","21","127","127.0","6.05","0","0","0","0","0","90.5","66.7","52.4","28.6","9.5","","","1","100.0","1","100.0","2","66.7","2","7.4","2","10","4.7","5.00","5.00","10.0","100.0","0","0.0","0","0","0","15.0","15.0","15.7","15.7"
"43","Derrick Henry","TEN","RB","1","2022","1","16","HST","23","126","126.0","5.48","1","1","0","0","0","87.0","43.5","39.1","17.4","4.3","4.3","4.3","0","0.0","0","0.0","1","50.0","2","8.7","2","0","0.0","","0.00","0.0","100.0","0","0.0","0","0","0","15.1","15.1","19.6","19.6"
"44","J.K. Dobbins","BLT","RB","1","2022","1","15","CLV","13","125","125.0","9.62","0","0","0","0","0","92.3","92.3","61.5","30.8","23.1","15.4","7.7","0","0.0","0","0.0","2","50.0","1","3.3","1","3","2.2","3.00","3.00","3.0","100.0","0","0.0","0","0","0","9.6","9.6","13.8","13.8"
"45","Chuba Hubbard","CAR","RB","1","2022","1","16","DET","12","125","125.0","10.42","0","0","0","0","0","91.7","66.7","41.7","25.0","25.0","25.0","25.0","0","0.0","0","0.0","1","12.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.7","6.7","12.5","12.5"
"46","Cam Akers","LA","RB","1","2022","1","17","LAC","19","123","123.0","6.47","0","0","0","0","0","84.2","68.4","57.9","10.5","5.3","5.3","5.3","1","100.0","2","100.0","2","66.7","2","10.5","1","10","7.6","10.00","5.00","10.0","50.0","0","0.0","0","0","0","14.0","14.0","14.3","14.3"
"47","David Montgomery","CHI","RB","1","2022","1","2","GB","15","122","122.0","8.13","0","0","0","0","0","93.3","73.3","60.0","40.0","6.7","6.7","","0","0.0","2","40.0","4","50.0","2","18.2","2","14","20.0","7.00","7.00","14.0","100.0","0","0.0","0","0","0","13.8","13.8","15.6","15.6"
"48","Austin Ekeler","LAC","RB","1","2022","1","17","LA","10","122","122.0","12.20","2","0","0","0","0","100.0","80.0","50.0","30.0","10.0","10.0","10.0","0","0.0","2","100.0","2","40.0","4","12.9","4","39","16.3","9.75","9.75","39.0","100.0","0","0.0","0","1","0","13.4","13.4","32.1","32.1"
"49","Derrick Henry","TEN","RB","1","2022","1","14","JAX","17","121","121.0","7.12","1","1","0","0","0","76.5","58.8","35.3","17.6","11.8","11.8","5.9","2","100.0","2","100.0","5","83.3","5","13.2","3","34","13.4","11.33","6.80","34.0","60.0","0","0.0","0","1","1","20.8","20.8","22.5","22.5"
"50","Christian McCaffrey","SF","RB","1","2022","1","17","LV","19","121","121.0","6.37","1","0","0","0","0","84.2","78.9","57.9","15.8","5.3","5.3","5.3","1","33.3","2","50.0","4","50.0","8","22.9","6","72","25.4","12.00","9.00","72.0","75.0","0","0.0","0","0","0","24.6","24.6","31.3","31.3"
"51","Jeffery Wilson","SF","RB","1","2022","1","5","CAR","17","120","120.0","7.06","1","0","0","0","0","88.2","47.1","47.1","23.5","17.6","11.8","5.9","2","50.0","2","50.0","3","60.0","2","6.7","1","12","4.7","12.00","6.00","12.0","50.0","0","0.0","0","0","0","13.9","13.9","20.2","20.2"
"52","James Conner","ARZ","RB","1","2022","1","12","LAC","25","120","120.0","4.80","0","1","0","0","0","80.0","64.0","40.0","8.0","8.0","4.0","","0","0.0","1","50.0","2","66.7","3","10.3","3","20","10.5","6.67","6.67","20.0","100.0","1","50.0","1","1","0","19.2","19.2","22.0","22.0"
"53","Cordarrelle Patterson","ATL","RB","1","2022","1","1","NO","22","120","120.0","5.45","1","0","0","0","0","95.5","68.2","59.1","18.2","4.5","","","1","50.0","2","66.7","3","50.0","5","15.2","3","16","7.4","5.33","3.20","16.0","60.0","0","0.0","0","0","0","20.8","20.8","22.6","22.6"
"54","J.K. Dobbins","BLT","RB","1","2022","1","14","PIT","15","120","120.0","8.00","1","0","0","0","0","86.7","86.7","53.3","20.0","6.7","6.7","6.7","1","100.0","1","100.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.1","9.1","18.0","18.0"
"55","Dalvin Cook","MIN","RB","1","2022","1","10","BUF","14","119","119.0","8.50","1","0","0","0","0","64.3","50.0","42.9","28.6","7.1","7.1","7.1","1","20.0","1","20.0","1","16.7","5","10.0","3","27","7.6","9.00","5.40","27.0","60.0","0","0.0","0","0","0","15.1","15.1","23.6","23.6"
"56","Kenyan Drake","BLT","RB","1","2022","1","6","NYG","10","119","119.0","11.90","1","0","0","0","0","100.0","80.0","60.0","40.0","40.0","30.0","20.0","0","0.0","0","0.0","1","50.0","2","6.3","1","8","3.8","8.00","4.00","8.0","50.0","0","0.0","0","0","0","8.7","8.7","19.7","19.7"
"57","Christian McCaffrey","SF","RB","1","2022","2","1","SEA","15","119","119.0","7.93","0","0","0","0","0","73.3","53.3","46.7","20.0","6.7","6.7","6.7","1","33.3","3","60.0","6","54.5","2","6.7","2","17","5.1","8.50","8.50","17.0","100.0","1","33.3","1","1","0","16.3","16.3","21.6","21.6"
"58","Jeffery Wilson","MIA","RB","1","2022","1","10","CLV","17","119","119.0","7.00","1","0","0","0","0","94.1","76.5","58.8","23.5","11.8","5.9","","0","0.0","1","100.0","3","42.9","5","15.2","2","24","7.9","12.00","4.80","24.0","40.0","0","0.0","0","0","0","18.3","18.3","22.3","22.3"
"59","Christian McCaffrey","SF","RB","1","2022","1","14","TB","14","119","119.0","8.50","1","0","0","0","0","78.6","71.4","50.0","35.7","14.3","14.3","7.1","1","50.0","2","66.7","2","40.0","2","8.7","2","34","17.4","17.00","17.00","34.0","100.0","1","50.0","0","0","0","11.5","11.5","29.3","29.3"
"60","D'Onta Foreman","CAR","RB","1","2022","1","7","TB","15","118","118.0","7.87","0","0","0","0","0","80.0","53.3","26.7","13.3","13.3","13.3","6.7","0","0.0","0","0.0","0","0.0","2","9.1","2","27","15.3","13.50","13.50","27.0","100.0","0","0.0","0","0","0","10.3","10.3","16.5","16.5"
"61","D'Onta Foreman","CAR","RB","1","2022","1","8","ATL","26","118","118.0","4.54","3","0","0","0","0","88.5","65.4","38.5","11.5","3.8","","","3","75.0","4","66.7","11","84.6","1","2.8","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","23.7","23.7","31.8","31.8"
"62","Cam Akers","LA","RB","1","2022","1","16","DEN","23","118","118.0","5.13","3","0","0","0","0","95.7","69.6","39.1","13.0","8.7","4.3","","3","100.0","4","100.0","8","100.0","2","7.1","2","29","12.6","14.50","14.50","29.0","100.0","0","0.0","0","0","0","21.1","21.1","34.7","34.7"
"63","Nick Chubb","CLV","RB","1","2022","1","4","ATL","19","118","118.0","6.21","1","0","0","0","0","89.5","73.7","47.4","26.3","5.3","5.3","","2","50.0","2","40.0","5","62.5","2","5.7","2","9","3.8","4.50","4.50","9.0","100.0","0","0.0","0","0","0","16.6","16.6","20.7","20.7"
"64","Nick Chubb","CLV","RB","1","2022","1","12","TB","26","116","116.0","4.46","1","0","0","0","0","69.2","50.0","34.6","15.4","11.5","3.8","","2","100.0","2","100.0","4","100.0","1","2.7","1","16","7.6","16.00","16.00","16.0","100.0","0","0.0","0","0","0","17.7","17.7","20.2","20.2"
"65","Breece Hall","NYJ","RB","1","2022","1","6","GB","20","116","116.0","5.80","1","0","0","0","0","90.0","55.0","40.0","20.0","5.0","5.0","5.0","3","42.9","3","42.9","5","45.5","2","11.1","2","5","4.5","2.50","2.50","5.0","100.0","0","0.0","0","0","0","17.1","17.1","20.1","20.1"
"66","Tony Pollard","DAL","RB","1","2022","1","10","GB","22","115","115.0","5.23","1","0","0","0","0","95.5","72.7","45.5","18.2","","","","0","0.0","0","0.0","1","50.0","5","10.9","3","13","4.9","4.33","2.60","13.0","60.0","0","0.0","0","1","0","19.9","19.9","21.8","21.8"
"67","Derrick Henry","TEN","RB","1","2022","1","9","KC","17","115","115.0","6.76","2","0","0","0","0","88.2","47.1","23.5","11.8","11.8","11.8","5.9","3","100.0","3","100.0","4","80.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.8","11.8","23.5","23.5"
"68","Travis Etienne","JAX","RB","1","2022","1","7","NYG","14","114","114.0","8.14","1","1","0","0","0","92.9","64.3","42.9","21.4","14.3","7.1","7.1","1","33.3","2","50.0","5","55.6","5","11.4","1","5","1.6","5.00","1.00","5.0","20.0","0","0.0","0","1","0","19.4","19.4","19.9","19.9"
"69","Zack Moss","IND","RB","1","2022","1","18","HST","18","114","114.0","6.33","1","0","0","0","0","88.9","66.7","33.3","22.2","16.7","5.6","5.6","1","100.0","4","80.0","7","58.3","3","8.6","3","7","3.3","2.33","2.33","7.0","100.0","0","0.0","0","0","0","19.3","19.3","21.1","21.1"
"70","Kenneth Walker","SEA","RB","1","2022","1","18","LA","29","114","114.0","3.93","0","0","0","0","0","75.9","48.3","34.5","6.9","6.9","3.4","","4","100.0","4","100.0","8","88.9","1","3.2","1","10","4.7","10.00","10.00","10.0","100.0","0","0.0","0","0","0","22.6","22.6","13.4","13.4"
"71","Derrick Henry","TEN","RB","1","2022","1","4","IND","22","114","114.0","5.18","1","0","0","0","0","86.4","63.6","40.9","18.2","9.1","","","0","0.0","0","0.0","3","100.0","5","23.8","3","33","24.1","11.00","6.60","33.0","60.0","0","0.0","0","0","0","20.8","20.8","23.7","23.7"
"72","Nick Chubb","CLV","RB","1","2022","1","3","PIT","23","113","113.0","4.91","1","0","0","0","0","87.0","56.5","30.4","13.0","8.7","4.3","4.3","1","33.3","1","25.0","3","30.0","1","3.2","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","15.3","15.3","17.3","17.3"
"73","D'Onta Foreman","CAR","RB","1","2022","1","12","DEN","24","113","113.0","4.71","0","0","0","0","0","95.8","62.5","33.3","12.5","8.3","","","1","50.0","3","75.0","6","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","16.9","16.9","11.3","11.3"
"74","Raheem Mostert","MIA","RB","1","2022","1","5","NYJ","18","113","113.0","6.28","1","0","0","0","0","88.9","88.9","38.9","22.2","16.7","11.1","","0","0.0","0","0.0","1","50.0","2","5.9","1","9","5.4","9.00","4.50","9.0","50.0","0","0.0","1","1","0","13.5","13.5","19.2","19.2"
"75","Kenneth Gainwell","PHI","RB","1","2022","2","2","NYG","12","112","112.0","9.33","1","0","0","0","0","100.0","91.7","50.0","41.7","16.7","8.3","8.3","0","0.0","1","25.0","4","40.0","2","8.3","1","9","5.8","9.00","4.50","9.0","50.0","0","0.0","1","1","0","13.1","13.1","19.1","19.1"
"76","Aaron Jones","GB","RB","1","2022","1","17","MIN","14","111","111.0","7.93","0","0","0","0","0","85.7","85.7","71.4","21.4","7.1","7.1","7.1","0","0.0","0","0.0","1","14.3","3","11.1","2","2","1.2","1.00","0.67","2.0","66.7","0","0.0","0","0","0","12.2","12.2","13.3","13.3"
"77","Najee Harris","PIT","RB","1","2022","1","17","BLT","22","111","111.0","5.05","0","0","0","0","0","95.5","81.8","59.1","9.1","9.1","","","0","0.0","2","66.7","5","55.6","3","11.1","2","12","7.1","6.00","4.00","12.0","66.7","1","100.0","2","2","0","21.1","21.1","20.3","20.3"
"78","Dalvin Cook","MIN","RB","1","2022","1","8","ARZ","20","111","111.0","5.55","1","0","0","0","0","75.0","65.0","40.0","20.0","10.0","5.0","5.0","1","100.0","2","66.7","3","60.0","6","16.7","5","30","12.9","6.00","5.00","30.0","83.3","0","0.0","2","2","0","22.9","22.9","25.1","25.1"
"79","Aaron Jones","GB","RB","1","2022","1","4","NE","16","110","110.0","6.88","0","0","0","0","0","93.8","81.3","56.3","31.3","12.5","6.3","","0","0.0","0","0.0","1","25.0","4","11.4","3","5","2.0","1.67","1.25","5.0","75.0","0","0.0","0","0","0","14.6","14.6","14.5","14.5"
"80","Saquon Barkley","NYG","RB","1","2022","1","7","JAX","24","110","110.0","4.58","0","0","0","0","0","79.2","54.2","37.5","16.7","8.3","4.2","","1","50.0","1","50.0","5","83.3","4","13.3","4","25","12.4","6.25","6.25","25.0","100.0","0","0.0","0","0","0","22.0","22.0","17.5","17.5"
"81","Kenneth Walker","SEA","RB","1","2022","1","9","ARZ","26","109","109.0","4.19","2","0","0","0","0","84.6","69.2","30.8","11.5","3.8","","","3","100.0","3","100.0","9","100.0","4","11.8","3","20","7.3","6.67","5.00","20.0","75.0","0","0.0","0","0","0","26.4","26.4","27.9","27.9"
"82","Travis Etienne","JAX","RB","1","2022","2","1","LAC","20","109","109.0","5.45","0","0","0","0","0","95.0","90.0","45.0","10.0","5.0","5.0","","1","100.0","1","100.0","3","100.0","1","2.1","1","12","4.2","12.00","12.00","12.0","100.0","0","0.0","0","0","0","13.9","13.9","13.1","13.1"
"83","Derrick Henry","TEN","RB","1","2022","1","18","JAX","30","109","109.0","3.63","0","0","0","0","0","76.7","60.0","36.7","6.7","","","","0","0.0","0","0.0","0","0.0","1","3.4","1","19","10.6","19.00","19.00","19.0","100.0","0","0.0","0","0","0","16.2","16.2","13.8","13.8"
"84","Travis Etienne","JAX","RB","1","2022","1","9","LV","28","109","109.0","3.89","2","0","0","0","0","78.6","53.6","39.3","10.7","7.1","","","2","100.0","4","100.0","7","87.5","2","6.5","2","17","7.2","8.50","8.50","17.0","100.0","0","0.0","0","0","0","22.7","22.7","26.6","26.6"
"85","Josh Jacobs","LV","RB","1","2022","1","11","DEN","24","109","109.0","4.54","0","0","0","0","0","79.2","62.5","45.8","12.5","4.2","","","0","0.0","0","0.0","0","0.0","4","10.8","3","51","16.6","17.00","12.75","51.0","75.0","0","0.0","1","1","0","18.5","18.5","19.0","19.0"
"86","Travis Etienne","JAX","RB","1","2022","1","17","HST","9","108","108.0","12.00","1","0","0","0","0","66.7","55.6","44.4","22.2","22.2","22.2","11.1","1","33.3","1","33.3","1","33.3","3","10.3","3","32","17.7","10.67","10.67","32.0","100.0","0","0.0","1","1","0","10.5","10.5","23.0","23.0"
"87","Christian McCaffrey","CAR","RB","1","2022","1","3","NO","25","108","108.0","4.32","0","0","0","0","0","88.0","60.0","36.0","8.0","4.0","","","0","0.0","0","0.0","0","0.0","4","16.0","2","7","4.1","3.50","1.75","7.0","50.0","0","0.0","0","1","0","19.0","19.0","13.5","13.5"
