"Player Details","","","","","","","","","Rushing","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","FPTS","","",""
"253","Saquon Barkley","NYG","RB","1","2022","1","5","GB","13","70","70.0","5.38","1","0","0","0","0","92.3","38.5","38.5","7.7","7.7","7.7","7.7","1","25.0","1","20.0","2","25.0","6","22.2","3","36","16.6","12.00","6.00","36.0","50.0","0","0.0","0","0","0","17.0","17.0","19.6","19.6"
"254","Zonovan Knight","NYJ","RB","1","2022","1","12","CHI","14","69","69.0","4.93","0","0","0","0","0","78.6","71.4","50.0","7.1","7.1","","","0","0.0","1","100.0","1","100.0","3","10.3","3","34","10.8","11.33","11.33","34.0","100.0","0","0.0","0","0","1","12.2","12.2","13.3","13.3"
"255","James Conner","ARZ","RB","1","2022","1","10","LA","21","69","69.0","3.29","2","0","0","0","0","95.2","57.1","23.8","","","","","1","100.0","2","66.7","7","77.8","3","8.1","3","17","7.1","5.67","5.67","17.0","100.0","0","0.0","0","1","0","21.6","21.6","23.6","23.6"
"256","Dameon Pierce","HST","RB","1","2022","1","2","DEN","15","69","69.0","4.60","0","0","0","0","0","73.3","66.7","53.3","20.0","","","","1","100.0","1","100.0","3","100.0","1","2.6","1","8","4.5","8.00","8.00","8.0","100.0","0","0.0","0","0","0","11.4","11.4","8.7","8.7"
"257","Josh Jacobs","LV","RB","1","2022","1","17","SF","17","69","69.0","4.06","1","0","0","0","0","82.4","70.6","41.2","","","","","2","50.0","2","40.0","3","37.5","5","14.7","4","26","7.1","6.50","5.20","26.0","80.0","0","0.0","0","1","0","19.1","19.1","19.5","19.5"
"258","Josh Jacobs","LV","RB","1","2022","1","2","ARZ","19","69","69.0","3.63","0","0","0","0","0","73.7","57.9","42.1","5.3","","","","1","100.0","3","100.0","3","75.0","1","2.6","1","12","4.8","12.00","12.00","12.0","100.0","0","0.0","0","0","0","13.4","13.4","9.1","9.1"
"259","Chuba Hubbard","CAR","RB","1","2022","1","18","NO","21","69","69.0","3.29","0","0","0","0","0","81.0","57.1","42.9","","","","","0","0.0","2","66.7","5","83.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","14.6","14.6","6.9","6.9"
"260","Christian McCaffrey","CAR","RB","1","2022","1","6","LA","13","69","69.0","5.31","0","0","0","0","0","92.3","76.9","30.8","15.4","7.7","","","0","0.0","0","0.0","0","0.0","8","38.1","7","89","74.8","12.71","11.13","89.0","87.5","0","0.0","0","1","0","19.0","19.0","22.8","22.8"
"261","Isiah Pacheco","KC","RB","1","2022","1","12","LA","22","69","69.0","3.14","1","0","0","0","0","86.4","54.5","22.7","","","","","5","100.0","7","87.5","12","80.0","1","2.4","1","17","5.3","17.00","17.00","17.0","100.0","0","0.0","0","0","0","22.6","22.6","15.6","15.6"
"262","Raheem Mostert","MIA","RB","1","2022","1","4","CIN","15","69","69.0","4.60","0","0","0","0","0","86.7","66.7","33.3","6.7","6.7","6.7","","2","100.0","2","100.0","2","66.7","3","8.1","2","12","4.0","6.00","4.00","12.0","66.7","0","0.0","0","0","0","13.5","13.5","10.1","10.1"
"263","D'Onta Foreman","CAR","RB","1","2022","1","18","NO","12","68","68.0","5.67","0","0","0","0","0","83.3","58.3","50.0","16.7","8.3","8.3","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.9","5.9","6.8","6.8"
"264","Josh Jacobs","LV","RB","1","2022","1","9","JAX","17","67","67.0","3.94","0","0","0","0","0","76.5","52.9","35.3","17.6","5.9","","","0","0.0","0","0.0","0","0.0","3","8.3","3","20","7.7","6.67","6.67","20.0","100.0","0","0.0","0","0","0","12.8","12.8","11.7","11.7"
"265","Austin Ekeler","LAC","RB","1","2022","1","16","IND","18","67","67.0","3.72","2","0","0","0","0","88.9","50.0","44.4","5.6","5.6","","","4","80.0","6","85.7","9","81.8","4","12.9","4","12","5.1","3.00","3.00","12.0","100.0","0","0.0","1","1","0","23.3","23.3","23.9","23.9"
"266","David Montgomery","CHI","RB","1","2022","1","6","WAS","15","67","67.0","4.47","0","0","0","0","0","100.0","66.7","40.0","6.7","","","","0","0.0","1","20.0","2","28.6","1","3.7","1","13","6.8","13.00","13.00","13.0","100.0","0","0.0","0","0","0","10.6","10.6","9.0","9.0"
"267","David Montgomery","CHI","RB","1","2022","1","11","ATL","17","67","67.0","3.94","1","0","0","0","0","100.0","58.8","29.4","5.9","5.9","","","1","50.0","2","40.0","3","37.5","4","19.0","3","54","35.3","18.00","13.50","54.0","75.0","0","0.0","0","0","0","16.8","16.8","21.1","21.1"
"268","Devin Singletary","BUF","RB","1","2022","1","8","GB","14","67","67.0","4.79","0","0","0","0","0","71.4","57.1","42.9","7.1","7.1","7.1","7.1","1","100.0","1","33.3","2","33.3","1","4.0","1","16","7.3","16.00","16.00","16.0","100.0","0","0.0","0","0","0","10.1","10.1","9.3","9.3"
"269","Gus Edwards","BLT","RB","1","2022","1","14","PIT","13","66","66.0","5.08","0","0","0","0","0","92.3","69.2","53.8","7.7","7.7","","","0","0.0","0","0.0","2","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.1","8.1","6.6","6.6"
"270","James Robinson","JAX","RB","1","2022","1","1","WAS","11","66","66.0","6.00","1","0","0","0","0","90.9","54.5","54.5","18.2","9.1","9.1","","1","100.0","1","50.0","2","50.0","2","4.8","1","3","1.1","3.00","1.50","3.0","50.0","1","100.0","1","1","0","10.9","10.9","19.9","19.9"
"271","Jamaal Williams","DET","RB","1","2022","1","12","BUF","18","66","66.0","3.67","1","1","0","0","0","72.2","55.6","27.8","5.6","5.6","5.6","","3","100.0","6","75.0","6","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","14.0","14.0","11.6","11.6"
"272","Isiah Pacheco","KC","RB","1","2022","1","13","CIN","14","66","66.0","4.71","1","0","0","0","0","92.9","78.6","28.6","7.1","7.1","","","0","0.0","2","40.0","2","25.0","2","7.4","2","16","7.2","8.00","8.00","16.0","100.0","0","0.0","0","0","0","11.5","11.5","16.2","16.2"
"273","Breece Hall","NYJ","RB","1","2022","1","4","PIT","17","66","66.0","3.88","1","0","0","0","0","70.6","52.9","35.3","11.8","11.8","","","2","100.0","3","100.0","5","62.5","6","16.2","2","12","4.7","6.00","2.00","12.0","33.3","0","0.0","0","1","0","22.3","22.3","15.8","15.8"
"274","Josh Jacobs","LV","RB","1","2022","1","3","TEN","13","66","66.0","5.08","0","1","0","0","0","100.0","84.6","30.8","23.1","","","","0","0.0","1","100.0","5","83.3","5","11.1","5","31","10.1","6.20","6.20","31.0","100.0","0","0.0","0","0","0","18.1","18.1","14.7","14.7"
"275","Rashaad Penny","SEA","RB","1","2022","1","3","ATL","14","66","66.0","4.71","0","0","0","0","0","85.7","78.6","42.9","21.4","","","","0","0.0","0","0.0","3","100.0","1","2.3","1","3","0.9","3.00","3.00","3.0","100.0","0","0.0","0","0","0","10.9","10.9","7.9","7.9"
"276","Justin Jackson","DET","RB","1","2022","1","11","NYG","9","66","66.0","7.33","0","0","0","0","0","100.0","77.8","55.6","22.2","11.1","11.1","","0","0.0","1","14.3","1","12.5","1","3.8","1","11","6.7","11.00","11.00","11.0","100.0","0","0.0","0","1","0","7.6","7.6","8.7","8.7"
"277","Christian McCaffrey","SF","RB","1","2022","1","13","MIA","17","66","66.0","3.88","0","0","0","0","0","82.4","52.9","11.8","5.9","5.9","5.9","5.9","1","100.0","2","100.0","4","100.0","10","24.4","8","80","30.1","10.00","8.00","80.0","80.0","1","50.0","2","4","0","29.8","29.8","28.6","28.6"
"278","Gus Edwards","BLT","RB","1","2022","1","7","CLV","16","66","66.0","4.13","2","0","0","0","0","93.8","68.8","37.5","6.3","","","","1","50.0","2","50.0","4","50.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.3","11.3","18.6","18.6"
"279","Latavius Murray","DEN","RB","1","2022","1","6","LAC","15","66","66.0","4.40","0","0","0","0","0","86.7","66.7","46.7","6.7","","","","0","0.0","0","0.0","0","0.0","1","3.6","1","-2","-1.1","-2.00","-2.00","-2.0","100.0","0","0.0","0","0","0","8.8","8.8","7.4","7.4"
"280","Rhamondre Stevenson","NE","RB","1","2022","1","4","GB","14","66","66.0","4.71","0","0","0","0","0","92.9","57.1","42.9","14.3","7.1","","","0","0.0","0","0.0","1","33.3","5","23.8","4","23","16.9","5.75","4.60","23.0","80.0","0","0.0","0","0","0","15.1","15.1","12.9","12.9"
"281","Zack Moss","IND","RB","1","2022","1","16","LAC","12","65","65.0","5.42","0","0","0","0","0","100.0","66.7","58.3","8.3","","","","0","0.0","0","0.0","0","0.0","1","3.4","1","5","3.5","5.00","5.00","5.0","100.0","0","0.0","0","0","0","7.4","7.4","8.0","8.0"
"282","Damien Harris","NE","RB","1","2022","1","11","NYJ","8","65","65.0","8.13","0","0","0","0","0","75.0","62.5","50.0","25.0","25.0","25.0","12.5","0","0.0","0","0.0","0","0.0","2","7.4","2","28","11.4","14.00","14.00","28.0","100.0","0","0.0","0","0","0","6.9","6.9","11.3","11.3"
"283","Najee Harris","PIT","RB","1","2022","1","7","MIA","17","65","65.0","3.82","0","0","0","0","0","82.4","64.7","17.6","11.8","5.9","","","0","0.0","1","100.0","2","100.0","4","9.1","3","15","5.8","5.00","3.75","15.0","75.0","0","0.0","0","0","0","16.0","16.0","11.0","11.0"
"284","Gus Edwards","BLT","RB","1","2022","1","8","TB","11","65","65.0","5.91","0","0","0","0","0","90.9","45.5","45.5","27.3","9.1","9.1","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.4","5.4","6.5","6.5"
"285","Leonard Fournette","TB","RB","1","2022","1","2","NO","24","65","65.0","2.71","0","0","0","0","0","70.8","41.7","29.2","4.2","","","","0","0.0","1","100.0","2","100.0","4","11.8","2","9","4.7","4.50","2.25","9.0","50.0","0","0.0","0","1","0","20.2","20.2","9.4","9.4"
"286","Raheem Mostert","MIA","RB","1","2022","1","10","CLV","8","65","65.0","8.13","1","0","0","0","0","87.5","62.5","62.5","37.5","12.5","12.5","","0","0.0","0","0.0","2","28.6","4","12.1","4","22","7.3","5.50","5.50","22.0","100.0","0","0.0","0","0","0","11.6","11.6","18.7","18.7"
"287","Miles Sanders","PHI","RB","1","2022","1","16","DAL","21","65","65.0","3.10","0","1","0","0","0","71.4","57.1","28.6","4.8","","","","0","0.0","2","28.6","6","50.0","1","2.5","1","6","1.7","6.00","6.00","6.0","100.0","0","0.0","0","0","0","16.9","16.9","7.1","7.1"
"288","Joe Mixon","CIN","RB","1","2022","1","16","NE","16","65","65.0","4.06","0","0","0","0","0","93.8","68.8","25.0","6.3","6.3","","","0","0.0","0","0.0","1","50.0","9","17.3","7","43","11.5","6.14","4.78","43.0","77.8","0","0.0","1","2","0","23.6","23.6","17.8","17.8"
"289","A.J. Dillon","GB","RB","1","2022","1","10","DAL","13","65","65.0","5.00","0","0","0","0","0","92.3","76.9","38.5","7.7","7.7","","","0","0.0","1","50.0","1","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","7.2","7.2","6.5","6.5"
"290","Chuba Hubbard","CAR","RB","1","2022","1","12","DEN","17","65","65.0","3.82","0","0","0","0","0","94.1","58.8","35.3","5.9","","","","0","0.0","0","0.0","2","20.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.1","10.1","6.5","6.5"
"291","Cam Akers","LA","RB","1","2022","1","15","GB","12","65","65.0","5.42","0","0","0","0","0","75.0","58.3","58.3","16.7","16.7","","","0","0.0","1","100.0","1","50.0","3","14.3","3","35","31.5","11.67","11.67","35.0","100.0","0","0.0","0","0","0","11.2","11.2","13.0","13.0"
"292","Raheem Mostert","MIA","RB","1","2022","1","8","DET","14","64","64.0","4.57","0","0","0","0","0","78.6","50.0","35.7","21.4","","","","0","0.0","1","50.0","3","60.0","1","2.8","1","3","0.8","3.00","3.00","3.0","100.0","0","0.0","0","1","0","11.7","11.7","7.7","7.7"
"293","James Cook","BUF","RB","1","2022","1","13","NE","14","64","64.0","4.57","0","0","0","0","0","100.0","50.0","21.4","7.1","7.1","7.1","","0","0.0","1","20.0","4","44.4","6","18.2","6","41","18.4","6.83","6.83","41.0","100.0","0","0.0","0","0","0","19.2","19.2","16.5","16.5"
"294","Dalvin Cook","MIN","RB","1","2022","1","16","NYG","14","64","64.0","4.57","0","0","0","0","0","78.6","64.3","42.9","7.1","7.1","","","0","0.0","0","0.0","0","0.0","4","8.3","3","13","4.3","4.33","3.25","13.0","75.0","0","0.0","0","1","0","13.6","13.6","10.7","10.7"
"295","James Robinson","JAX","RB","1","2022","1","2","IND","23","64","64.0","2.78","1","0","0","0","0","56.5","30.4","17.4","4.3","4.3","4.3","4.3","1","100.0","1","50.0","3","60.0","2","6.7","2","14","6.0","7.00","7.00","14.0","100.0","0","0.0","0","0","0","16.8","16.8","15.8","15.8"
"296","Jordan Mason","SF","RB","1","2022","1","15","SEA","4","64","64.0","16.00","0","0","0","0","0","100.0","50.0","50.0","25.0","25.0","25.0","25.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.0","2.0","6.4","6.4"
"297","Isiah Pacheco","KC","RB","1","2022","1","18","LV","8","64","64.0","8.00","1","0","0","0","0","100.0","87.5","62.5","12.5","12.5","12.5","12.5","1","50.0","1","25.0","1","14.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","4.8","4.8","12.4","12.4"
"298","Rachaad White","TB","RB","1","2022","1","12","CLV","14","64","64.0","4.57","0","0","0","0","0","78.6","35.7","28.6","14.3","7.1","7.1","7.1","0","0.0","0","0.0","1","100.0","9","20.9","9","45","18.3","5.00","5.00","45.0","100.0","0","0.0","0","1","0","21.9","21.9","19.9","19.9"
"299","Jamaal Williams","DET","RB","1","2022","1","11","NYG","17","64","64.0","3.76","3","0","0","0","0","94.1","58.8","23.5","11.8","5.9","","","3","50.0","3","42.9","3","37.5","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.9","10.9","24.4","24.4"
"300","A.J. Dillon","GB","RB","1","2022","1","12","PHI","8","64","64.0","8.00","1","0","0","0","0","100.0","75.0","62.5","37.5","12.5","12.5","","0","0.0","0","0.0","1","25.0","4","16.0","3","24","9.5","8.00","6.00","24.0","75.0","0","0.0","0","1","0","11.5","11.5","17.8","17.8"
"301","Isiah Pacheco","KC","RB","1","2022","1","4","TB","11","63","63.0","5.73","0","0","0","0","0","90.9","81.8","63.6","","","","","0","0.0","1","25.0","3","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.0","8.0","6.3","6.3"
"302","Leonard Fournette","TB","RB","1","2022","1","6","PIT","21","63","63.0","3.00","0","0","0","0","0","81.0","42.9","28.6","4.8","","","","2","100.0","3","100.0","5","100.0","6","15.0","6","38","15.6","6.33","6.33","38.0","100.0","1","100.0","0","1","0","24.3","24.3","22.1","22.1"
"303","Nick Chubb","CLV","RB","1","2022","1","10","MIA","11","63","63.0","5.73","1","1","0","0","0","100.0","45.5","27.3","9.1","9.1","9.1","9.1","0","0.0","0","0.0","1","100.0","4","11.4","3","18","8.5","6.00","4.50","18.0","75.0","0","0.0","0","0","0","12.2","12.2","16.1","16.1"
"304","James Conner","ARZ","RB","1","2022","1","15","DEN","16","63","63.0","3.94","1","0","0","0","0","93.8","43.8","31.3","6.3","","","","1","100.0","2","100.0","2","100.0","5","13.9","3","28","16.2","9.33","5.60","28.0","60.0","0","0.0","0","0","0","17.0","17.0","18.1","18.1"
"305","Saquon Barkley","NYG","RB","1","2022","1","13","WAS","18","63","63.0","3.50","1","0","0","0","0","66.7","50.0","38.9","11.1","5.6","5.6","","0","0.0","1","100.0","3","50.0","5","16.1","5","18","9.0","3.60","3.60","18.0","100.0","0","0.0","0","0","0","18.8","18.8","19.1","19.1"
"306","Aaron Jones","GB","RB","1","2022","1","5","NYG","13","63","63.0","4.85","0","0","0","0","0","100.0","69.2","46.2","7.7","","","","0","0.0","1","100.0","3","100.0","3","7.7","2","17","7.7","8.50","5.67","17.0","66.7","0","0.0","0","0","0","13.4","13.4","10.0","10.0"
"307","Chuba Hubbard","CAR","RB","1","2022","1","7","TB","9","63","63.0","7.00","1","0","0","0","0","100.0","66.7","66.7","22.2","11.1","","","0","0.0","0","0.0","1","100.0","3","13.6","2","10","5.6","5.00","3.33","10.0","66.7","0","0.0","0","0","0","9.7","9.7","15.3","15.3"
"308","Kenneth Walker","SEA","RB","1","2022","2","1","SF","15","63","63.0","4.20","1","0","0","0","0","86.7","66.7","46.7","","","","","0","0.0","1","100.0","3","75.0","1","2.9","1","3","1.2","3.00","3.00","3.0","100.0","0","0.0","0","0","0","11.4","11.4","13.6","13.6"
"309","J.K. Dobbins","BLT","RB","1","2022","2","1","CIN","13","62","62.0","4.77","0","0","0","0","0","76.9","53.8","30.8","23.1","7.7","","","0","0.0","1","16.7","1","14.3","5","17.2","4","43","19.0","10.75","8.60","43.0","80.0","1","50.0","1","1","0","15.4","15.4","20.5","20.5"
"310","Khalil Herbert","CHI","RB","1","2022","1","7","NE","12","62","62.0","5.17","0","0","0","0","0","100.0","91.7","33.3","16.7","","","","0","0.0","0","0.0","0","0.0","1","4.8","1","25","14.0","25.00","25.00","25.0","100.0","1","100.0","0","0","0","7.4","7.4","15.7","15.7"
"311","Alvin Kamara","NO","RB","1","2022","1","8","LV","18","62","62.0","3.44","1","0","0","0","0","88.9","61.1","38.9","","","","","1","100.0","1","50.0","1","33.3","10","32.3","9","96","41.6","10.67","9.60","96.0","90.0","2","100.0","0","1","0","25.3","25.3","42.8","42.8"
"312","Benny Snell","PIT","RB","1","2022","1","12","IND","12","62","62.0","5.17","1","0","0","0","0","91.7","58.3","41.7","16.7","8.3","","","1","100.0","1","25.0","1","16.7","1","3.6","1","6","3.4","6.00","6.00","6.0","100.0","0","0.0","0","0","0","8.2","8.2","13.8","13.8"
"313","Kenyan Drake","BLT","RB","1","2022","1","8","TB","7","62","62.0","8.86","0","0","0","0","0","85.7","85.7","42.9","14.3","14.3","14.3","14.3","0","0.0","0","0.0","2","33.3","4","10.5","4","5","2.1","1.25","1.25","5.0","100.0","1","50.0","1","1","0","11.9","11.9","16.7","16.7"
"314","Ezekiel Elliott","DAL","RB","1","2022","1","14","HST","15","62","62.0","4.13","1","0","0","0","0","86.7","40.0","33.3","6.7","6.7","6.7","","4","100.0","6","75.0","8","66.7","5","12.8","3","19","6.7","6.33","3.80","19.0","60.0","0","0.0","0","0","0","21.6","21.6","17.1","17.1"
"315","Deon Jackson","IND","RB","1","2022","1","5","DEN","13","62","62.0","4.77","0","0","0","0","0","76.9","38.5","38.5","23.1","7.7","","","0","0.0","0","0.0","0","0.0","4","9.8","4","29","11.6","7.25","7.25","29.0","100.0","0","0.0","0","1","0","13.1","13.1","13.1","13.1"
"316","D'Andre Swift","DET","RB","1","2022","1","13","JAX","14","62","62.0","4.43","1","0","0","0","0","92.9","64.3","42.9","7.1","","","","1","33.3","3","60.0","5","71.4","6","14.6","4","49","14.4","12.25","8.17","49.0","66.7","0","0.0","1","1","0","20.9","20.9","21.1","21.1"
"317","David Montgomery","CHI","RB","1","2022","1","16","BUF","16","62","62.0","3.88","0","1","0","0","0","75.0","62.5","25.0","12.5","6.3","6.3","","0","0.0","0","0.0","3","60.0","4","14.3","4","22","15.3","5.50","5.50","22.0","100.0","0","0.0","0","1","0","17.2","17.2","11.4","11.4"
"318","David Montgomery","CHI","RB","1","2022","1","7","NE","15","62","62.0","4.13","1","0","0","0","0","93.3","66.7","33.3","6.7","","","","2","33.3","2","28.6","4","40.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","10.8","10.8","12.2","12.2"
"319","Ty Johnson","NYJ","RB","1","2022","1","12","CHI","5","62","62.0","12.40","1","0","0","0","0","100.0","80.0","60.0","40.0","40.0","20.0","20.0","0","0.0","0","0.0","0","0.0","2","6.9","1","16","5.1","16.00","8.00","16.0","50.0","0","0.0","0","0","0","5.4","5.4","14.8","14.8"
"320","Isiah Pacheco","KC","RB","1","2022","1","1","ARZ","12","62","62.0","5.17","1","1","0","0","0","66.7","50.0","33.3","25.0","16.7","8.3","","1","100.0","2","100.0","3","100.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","8.5","8.5","12.2","12.2"
"321","Travis Etienne","JAX","RB","1","2022","2","2","KC","10","62","62.0","6.20","1","0","0","0","0","100.0","80.0","50.0","20.0","10.0","","","1","100.0","1","100.0","2","100.0","3","7.7","3","18","8.3","6.00","6.00","18.0","100.0","0","0.0","0","0","0","11.1","11.1","17.0","17.0"
"322","David Montgomery","CHI","RB","1","2022","1","13","GB","14","61","61.0","4.36","1","0","0","0","0","85.7","71.4","50.0","","","","","0","0.0","1","100.0","2","100.0","5","20.0","4","6","2.4","1.50","1.20","6.0","80.0","0","0.0","0","0","0","16.0","16.0","16.7","16.7"
"323","Cam Akers","LA","RB","1","2022","1","11","NO","14","61","61.0","4.36","0","0","0","0","0","92.9","57.1","35.7","7.1","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.9","6.9","6.1","6.1"
"324","Cam Akers","LA","RB","1","2022","1","3","ARZ","12","61","61.0","5.08","1","1","0","0","0","66.7","58.3","58.3","25.0","","","","2","100.0","2","100.0","4","66.7","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","9.3","9.3","11.1","11.1"
"325","Alvin Kamara","NO","RB","1","2022","1","3","CAR","15","61","61.0","4.07","0","1","0","0","0","73.3","46.7","26.7","6.7","6.7","6.7","","0","0.0","0","0.0","1","50.0","6","14.6","2","12","3.4","6.00","2.00","12.0","33.3","0","0.0","0","2","0","18.7","18.7","8.3","8.3"
"326","Saquon Barkley","NYG","RB","1","2022","2","2","PHI","9","61","61.0","6.78","0","0","0","0","0","88.9","66.7","33.3","11.1","11.1","11.1","11.1","0","0.0","0","0.0","0","0.0","2","7.4","2","21","15.6","10.50","10.50","21.0","100.0","0","0.0","0","0","0","7.4","7.4","10.2","10.2"
"327","A.J. Dillon","GB","RB","1","2022","1","2","CHI","18","61","61.0","3.39","0","0","0","0","0","83.3","61.1","38.9","5.6","","","","0","0.0","0","0.0","2","50.0","3","12.0","1","6","2.6","6.00","2.00","6.0","33.3","0","0.0","0","1","0","15.8","15.8","7.7","7.7"
"328","Joe Mixon","CIN","RB","1","2022","1","4","MIA","24","61","61.0","2.54","1","0","0","0","0","83.3","45.8","12.5","","","","","4","100.0","7","100.0","7","100.0","4","12.5","4","13","4.2","3.25","3.25","13.0","100.0","0","0.0","0","0","0","23.7","23.7","17.4","17.4"
"329","Miles Sanders","PHI","RB","1","2022","1","17","NO","12","61","61.0","5.08","0","0","0","0","0","100.0","66.7","41.7","8.3","","","","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","5.9","5.9","6.1","6.1"
"330","Kenyan Drake","BLT","RB","1","2022","1","18","CIN","16","60","60.0","3.75","1","0","0","0","0","93.8","43.8","31.3","6.3","6.3","","","1","100.0","3","100.0","5","100.0","4","9.1","2","19","6.6","9.50","4.75","19.0","50.0","0","0.0","0","1","0","18.9","18.9","15.9","15.9"
"331","Tony Pollard","DAL","RB","1","2022","1","12","NYG","18","60","60.0","3.33","0","0","0","0","0","72.2","50.0","27.8","16.7","","","","0","0.0","0","0.0","1","33.3","2","6.7","2","1","0.4","0.50","0.50","1.0","100.0","0","0.0","0","0","0","12.6","12.6","8.1","8.1"
"332","Dalvin Cook","MIN","RB","1","2022","2","1","NYG","15","60","60.0","4.00","0","0","0","0","0","86.7","66.7","40.0","6.7","","","","0","0.0","1","50.0","2","66.7","7","17.5","6","10","3.7","1.67","1.43","10.0","85.7","0","0.0","0","1","0","20.2","20.2","13.0","13.0"
"333","Cam Akers","LA","RB","1","2022","1","13","SEA","17","60","60.0","3.53","2","0","0","0","0","82.4","52.9","35.3","5.9","","","","1","100.0","2","100.0","3","75.0","1","3.8","1","0","0.0","","0.00","0.0","100.0","0","0.0","0","0","0","12.4","12.4","19.0","19.0"
"334","Brian Robinson","WAS","RB","1","2022","1","6","CHI","17","60","60.0","3.53","1","0","0","0","0","94.1","58.8","23.5","5.9","5.9","","","1","100.0","2","66.7","4","80.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","11.8","11.8","12.0","12.0"
"335","Gary Brightwell","NYG","RB","1","2022","1","18","PHI","11","60","60.0","5.45","0","0","0","0","0","72.7","45.5","36.4","18.2","18.2","9.1","","0","0.0","1","100.0","1","50.0","2","5.0","1","3","1.8","3.00","1.50","3.0","50.0","0","0.0","0","0","0","9.2","9.2","7.3","7.3"
"336","Justice Hill","BLT","RB","1","2022","1","3","NE","6","60","60.0","10.00","0","0","0","0","0","100.0","66.7","50.0","33.3","16.7","16.7","16.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","2.9","2.9","6.0","6.0"
"337","Austin Ekeler","LAC","RB","1","2022","1","4","HST","13","60","60.0","4.62","2","1","0","0","0","61.5","61.5","38.5","30.8","7.7","7.7","","0","0.0","2","100.0","5","100.0","7","17.9","6","49","14.4","8.17","7.00","49.0","85.7","1","50.0","0","2","0","22.7","22.7","34.9","34.9"
"338","Rhamondre Stevenson","NE","RB","1","2022","1","9","IND","15","60","60.0","4.00","0","0","0","0","0","73.3","46.7","46.7","20.0","6.7","","","2","66.7","2","66.7","3","75.0","7","23.3","3","10","6.8","3.33","1.43","10.0","42.9","1","100.0","1","2","0","21.9","21.9","16.0","16.0"
"339","Michael Carter","NYJ","RB","1","2022","1","1","BLT","10","60","60.0","6.00","0","0","0","0","0","80.0","50.0","50.0","20.0","20.0","10.0","","0","0.0","0","0.0","0","0.0","9","15.3","7","40","12.9","5.71","4.44","40.0","77.8","0","0.0","1","2","0","19.8","19.8","17.0","17.0"
"340","Cordarrelle Patterson","ATL","RB","1","2022","1","13","PIT","11","60","60.0","5.45","0","0","0","0","0","81.8","72.7","54.5","18.2","9.1","9.1","","0","0.0","0","0.0","1","33.3","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","6.3","6.3","6.0","6.0"
"341","Rashaad Penny","SEA","RB","1","2022","1","1","DEN","12","60","60.0","5.00","0","1","0","0","0","83.3","50.0","16.7","16.7","8.3","8.3","","0","0.0","0","0.0","1","50.0","3","10.7","2","7","3.6","3.50","2.33","7.0","66.7","0","0.0","0","1","0","12.0","12.0","8.7","8.7"
"342","Antonio Gibson","WAS","RB","1","2022","1","7","GB","10","59","59.0","5.90","0","0","0","0","0","100.0","90.0","40.0","20.0","10.0","10.0","","0","0.0","1","33.3","3","33.3","4","12.1","3","18","9.0","6.00","4.50","18.0","75.0","1","50.0","1","2","0","15.0","15.0","16.7","16.7"
"343","Caleb Huntley","ATL","RB","1","2022","1","6","SF","16","59","59.0","3.69","0","0","0","0","0","100.0","62.5","18.8","6.3","6.3","","","1","50.0","2","50.0","6","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","13.0","13.0","5.9","5.9"
"344","Jamaal Williams","DET","RB","1","2022","1","10","CHI","16","59","59.0","3.69","1","0","0","0","0","81.3","68.8","37.5","12.5","","","","2","66.7","3","60.0","6","60.0","0","0.0","0","0","0.0","","0.00","0.0","","0","0.0","0","0","0","13.0","13.0","11.9","11.9"
